Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Editas medicine inc,EDIT,"",985154.0,26155000.0,0.00519525,0.0121,1885,-401275.0,-28.943062,reduction,1.4377828,Q1 2016,HEALTH CARE,13F,12/31/2021,33.17,16.67
Oppenheimer russell 1000 dynamic multifactor etf,OMFL,"",515508.0,26136000.0,0.00519147,0.0043,1886,80508.0,18.507586,addition,No Data,Q2 2021,FINANCE,13F,12/31/2021,47.3838,47.75
Olaplex holdings inc,OLPX,CALL,894600.0,26060000.0,0.00517638,,1887,894600.0,,new,N/A,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,,15.22
Kite realty group trust,KRG,"",1195181.0,26030000.0,0.00517042,0.0063,1888,-255488.0,-17.611736,reduction,0.5458797,Q3 2004,REAL ESTATE,13F,12/31/2021,19.85,22.38
Bce inc. (bell telephone of canada),BCE,PUT,500000.0,26020000.0,0.00516843,0.0053,1889,0.0,0.0,,N/A,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,58.2
Quanterix corp,QTRX,"",613066.0,25994000.0,0.00516327,0.007,1890,-49039.0,-7.406529,reduction,1.6637999,Q4 2017,HEALTH CARE,13F,12/31/2021,55.79,25.86
Altice usa inc,ATUS,"",1606480.0,25993000.0,0.00516307,0.0073,1891,-65709.0,-3.92952,reduction,0.3533415,Q2 2017,CONSUMER DISCRETIONARY,13F,12/31/2021,32.56,11.76
Msc industrial direct  inc.,MSM,"",309010.0,25976000.0,0.00515969,0.0065,1892,-71884.0,-18.872442,reduction,0.6555615,Q3 2005,INDUSTRIALS,13F,12/31/2021,80.41,85.02
Baozun inc adr,BZUN,"",1867057.0,25952000.0,0.00515493,0.0022,1893,1268369.0,211.858096,addition,2.8651406,Q1 2016,COMMUNICATIONS,13F,12/31/2021,20.0695,7.97
Nutrien ltd,NTR,CALL,345000.0,25944000.0,0.00515334,0.0047,1894,0.0,0.0,,N/A,Q1 2021,MATERIALS,13F,12/31/2021,,112.0
Li auto inc. ads,LI,PUT,807700.0,25927000.0,0.00514996,0.0039,1895,102100.0,14.469955,addition,N/A,Q3 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,,25.71
Pagerduty inc,PD,"",745982.0,25923000.0,0.00514916,0.0074,1896,-101060.0,-11.930931,reduction,0.8568772,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,36.98,32.62
Timken (roller bearing axle) co.,TKR,"",373930.0,25910000.0,0.00514658,0.0058,1897,-43971.0,-10.52187,reduction,0.4990352,Q2 2005,INDUSTRIALS,13F,12/31/2021,53.22,58.96
Zscaler inc,ZS,PUT,80500.0,25867000.0,0.00513804,0.0038,1898,11500.0,16.666667,addition,N/A,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,,230.84
Concentrix corp.,CNXC,"",144809.0,25867000.0,0.00513804,0.005,1899,12389.0,9.355837,addition,0.2767887,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,111.838,152.49
Dynavax technologies corp,DVAX,"",1838367.0,25866000.0,0.00513784,0.0044,1900,747533.0,68.528575,addition,1.4716147,Q4 2010,HEALTH CARE,13F,12/31/2021,9.6435,10.51
Vaneck fallen angel high yield bond etf,ANGL,"",784293.0,25858000.0,0.00513625,0.0065,1901,-136772.0,-14.849332,reduction,No Data,Q2 2020,FINANCE,13F,12/31/2021,32.74,29.43
Madison square garden sports corp,MSGS,"",147715.0,25663000.0,0.00509752,0.0059,1902,-1676.0,-1.121888,reduction,0.7502556,Q4 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,180.66,176.49
Novavax  inc,NVAX,PUT,178900.0,25595000.0,0.00508401,,1903,178900.0,,new,N/A,Q4 2021,HEALTH CARE,13F,12/31/2021,,58.55
Vanguard esg u.s. stock etf,ESGV,"",290970.0,25573000.0,0.00507964,0.0045,1904,24603.0,9.236505,addition,No Data,Q1 2020,FINANCE,13F,12/31/2021,56.0874,77.92
Vornado realty trust,VNO,"",610880.0,25572000.0,0.00507944,0.0041,1905,152749.0,33.341773,addition,0.3188962,Q1 2001,REAL ESTATE,13F,12/31/2021,43.9674,41.42
Triton international ltd,TRTN,"",424182.0,25549000.0,0.00507488,0.0062,1906,-139098.0,-24.694291,reduction,0.6515049,Q3 2006,INDUSTRIALS,13F,12/31/2021,42.29,61.92
Hexcel corp,HXL,"",492567.0,25515000.0,0.00506812,0.0056,1907,47271.0,10.615635,addition,0.5861403,Q4 2004,INDUSTRIALS,13F,12/31/2021,57.405,56.22
Cinemark hldgs inc note 4.500% 8/1,DEBT-CINE,PRN,17845000.0,25496000.0,0.00506435,0.0064,1908,-1095000.0,-5.781415,reduction,N/A,Q3 2021, ,13F,12/31/2021,,
Valvoline inc,VVV,"",683521.0,25489000.0,0.00506296,0.0037,1909,124433.0,22.256425,addition,0.3810967,Q3 2016,MATERIALS,13F,12/31/2021,25.8059,30.56
Cytokinetics inc,CYTK,"",558704.0,25466000.0,0.00505839,0.0075,1910,-425761.0,-43.247957,reduction,0.6584140,Q2 2004,HEALTH CARE,13F,12/31/2021,24.82,39.56
Microstrategy inc.,MSTR,"",46746.0,25453000.0,0.00505581,0.007,1911,-10678.0,-18.595013,reduction,0.5014915,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,573.91,449.19
Coursera inc,COUR,"",1039766.0,25412000.0,0.00504766,0.0038,1912,479367.0,85.540303,addition,0.7255805,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,28.4769,22.3
Fidelity national information services inc,FIS,CALL,232800.0,25410000.0,0.00504727,,1913,232800.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,,102.45
Ishares msci canada etf,EWC,"",660469.0,25382000.0,0.0050417,0.0051,1914,-4170.0,-0.627408,reduction,No Data,Q3 2005,FINANCE,13F,12/31/2021,27.53,39.68
Btrs holdings inc,BTRS,"",3241421.0,25348000.0,0.00503495,0.0008,1915,2872363.0,778.295823,addition,2.0325606,Q1 2020,FINANCE,13F,12/31/2021,8.4576,7.13
Gfl environmental inc. subordinate voting shares,GFL,"",669506.0,25341000.0,0.00503356,0.0065,1916,-152330.0,-18.535328,reduction,0.2052252,Q1 2020,INDUSTRIALS,13F,12/31/2021,30.25,32.84
Sitime corp,SITM,"",86366.0,25266000.0,0.00501866,0.0013,1917,55791.0,182.472608,addition,0.4147279,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,223.9316,184.74
Dollar tree inc.,DLTR,PUT,179700.0,25251000.0,0.00501568,,1918,179700.0,,new,N/A,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,173.05
Conocophillips (phillips petroleum),COP,CALL,349200.0,25205000.0,0.00500655,0.0042,1919,57000.0,19.507187,addition,N/A,Q3 2001,ENERGY,13F,12/31/2021,,101.37
Navient corp,NAVI,"",1185629.0,25159000.0,0.00499741,0.0032,1920,425200.0,55.915805,addition,0.7793377,Q2 2014,FINANCE,13F,12/31/2021,15.8581,16.64
Ishares msci south korea etf,EWY,"",322666.0,25127000.0,0.00499105,0.0113,1921,-336384.0,-51.04074,reduction,No Data,Q2 2003,FINANCE,13F,12/31/2021,62.96,68.73
Wynn resorts ltd,WYNN,PUT,294900.0,25078000.0,0.00498132,,1922,294900.0,,new,N/A,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,73.97
Autoliv inc,ALV,"",242263.0,25052000.0,0.00497616,0.0041,1923,18525.0,8.279774,addition,0.2767633,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,86.5186,72.72
Kulicke & soffa industries inc.,KLIC,"",413803.0,25051000.0,0.00497596,0.0046,1924,38145.0,10.154183,addition,0.6642057,Q4 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,54.5938,51.19
Magellan health inc,MGLN,"",263708.0,25050000.0,0.00497576,0.0055,1925,-11715.0,-4.253457,reduction,N/A,Q1 2004,HEALTH CARE,13F,12/31/2021,74.77,
Ishares tips bond etf,TIP,"",193700.0,25027000.0,0.00497119,0.0054,1926,-4487.0,-2.264023,reduction,No Data,Q4 2006,FINANCE,13F,12/31/2021,122.2,121.17
Banco santander chile adr,BSAC,"",1535162.0,25008000.0,0.00496742,0.0037,1927,653590.0,74.139151,addition,0.3258569,Q3 2006,FINANCE,13F,12/31/2021,18.9258,21.48
Arcelormittal s.a.  sponsored adr,MT,"",785407.0,25000000.0,0.00496583,0.0083,1928,-514223.0,-39.566877,reduction,0.0837491,Q1 2005,MATERIALS,13F,12/31/2021,24.27,33.01
United airlines holdings inc,UAL,PUT,570000.0,24955000.0,0.00495689,0.0073,1929,-154600.0,-21.335909,reduction,N/A,Q1 2006,TRANSPORTS,13F,12/31/2021,,45.13
Chargepoint holdings inc,CHPT,"",1309187.0,24940000.0,0.00495391,0.0027,1930,667593.0,104.052251,addition,0.3954924,Q3 2020,FINANCE,13F,12/31/2021,21.3827,15.25
Monday.com ltd,MNDY,"",80726.0,24922000.0,0.00495033,0.0074,1931,-26186.0,-24.493041,reduction,0.1796944,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,6.84,137.17
Warner bros.discovery inc,WBD,PUT,1058200.0,24910000.0,0.00494795,0.0054,1932,60000.0,6.010819,addition,N/A,Q4 2020,COMMUNICATIONS,13F,12/31/2021,,24.88
Starbucks corp.,SBUX,CALL,212700.0,24880000.0,0.00494199,0.0032,1933,76800.0,56.512141,addition,N/A,Q1 2006,CONSUMER DISCRETIONARY,13F,12/31/2021,,79.5
Envista holdings corp,NVST,"",551863.0,24867000.0,0.00493941,0.0025,1934,264997.0,92.37658,addition,0.3410224,Q3 2019,HEALTH CARE,13F,12/31/2021,39.7631,45.84
Fortune brands home & security inc,FBHS,"",232526.0,24857000.0,0.00493742,0.0055,1935,-56885.0,-19.655438,reduction,0.1756945,Q4 2011,CONSUMER DISCRETIONARY,13F,12/31/2021,71.34,69.64
Digital turbine inc,APPS,"",407533.0,24856000.0,0.00493722,0.0053,1936,42228.0,11.559656,addition,0.4203054,Q2 2014,INDUSTRIALS,13F,12/31/2021,22.3649,36.98
American assets trust inc,AAT,"",662031.0,24847000.0,0.00493544,0.0014,1937,491842.0,288.997526,addition,1.0938353,Q2 2011,REAL ESTATE,13F,12/31/2021,35.3732,36.09
Teradata corp.,TDC,"",584981.0,24845000.0,0.00493504,0.0066,1938,41718.0,7.679154,addition,0.5706981,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,36.0342,45.68
Thermo fisher scientific  inc.,TMO,PUT,37200.0,24821000.0,0.00493027,0.0029,1939,13300.0,55.648536,addition,N/A,Q2 2020,HEALTH CARE,13F,12/31/2021,,568.9
Old national bancorp,ONB,"",1366751.0,24766000.0,0.00491935,0.0045,1940,127521.0,10.290342,addition,0.8241135,Q1 2001,FINANCE,13F,12/31/2021,17.0864,15.31
Autozone inc.,AZO,CALL,11800.0,24737000.0,0.00491359,0.0042,1941,0.0,0.0,,N/A,Q1 2005,CONSUMER DISCRETIONARY,13F,12/31/2021,,2164.6
Joyy inc,YY,"",544164.0,24721000.0,0.00491041,0.0189,1942,-1079027.0,-66.475664,reduction,0.9493968,Q3 2013,INFORMATION TECHNOLOGY,13F,12/31/2021,78.15,39.58
Virtus investment partners inc,VRTS,"",83163.0,24708000.0,0.00490783,0.0065,1943,-15390.0,-15.615963,reduction,1.1079313,Q1 2009,FINANCE,13F,12/31/2021,215.69,203.0
Black hills corp.,BKH,"",349586.0,24670000.0,0.00490028,0.004,1944,48145.0,15.971616,addition,0.5392230,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,63.1027,78.65
Stevanato group spa,STVN,"",1091835.0,24512000.0,0.00486889,0.005,1945,160100.0,17.182997,addition,0.3694373,Q3 2021,HEALTH CARE,13F,12/31/2021,24.8906,19.94
Graphic packaging holding company,GPK,"",1255825.0,24489000.0,0.00486433,0.0051,1946,-18640.0,-1.462574,reduction,0.4089256,Q1 2004,MATERIALS,13F,12/31/2021,14.6,20.92
Argo group international holdings ltd,ARGO,"",421393.0,24488000.0,0.00486413,0.0059,1947,-115184.0,-21.466444,reduction,1.2078149,Q2 2007,FINANCE,13F,12/31/2021,53.99,41.44
Barclays bank plc,VXX,CALL,1320900.0,24476000.0,0.00486174,,1948,1320900.0,,new,No Data,Q4 2021,FINANCE,13F,12/31/2021,,24.99
Asana  inc.,ASAN,"",327787.0,24437000.0,0.004854,0.0021,1949,231992.0,242.175479,addition,0.3161864,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,61.1417,33.6
Btc ishares global infrastructure etf,IGF,"",513177.0,24422000.0,0.00485102,0.0044,1950,63684.0,14.167963,addition,No Data,Q1 2008,INDUSTRIALS,13F,12/31/2021,43.2543,51.61
Ishares s&p small-cap 600 value etf,IJS,"",232019.0,24244000.0,0.00481566,0.0046,1951,15990.0,7.401784,addition,No Data,Q3 2015,FINANCE,13F,12/31/2021,87.6933,100.93
Phillips 66 partners lp,PSXP,"",668452.0,24111000.0,0.00478924,0.0091,1952,-525019.0,-43.990931,reduction,0.2927440,Q3 2013,ENERGY,13F,12/31/2021,40.56,
Nuvei corp,NUVCF,"",370745.0,24091000.0,0.00478527,,1953,370745.0,,new,0.5858629,Q4 2021, ,13F,12/31/2021,64.98,66.27
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",225519.0,24052000.0,0.00477752,0.0054,1954,-21284.0,-8.623882,reduction,0.3222730,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,93.35,79.34
Papa johns international inc.,PZZA,"",179513.0,23960000.0,0.00475925,0.0052,1955,-14485.0,-7.466572,reduction,0.4985930,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,67.38,101.11
Gatx corporation (general american tank - general american transportation),GATX,"",229456.0,23907000.0,0.00474872,0.0046,1956,-15332.0,-6.263379,reduction,0.6453691,Q1 2001,INDUSTRIALS,13F,12/31/2021,70.08,117.29
At&t inc. (southwestern bell - sbc corp.),T,PUT,1285206.8,23879000.0,0.00474316,0.0046,1957,226404.0,21.383019,addition,N/A,Q1 2006,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,19.54
Fate therapeutics inc,FATE,"",407171.0,23824000.0,0.00473223,0.0072,1958,-163752.0,-28.681976,reduction,0.4222553,Q4 2013,HEALTH CARE,13F,12/31/2021,28.61,37.77
Guess inc note 2.000% 4/1,DEBT-GUES,PRN,20436000.0,23821000.0,0.00473164,0.0053,1959,-2240000.0,-9.878285,reduction,N/A,Q2 2020, ,13F,12/31/2021,,
Renaissance ipo etf,IPO,"",411380.0,23794000.0,0.00472627,0.0003,1960,386135.0,1529.550406,addition,No Data,Q1 2021,FINANCE,13F,12/31/2021,58.1499,40.95
Istar inc. (starwood financial),STAR,"",920463.0,23775000.0,0.0047225,0.0047,1961,31539.0,3.547997,addition,1.3336033,Q1 2001,REAL ESTATE,13F,12/31/2021,18.1524,19.93
Mfa financial  inc.,MFA,"",1301039.75,23731000.0,0.00471376,0.0046,1962,123147.75,10.454927,addition,1.2243625,Q1 2002,REAL ESTATE,13F,12/31/2021,4.7773,14.99
Nice ltd adr,NICE,"",78090.0,23708000.0,0.00470919,0.0044,1963,4446.0,6.037152,addition,0.1237139,Q2 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,198.0427,214.0
Retail opportunity investments corp,ROIC,"",1209053.0,23698000.0,0.00470721,0.0029,1964,430559.0,55.306656,addition,0.9957313,Q4 2007,REAL ESTATE,13F,12/31/2021,16.7991,19.46
Donaldson company  inc.,DCI,"",399483.0,23673000.0,0.00470224,0.0041,1965,65983.0,19.785007,addition,0.3233163,Q1 2001,INDUSTRIALS,13F,12/31/2021,51.7883,50.45
Lockheed martin corp.,LMT,PUT,66600.0,23670000.0,0.00470164,0.006,1966,-15500.0,-18.879415,reduction,N/A,Q3 2006,INDUSTRIALS,13F,12/31/2021,,467.66
Starwood property trust inc,STWD,"",972682.0,23637000.0,0.00469509,0.0034,1967,318262.0,48.632682,addition,0.3173434,Q3 2009,REAL ESTATE,13F,12/31/2021,18.8503,24.21
Pinduoduo inc,PDD,PUT,405000.0,23612000.0,0.00469012,0.0048,1968,155000.0,62.0,addition,N/A,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,,40.03
Schneider national inc,SNDR,"",876815.0,23595000.0,0.00468675,0.0053,1969,-229925.0,-20.774979,reduction,0.9184890,Q2 2017,TRANSPORTS,13F,12/31/2021,21.88,21.62
Apellis pharmaceuticals inc,APLS,"",498082.0,23549000.0,0.00467761,0.0072,1970,-525088.0,-51.319722,reduction,0.5107271,Q2 2018,HEALTH CARE,13F,12/31/2021,30.22,52.81
Eog resources inc,EOG,PUT,265000.0,23540000.0,0.00467582,,1971,265000.0,,new,N/A,Q1 2021,ENERGY,13F,12/31/2021,,122.94
Spirit realty capital  inc.,SRC,"",487342.0,23485000.0,0.0046649,0.0045,1972,30362.0,6.644054,addition,0.3814935,Q4 2012,REAL ESTATE,13F,12/31/2021,50.4874,46.01
Moderna inc,MRNA,PUT,92300.0,23442000.0,0.00465636,0.002,1973,68300.0,284.583333,addition,N/A,Q1 2020,HEALTH CARE,13F,12/31/2021,,165.49
Nextera energy inc.,NEE,CALL,250800.0,23415000.0,0.00465099,0.0014,1974,167000.0,199.28401,addition,N/A,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,82.81
Exponent inc.,EXPO,"",200580.0,23414000.0,0.00465079,0.0048,1975,1533.0,0.77017,addition,0.3848710,Q2 2006,INDUSTRIALS,13F,12/31/2021,89.1623,107.86
Amdocs ltd,DOX,"",312859.0,23414000.0,0.00465079,0.007,1976,-126142.0,-28.733875,reduction,0.2386230,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,64.32,82.72
Vaneck biotech etf,BBH,"",123534.0,23390000.0,0.00464603,0.0053,1977,0.0,0.0,,No Data,Q1 2020,FINANCE,13F,12/31/2021,157.3,164.5
Vir biotechnology  inc.,VIR,"",557382.0,23338000.0,0.0046357,0.0057,1978,-58713.0,-9.529861,reduction,0.4212902,Q4 2019,HEALTH CARE,13F,12/31/2021,41.12,23.93
Neogen corp.,NEOG,"",512245.0,23261000.0,0.0046204,0.0071,1979,-261843.0,-33.825999,reduction,0.4753205,Q2 2007,HEALTH CARE,13F,12/31/2021,41.6,30.06
Ark next generation internet etf,ARKW,"",196088.0,23252000.0,0.00461862,0.0041,1980,55355.0,39.333348,addition,No Data,Q1 2021,FINANCE,13F,12/31/2021,143.7786,77.66
Advanced drainage systems inc,WMS,"",170755.0,23245000.0,0.00461723,0.005,1981,-47378.0,-21.719776,reduction,0.2374241,Q2 2017,INDUSTRIALS,13F,12/31/2021,65.96,108.08
Novocure ltd,NVCR,"",308934.0,23195000.0,0.00460729,0.0056,1982,82446.0,36.401929,addition,0.2958589,Q4 2015,HEALTH CARE,13F,12/31/2021,128.4957,84.24
Gs activebeta u.s. small cap equity etf,GSSC,"",347873.0,23148000.0,0.00459796,0.0038,1983,61717.0,21.567606,addition,No Data,Q4 2018,FINANCE,13F,12/31/2021,60.7748,60.32
Integer holdings corp,ITGR,"",270285.0,23134000.0,0.00459518,0.0023,1984,148159.0,121.316509,addition,0.8166317,Q4 2004,HEALTH CARE,13F,12/31/2021,76.1104,81.67
Bausch health companies,BHC,"",837737.0,23130000.0,0.00459438,0.0049,1985,7316.0,0.880999,addition,0.2329335,Q1 2001,HEALTH CARE,13F,12/31/2021,38.5932,22.17
Organon & co,OGN,"",758106.0,23084000.0,0.00458525,0.0089,1986,-518838.0,-40.631226,reduction,0.2988939,Q2 2021,HEALTH CARE,13F,12/31/2021,30.32,34.9
International business machines corp.,IBM,PUT,172700.0,23083000.0,0.00458505,0.0058,1987,-24700.0,-12.512665,reduction,N/A,Q1 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,,126.56
Danaher corp.,DHR,CALL,70100.0,23064000.0,0.00458127,0.0012,1988,51500.0,276.88172,addition,N/A,Q1 2020,HEALTH CARE,13F,12/31/2021,,276.98
21vianet group inc adr,VNET,"",2551186.0,23038000.0,0.00457611,0.0022,1989,1945960.0,321.526174,addition,1.7800373,Q1 2014,COMMUNICATIONS,13F,12/31/2021,12.05,6.59
Spx flow inc,FLOW,"",266375.0,23036000.0,0.00457571,0.0091,1990,-320396.0,-54.603244,reduction,0.6333503,Q3 2015,INDUSTRIALS,13F,12/31/2021,38.16,
Danaher corp.,DHR,PUT,70000.0,23031000.0,0.00457472,0.0016,1991,45200.0,182.258065,addition,N/A,Q1 2020,HEALTH CARE,13F,12/31/2021,,276.98
Arvinas holding company llc,ARVN,"",280190.0,23014000.0,0.00457134,0.0065,1992,-92007.0,-24.719974,reduction,0.5281962,Q3 2018,HEALTH CARE,13F,12/31/2021,54.22,66.96
Fox corp class a,FOXA,"",623365.0,23001000.0,0.00456876,0.0084,1993,-365818.0,-36.981832,reduction,0.1973884,Q1 2019,COMMUNICATIONS,13F,12/31/2021,36.3,39.12
Btc ishares floating rate bond etf,FLOT,"",452981.0,22980000.0,0.00456459,0.0054,1994,-50090.0,-9.956845,reduction,No Data,Q2 2012,FINANCE,13F,12/31/2021,50.8,50.53
Ishares nasdaq biotechnology etf,IBB,PUT,150100.0,22908000.0,0.00455029,0.0034,1995,50100.0,50.1,addition,No Data,Q3 2021,HEALTH CARE,13F,12/31/2021,,130.86
Vanguard health care etf,VHT,"",85876.0,22879000.0,0.00454453,0.0052,1996,-12380.0,-12.599739,reduction,No Data,Q4 2004,HEALTH CARE,13F,12/31/2021,212.59,257.11
Gilead sciences inc.,GILD,PUT,314900.0,22865000.0,0.00454174,0.0025,1997,148400.0,89.129129,addition,N/A,Q1 2004,HEALTH CARE,13F,12/31/2021,,61.82
Piedmont office realty trust inc,PDM,"",1243129.0,22848000.0,0.00453837,0.004,1998,164648.0,15.266657,addition,1.0079626,Q1 2010,REAL ESTATE,13F,12/31/2021,18.2065,16.48
Spotify technology sa,SPOT,CALL,97500.0,22818000.0,0.00453241,0.004,1999,14600.0,17.61158,addition,N/A,Q1 2020,COMMUNICATIONS,13F,12/31/2021,,136.27
Sierra wireless inc,SWIR,"",1294948.0,22817000.0,0.00453221,0.0043,2000,1528.0,0.118136,addition,3.4261551,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,8.6506,16.45
Baidu inc adr,BIDU,PUT,152900.0,22750000.0,0.0045189,0.0029,2001,64500.0,72.963801,addition,N/A,Q2 2006,COMMUNICATIONS,13F,12/31/2021,,129.56
Boston beer inc class a,SAM,PUT,45000.0,22730000.0,0.00451493,0.0236,2002,-173500.0,-79.405034,reduction,N/A,Q1 2021,CONSUMER STAPLES,13F,12/31/2021,,365.76
First financial bancorp  inc. (oh),FFBC,"",932110.0,22725000.0,0.00451394,0.0019,2003,549759.0,143.783853,addition,0.9900347,Q3 2001,FINANCE,13F,12/31/2021,24.3923,21.78
Tx pacific land trust,TPL,"",18195.0,22723000.0,0.00451354,0.0029,2004,6991.0,62.397358,addition,0.2349144,Q3 2016,REAL ESTATE,13F,12/31/2021,1269.2152,1462.25
Vanguard ftse pacific etf,VPL,"",291250.0,22721000.0,0.00451314,0.0049,2005,7178.0,2.526824,addition,No Data,Q3 2006,FINANCE,13F,12/31/2021,67.2811,71.37
Liberty sirius xm group  series a,LSXMA,"",446556.0,22708000.0,0.00451056,0.0046,2006,-16949.0,-3.656703,reduction,0.4583557,Q2 2016,COMMUNICATIONS,13F,12/31/2021,38.92,45.38
Azenta inc,AZTA,"",220176.0,22703000.0,0.00450957,0.0071,2007,-108432.0,-32.997371,reduction,0.2938973,Q1 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,65.82,78.17
Walmart inc,WMT,CALL,156700.0,22673000.0,0.00450361,0.003,2008,56100.0,55.765408,addition,N/A,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,,157.08
Alcon inc,ALC,PUT,260000.0,22651000.0,0.00449924,0.0015,2009,170000.0,188.888889,addition,N/A,Q2 2019,HEALTH CARE,13F,12/31/2021,,76.9
Bread financial holdings inc,BFH,PUT,340000.0,22634000.0,0.00449586,0.012,2010,-363434.2,-51.6657,reduction,N/A,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,55.1
Us foods holding corp,USFD,"",648792.0,22598000.0,0.00448871,0.0193,2011,-1982461.0,-75.34285,reduction,0.2909115,Q2 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,35.04,36.53
Trustmark corp. (jackson  ms),TRMK,"",696128.0,22597000.0,0.00448851,0.0047,2012,12061.0,1.763131,addition,1.1315868,Q1 2001,FINANCE,13F,12/31/2021,29.453,29.61
Ishares broad usd high yield corporate bond etf,USHY,"",547330.0,22544000.0,0.00447798,0.0013,2013,396190.0,262.134445,addition,No Data,Q1 2020,FINANCE,13F,12/31/2021,41.005,37.91
Zendesk inc,ZEN,CALL,216000.0,22527000.0,0.00447461,0.0004,2014,198000.0,1100.0,addition,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,,125.17
Ishares msci usa multifactor etf,LRGF,"",482940.0,22486000.0,0.00446646,0.005,2015,-71023.0,-12.820892,reduction,No Data,Q2 2020,FINANCE,13F,12/31/2021,31.68,43.69
Nokia corp. adr class a adr,NOK,"",3590700.0,22334000.0,0.00443627,0.0037,2016,382954.0,11.938414,addition,0.0630361,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,4.737,5.11
Wheaton precious metals corp,WPM,"",519786.0,22315000.0,0.0044325,0.0055,2017,-168757.0,-24.50929,reduction,0.1152867,Q1 2006,MATERIALS,13F,12/31/2021,40.05,51.29
Teck resources ltd,TECK,"",773300.0,22287000.0,0.00442694,0.0036,2018,101066.0,15.034348,addition,0.1466950,Q3 2006,MATERIALS,13F,12/31/2021,21.4657,43.16
National instruments corp,NATI,"",510214.0,22281000.0,0.00442574,0.0037,2019,69362.0,15.733625,addition,0.3864476,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,41.5963,38.71
Tenable holdings inc,TENB,"",404394.0,22270000.0,0.00442356,0.0051,2020,-111751.0,-21.651086,reduction,0.3683667,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,39.32,60.99
Synnex corp,SNX,"",194715.0,22268000.0,0.00442316,0.0048,2021,-23851.0,-10.912493,reduction,0.2019988,Q3 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,56.45,100.78
Guess inc,GES,"",938970.0,22235000.0,0.00441661,0.0035,2022,142617.0,17.908767,addition,1.5715045,Q1 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,19.4988,23.35
Mongodb inc,MDB,CALL,42000.0,22233000.0,0.00441621,0.0025,2023,17000.0,68.0,addition,N/A,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,416.5
Morningstar inc,MORN,"",64937.0,22208000.0,0.00441124,0.0034,2024,2751.0,4.423825,addition,0.1511487,Q4 2009,COMMUNICATIONS,13F,12/31/2021,166.6277,273.92
Antero midstream corp,AM,"",2292910.0,22195000.0,0.00440866,0.0052,2025,-50053.0,-2.136312,reduction,0.4801868,Q4 2014,ENERGY,13F,12/31/2021,9.84,11.28
Ark genomic revolution etf,ARKG,CALL,362100.0,22175000.0,0.00440469,0.0008,2026,312100.0,624.2,addition,No Data,Q2 2021,Finance,13F,12/31/2021,,42.37
Federated hermes inc. (federated investors),FHI,"",588089.0,22101000.0,0.00438999,0.0044,2027,-55933.0,-8.684952,reduction,0.6391815,Q1 2001,FINANCE,13F,12/31/2021,26.04,31.56
