Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Fortune brands home & security inc,FBHS,"",6552567.0,700469000.0,0.0332152,0.0294,458,338778.0,5.452036,addition,4.9510600,Q4 2011,CONSUMER DISCRETIONARY,13F,12/31/2021,38.1673,69.64
F5 networks inc,FFIV,"",2857238.0,699195000.0,0.0331548,0.0294,459,60248.0,2.15403,addition,4.7041885,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,97.9023,199.53
Cloudflare inc,NET,"",5274187.0,693556000.0,0.0328874,0.0309,460,81860.0,1.576557,addition,1.8939120,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,80.3957,113.98
Vici properties inc,VICI,"",22698029.0,691427000.0,0.0327865,0.0291,461,3579316.0,18.721532,addition,3.0328201,Q1 2018,REAL ESTATE,13F,12/31/2021,23.6158,29.09
Equity lifestyle properties inc,ELS,"",7800900.0,686611000.0,0.0325581,0.0305,462,441630.0,6.001003,addition,4.1937066,Q1 2001,REAL ESTATE,13F,12/31/2021,41.0567,78.74
Incyte corporation,INCY,"",9347709.0,686122000.0,0.0325349,0.0326,463,388337.0,4.334422,addition,4.2235179,Q1 2001,HEALTH CARE,13F,12/31/2021,89.6171,81.74
Essential utilities inc,WTRG,"",12769899.0,685616000.0,0.0325109,0.0292,464,800148.0,6.684751,addition,5.0471178,Q1 2004,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,33.7059,49.83
Bp plc adr (british petroleum),BP,"",25543564.0,680225000.0,0.0322553,0.0378,465,-625210.0,-2.389145,reduction,0.7835530,Q1 2001,ENERGY,13F,12/31/2021,44.94,31.29
W.p. carey inc,WPC,"",8171792.0,678980000.0,0.0321962,0.0296,466,605568.0,8.00357,addition,4.2872367,Q4 2012,FINANCE,13F,12/31/2021,71.2911,83.15
Royal caribbean cruises ltd,RCL,"",8778239.0,675047000.0,0.0320097,0.0395,467,370224.0,4.403227,addition,3.4424093,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,75.5207,82.58
Cboe global markets inc,CBOE,"",5174523.0,674758000.0,0.031996,0.0324,468,230412.0,4.660332,addition,4.8540500,Q3 2010,FINANCE,13F,12/31/2021,76.2534,117.33
Nortonlifelock inc,NLOK,"",25944974.0,674050000.0,0.0319625,0.0334,469,953733.0,3.816269,addition,4.4589619,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,19.2855,26.64
Cf industries holdings inc,CF,"",9390450.0,664656000.0,0.031517,0.0276,470,49793.0,0.533078,addition,4.5297775,Q3 2005,MATERIALS,13F,12/31/2021,14.4204,108.41
Costar group inc,CSGP,"",8367573.0,661289000.0,0.0313574,0.0378,471,68018.0,0.819538,addition,2.1184389,Q1 2001,INDUSTRIALS,13F,12/31/2021,85.3085,61.82
Fmc corp. (food machinery & chemical corp.),FMC,"",5947253.0,656634000.0,0.0311366,0.0284,472,114410.0,1.961479,addition,4.7240501,Q1 2001,MATERIALS,13F,12/31/2021,44.022,136.79
Westrock co,WRK,"",14766331.0,655034000.0,0.0310608,0.0392,473,-128391.0,-0.86199,reduction,5.6100014,Q3 2015,MATERIALS,13F,12/31/2021,40.58,49.93
Pentair plc,PNR,"",8829521.0,644820000.0,0.0305764,0.0352,474,-352555.0,-3.8396,reduction,5.3480210,Q1 2001,INDUSTRIALS,13F,12/31/2021,33.39,52.43
Ugi corp. (united gas improvement),UGI,"",13901295.0,642915000.0,0.0304861,0.0296,475,844167.0,6.465181,addition,6.6258389,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,29.2567,35.73
Carnival corp.,CCL,"",31915467.0,642139000.0,0.0304493,0.0406,476,1186279.0,3.860431,addition,3.2356685,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,31.2407,19.56
Teleflex  inc.,TFX,"",1952123.0,641233000.0,0.0304063,0.0377,477,56290.0,2.969143,addition,4.1621579,Q1 2001,INDUSTRIALS,13F,12/31/2021,178.2505,336.62
Docusign inc,DOCU,"",4199161.0,639574000.0,0.0303277,0.0563,478,57932.0,1.398908,addition,2.1221118,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,109.0847,99.53
Hubspot inc,HUBS,"",969943.0,639338000.0,0.0303165,0.0345,479,5774.0,0.598858,addition,2.0527939,Q4 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,256.4516,445.47
Huntington ingalls industries inc,HII,"",3410095.0,636801000.0,0.0301962,0.0333,480,144216.0,4.41584,addition,8.5109816,Q2 2011,INDUSTRIALS,13F,12/31/2021,107.2214,222.67
Rpm international inc.,RPM,"",6255049.0,631760000.0,0.0299571,0.0242,481,347781.0,5.887341,addition,4.8221215,Q1 2001,MATERIALS,13F,12/31/2021,46.0926,86.4
Okta inc,OKTA,"",2811121.0,630169000.0,0.0298817,0.0339,482,110848.0,4.105066,addition,1.8775863,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,117.7198,143.57
Atlassian corp plc,TEAM,"",1651521.0,630003000.0,0.0298738,0.032,483,102685.0,6.629817,addition,1.2027877,Q1 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,109.0772,265.35
Molina healthcare inc,MOH,"",1955901.0,622133000.0,0.0295006,0.0276,484,30087.0,1.5623,addition,3.3335330,Q2 2004,HEALTH CARE,13F,12/31/2021,104.615,335.94
Apache corp,APA,"",23120247.0,621703000.0,0.0294802,0.0286,485,-2140258.0,-8.472744,reduction,6.6671920,Q1 2001,ENERGY,13F,12/31/2021,48.2,43.68
Snap inc class a,SNAP,"",13217697.0,621628000.0,0.0294767,0.0469,486,1212499.0,10.099783,addition,0.9648515,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,28.1744,33.19
Cheniere energy inc,LNG,"",6103258.0,618992000.0,0.0293517,0.0318,487,-62873.0,-1.019651,reduction,2.3990996,Q2 2004,ENERGY,13F,12/31/2021,43.79,139.53
Allegion plc,ALLE,"",4644285.0,615089000.0,0.0291666,0.0302,488,327677.0,7.591076,addition,5.2638125,Q4 2013,INDUSTRIALS,13F,12/31/2021,66.8584,107.43
Nisource inc.,NI,"",22222148.0,613554000.0,0.0290938,0.028,489,389243.0,1.782827,addition,5.4817390,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,17.4413,31.75
Palantir technologies inc.,PLTR,"",33369876.0,607665000.0,0.0288146,0.0406,490,1377707.0,4.306388,addition,1.7297409,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,25.1607,12.42
Vmware inc,VMW,"",5229263.0,605967000.0,0.0287341,0.0169,491,3075313.0,142.775505,addition,1.2419392,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,112.2388,113.73
Life storage inc,LSI,"",3952007.0,605368000.0,0.0287057,0.0215,492,400350.0,11.272203,addition,4.7222581,Q1 2001,REAL ESTATE,13F,12/31/2021,88.4558,145.47
Lincoln national corp.,LNC,"",8852154.0,604248000.0,0.0286526,0.0328,493,-166960.0,-1.85118,reduction,5.1330310,Q1 2001,FINANCE,13F,12/31/2021,45.91,64.92
Spdr bloomberg 1-10 year tips etf,TIPX,"",28237759.0,596381000.0,0.0282795,0.0289,494,2357388.0,9.108788,addition,No Data,Q3 2014,FINANCE,13F,12/31/2021,20.1577,20.32
Robert half international  inc.,RHI,"",5327676.0,594142000.0,0.0281733,0.028,495,38114.0,0.720551,addition,4.8133247,Q1 2001,INDUSTRIALS,13F,12/31/2021,35.9545,108.56
Berkeley (w.r.) corp.,WRB,"",10812655.5,593903000.0,0.028162,0.0276,496,107635.5,1.005468,addition,4.0773798,Q1 2001,FINANCE,13F,12/31/2021,34.6835,68.22
Splunk inc,SPLK,"",5118178.0,592276000.0,0.0280849,0.0375,497,216563.0,4.418197,addition,3.1849272,Q2 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,101.393,137.77
Packaging corp. of america,PKG,"",4316293.0,591943000.0,0.0280691,0.0316,498,-2035.0,-0.047125,reduction,4.5439080,Q1 2001,MATERIALS,13F,12/31/2021,69.93,163.02
Horizon therapeutics plc,HZNP,"",5474308.0,589911000.0,0.0279727,0.0315,499,32291.0,0.593365,addition,2.3887828,Q4 2011,HEALTH CARE,13F,12/31/2021,51.9014,116.36
Rexford industrial realty inc,REXR,"",7251109.0,589854000.0,0.02797,0.0187,500,1043035.0,16.801266,addition,4.5168052,Q3 2013,REAL ESTATE,13F,12/31/2021,42.5745,76.18
Zscaler inc,ZS,"",1803438.0,579499000.0,0.027479,0.0243,501,49357.0,2.813838,addition,1.2782604,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,108.489,230.84
Yum china holdings inc,YUMC,"",11555497.0,575926000.0,0.0273096,0.0342,502,419989.0,3.77162,addition,2.7151725,Q4 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,33.2459,41.84
Fox corp class a,FOXA,"",15477319.0,571113000.0,0.0270813,0.0318,503,473531.0,3.156076,addition,4.9008902,Q1 2019,COMMUNICATIONS,13F,12/31/2021,35.727,39.12
Keurig dr pepper inc,KDP,"",15493091.0,571075000.0,0.0270795,0.0277,504,260146.0,1.707785,addition,1.0924796,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,37.5974,37.24
Mercadolibre inc,MELI,"",422336.0,569478000.0,0.0270038,0.0386,505,-12659.0,-2.910148,reduction,0.8376528,Q3 2007,COMMUNICATIONS,13F,12/31/2021,508.1,1060.34
Roku inc,ROKU,"",2465674.0,562667000.0,0.0266808,0.0402,506,36141.0,1.48757,addition,2.0704826,Q4 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,139.2334,111.36
Howmet aerospace inc. (aluminum co. of america - alcoa - arconic),HWM,"",17645959.0,561671000.0,0.0266336,0.029,507,74973.0,0.426686,addition,4.1304345,Q1 2001,INDUSTRIALS,13F,12/31/2021,19.0047,35.48
Loews corp,L,"",9709517.0,560822000.0,0.0265934,0.0274,508,110003.0,1.145923,addition,3.9119345,Q1 2001,FINANCE,13F,12/31/2021,33.7353,65.15
Old republic international corp.,ORI,"",22446874.0,551744000.0,0.0261629,0.0282,509,748168.0,3.447984,addition,7.2973940,Q1 2001,FINANCE,13F,12/31/2021,17.4073,24.01
Solaredge technologies inc,SEDG,"",1953584.0,548117000.0,0.0259909,0.018,510,672773.0,52.52711,addition,3.6986629,Q4 2015,ENERGY,13F,12/31/2021,197.7978,300.66
Schein (henry) inc.,HSIC,"",7068812.0,548045000.0,0.0259875,0.029,511,-142227.0,-1.972351,reduction,5.1532170,Q1 2001,HEALTH CARE,13F,12/31/2021,24.32,91.36
Dentsply international inc. (1983),XRAY,"",9799946.0,547799000.0,0.0259758,0.0303,512,-41832.0,-0.425045,reduction,4.5045976,Q1 2001,HEALTH CARE,13F,12/31/2021,44.41,49.07
Henry (jack) & associates  inc.,JKHY,"",3271090.0,546239000.0,0.0259019,0.0278,513,65054.0,2.02911,addition,4.4917110,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,75.5161,200.49
Quanta services  inc.,PWR,"",4737327.0,543182000.0,0.0257569,0.0278,514,119064.0,2.578112,addition,3.3200060,Q1 2001,INDUSTRIALS,13F,12/31/2021,28.6572,135.14
Seagen inc,SGEN,"",3500558.0,541186000.0,0.0256622,0.0298,515,185093.0,5.582716,addition,1.9063514,Q2 2001,HEALTH CARE,13F,12/31/2021,64.68,149.72
Hasbro inc.,HAS,"",5313057.0,540763000.0,0.0256422,0.0238,516,265002.0,5.249586,addition,3.8234498,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,52.6872,85.22
Pinduoduo inc,PDD,"",9250521.0,539305000.0,0.0255731,0.0444,517,-24628.0,-0.265527,reduction,0.7380997,Q3 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,84.1,40.03
Everest re group ltd.,RE,"",1963593.0,537867000.0,0.0255049,0.0256,518,35801.0,1.857099,addition,4.9999995,Q1 2001,FINANCE,13F,12/31/2021,164.5315,290.57
Ceridian hcm holding inc,CDAY,"",5114954.0,534308000.0,0.0253361,0.0291,519,224256.0,4.585358,addition,3.3640020,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,82.3441,60.63
Juniper networks inc,JNPR,"",14957990.0,534150000.0,0.0253286,0.0211,520,432592.0,2.978177,addition,4.6344216,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,23.6103,35.13
Airbnb  inc.,ABNB,"",3183778.0,530067000.0,0.025135,0.0181,521,1139981.0,55.777604,addition,0.8577737,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,167.4786,170.7
Nordson corporation,NDSN,"",2072090.0,529987000.0,0.0251312,0.0252,522,69469.0,3.468904,addition,3.5762334,Q1 2001,INDUSTRIALS,13F,12/31/2021,94.1008,214.74
Mohawk industries inc.,MHK,"",2902780.0,528828000.0,0.0250762,0.0252,523,211971.0,7.877594,addition,4.4609404,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,108.5781,123.71
Alibaba group holding ltd adr,BABA,"",4444297.0,527938000.0,0.025034,0.0324,524,299666.0,7.230221,addition,0.1639409,Q4 2014,COMMUNICATIONS,13F,12/31/2021,151.8684,95.49
Zions bancorp,ZION,"",8337059.0,526569000.0,0.0249691,0.0279,525,-182660.0,-2.143967,reduction,5.4887168,Q1 2001,FINANCE,13F,12/31/2021,36.15,62.92
Steel dynamics  inc.,STLD,"",8406799.0,523968000.0,0.0248458,0.0258,526,100835.0,1.214007,addition,4.4358751,Q1 2001,MATERIALS,13F,12/31/2021,23.1031,88.32
Snap-on inc.,SNA,"",2424259.0,522137000.0,0.024759,0.027,527,-21027.0,-0.859899,reduction,4.5383758,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,91.19,211.16
Cullen/frost bankers  inc. (frost national bank) (san antonio  tx),CFR,"",4130140.0,520687000.0,0.0246902,0.0298,528,-627207.0,-13.183966,reduction,6.4509679,Q1 2001,FINANCE,13F,12/31/2021,74.79,139.54
Liberty broadband corp class c,LBRDK,"",3226620.0,519808000.0,0.0246485,0.0294,529,6582.0,0.204408,addition,2.2668509,Q1 2015,COMMUNICATIONS,13F,12/31/2021,96.7615,138.04
Rli corp.,RLI,"",4633461.0,519411000.0,0.0246297,0.0243,530,39475.0,0.859276,addition,10.2306351,Q1 2001,FINANCE,13F,12/31/2021,43.0632,109.08
Nrg energy inc,NRG,"",12038317.0,518611000.0,0.0245918,0.0261,531,-51456.0,-0.425616,reduction,4.9713632,Q2 2004,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,27.83,39.19
Builders firstsource inc,BLDR,"",6043674.0,518003000.0,0.0245629,0.0171,532,-213636.0,-3.414183,reduction,3.4188986,Q3 2005,INDUSTRIALS,13F,12/31/2021,32.65,61.16
Citrix systems inc.,CTXS,"",5461679.0,516620000.0,0.0244974,0.0299,533,201401.0,3.828714,addition,4.3376557,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,61.7667,102.24
Ptc inc.,PTC,"",4254045.0,515378000.0,0.0244385,0.0259,534,170463.0,4.17435,addition,3.6090417,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,65.2149,98.71
Carlisle companies inc,CSL,"",2075996.0,515096000.0,0.0244251,0.022,535,-18954.0,-0.904747,reduction,3.9870948,Q4 2001,INDUSTRIALS,13F,12/31/2021,82.99,244.29
Vornado realty trust,VNO,"",12208531.0,511049000.0,0.0242332,0.0251,536,886251.0,7.827496,addition,6.3731900,Q1 2001,REAL ESTATE,13F,12/31/2021,59.3416,41.42
Las vegas sands corp,LVS,"",13504063.0,508293000.0,0.0241025,0.0252,537,488325.0,3.751804,addition,1.7675712,Q4 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,52.9747,36.96
Leidos holdings inc,LDOS,"",5685081.0,505404000.0,0.0239655,0.0278,538,211254.0,3.859347,addition,4.1697220,Q4 2006,INDUSTRIALS,13F,12/31/2021,71.9444,109.06
Avantor inc,AVTR,"",11848278.0,499286000.0,0.0236754,0.0251,539,252374.0,2.176406,addition,1.9424422,Q2 2019,HEALTH CARE,13F,12/31/2021,22.0082,31.46
Masimo corp,MASI,"",1703730.0,498818000.0,0.0236532,0.0242,540,13399.0,0.792685,addition,3.0772863,Q3 2007,HEALTH CARE,13F,12/31/2021,116.8248,134.87
Prosperity bancshares inc,PB,"",6824386.0,497068000.0,0.0235702,0.0284,541,-684669.0,-9.117912,reduction,7.4049343,Q3 2001,FINANCE,13F,12/31/2021,56.8,66.74
Eastgroup properties  inc.,EGP,"",2163650.0,495341000.0,0.0234883,0.0179,542,137049.0,6.762505,addition,5.2452827,Q1 2001,REAL ESTATE,13F,12/31/2021,88.8124,199.15
Bilibili inc,BILI,"",10638747.0,493638000.0,0.0234076,0.0367,543,148717.0,1.417699,addition,3.5010593,Q4 2018,COMMUNICATIONS,13F,12/31/2021,84.6576,24.94
Transunion,TRU,"",4119291.0,488466000.0,0.0231623,0.024,544,71121.0,1.756868,addition,2.1465821,Q3 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,57.906,93.69
Bank of the ozarks,OZK,"",10490263.0,488112000.0,0.0231456,0.0253,545,-654363.0,-5.871556,reduction,8.6284805,Q2 2002,FINANCE,13F,12/31/2021,31.23,40.07
Alnylam pharmaceuticals inc,ALNY,"",2850389.0,483369000.0,0.0229206,0.028,546,49564.0,1.769621,addition,2.3711648,Q3 2005,HEALTH CARE,13F,12/31/2021,78.0203,167.34
Assurant inc.,AIZ,"",3095971.0,482538000.0,0.0228812,0.0256,547,28862.0,0.941016,addition,5.3648529,Q1 2004,FINANCE,13F,12/31/2021,69.9187,189.3
Ishares msci eafe etf,EFA,"",6117753.0,482227000.0,0.0228665,0.0207,548,1101661.0,21.962536,addition,No Data,Q1 2008,FINANCE,13F,12/31/2021,67.447,72.02
Sealed air corp.,SEE,"",7138297.0,481621000.0,0.0228378,0.0207,549,-18867.0,-0.26361,reduction,4.8180254,Q1 2001,MATERIALS,13F,12/31/2021,25.05,67.42
Discovery inc series c,DISCK,"",20792757.0,476154000.0,0.0225785,0.0259,550,585358.0,2.896751,addition,6.2976548,Q4 2008,COMMUNICATIONS,13F,12/31/2021,28.0605,
Biomarin pharmaceutical inc,BMRN,"",5316093.0,469677000.0,0.0222714,0.0206,551,278628.0,5.531115,addition,2.8886761,Q1 2001,HEALTH CARE,13F,12/31/2021,75.406,82.95
Trex company,TREX,"",3468578.0,468362000.0,0.022209,0.0179,552,142333.0,4.279089,addition,3.0330969,Q1 2001,INDUSTRIALS,13F,12/31/2021,57.7566,60.99
American homes 4 rent,AMH,"",10706399.0,466906000.0,0.02214,0.0199,553,843422.0,8.551394,addition,3.0798774,Q3 2013,REAL ESTATE,13F,12/31/2021,24.0617,41.55
Cubesmart,CUBE,"",8105922.0,464736000.0,0.0220371,0.0186,554,906388.0,12.589537,addition,3.6186703,Q4 2004,REAL ESTATE,13F,12/31/2021,29.3675,53.68
Cyrusone inc,CONE,"",5139481.0,463743000.0,0.02199,0.019,555,526939.0,11.424048,addition,3.9187987,Q1 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,58.6495,
Borg warner inc,BWA,"",10247042.0,461834000.0,0.0218995,0.0226,556,369492.0,3.740725,addition,4.2700796,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,37.9176,37.01
United airlines holdings inc,UAL,"",10496229.0,459525000.0,0.02179,0.0255,557,334272.0,3.289445,addition,3.2333264,Q1 2006,TRANSPORTS,13F,12/31/2021,45.6776,45.13
Graco inc.,GGG,"",5670918.0,457189000.0,0.0216792,0.0202,558,201147.0,3.67743,addition,3.3487986,Q1 2001,INDUSTRIALS,13F,12/31/2021,43.6496,65.22
Ss&c technologies holdings inc,SSNC,"",5533928.0,453671000.0,0.0215124,0.0201,559,55790.0,1.018412,addition,2.1583244,Q2 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,40.1163,71.08
Campbell soup co.,CPB,"",10432393.0,453392000.0,0.0214992,0.0226,560,186108.0,1.816346,addition,3.4578295,Q4 2001,CONSUMER STAPLES,13F,12/31/2021,39.7081,46.2
Vanguard intermediate-term treasury etf,VGIT,"",6800000.0,451996000.0,0.021433,0.0243,561,0.0,0.0,,No Data,Q2 2019,FINANCE,13F,12/31/2021,65.97,61.63
Lennox international  inc.,LII,"",1383361.0,449968000.0,0.0213368,0.0202,562,87478.0,6.750455,addition,3.7758707,Q1 2001,INDUSTRIALS,13F,12/31/2021,119.218,239.96
Lear corp,LEA,"",2451172.0,448442000.0,0.0212645,0.0206,563,-36051.0,-1.449448,reduction,4.1056083,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,103.62,128.12
Cognex corp,CGNX,"",5733132.0,445808000.0,0.0211396,0.0237,564,141965.0,2.539094,addition,3.2969507,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,44.8262,70.22
Leggett & platt inc.,LEG,"",10702839.0,443873000.0,0.0210478,0.0283,565,-1133572.0,-9.576991,reduction,8.0023161,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,34.02,35.87
Owens corning inc,OC,"",4890796.0,442617000.0,0.0209882,0.0202,566,413742.0,9.24139,addition,4.9368008,Q4 2006,INDUSTRIALS,13F,12/31/2021,59.0193,86.22
Tapestry inc,TPR,"",10808751.0,438835000.0,0.0208089,0.0201,567,518261.0,5.03631,addition,4.0943833,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,30.1655,33.74
Newell brands inc,NWL,"",20068200.0,438289000.0,0.020783,0.0227,568,643244.0,3.311431,addition,4.8263360,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,33.8522,22.41
Pinterest inc,PINS,"",11908497.0,432874000.0,0.0205263,0.0315,569,225506.0,1.930208,addition,2.0909866,Q2 2019,COMMUNICATIONS,13F,12/31/2021,39.9407,22.16
Bill.com holdings  inc.,BILL,"",1737337.0,432858000.0,0.0205255,0.0161,570,595680.0,52.176792,addition,1.6772262,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,169.5321,196.01
Williams-sonoma inc.,WSM,"",2555841.0,432269000.0,0.0204976,0.0221,571,198409.0,8.416319,addition,3.5033347,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,55.6508,148.98
Vanguard ftse europe etf,VGK,"",6262548.0,427356000.0,0.0202646,0.0106,572,3217704.0,105.677138,addition,No Data,Q2 2021,FINANCE,13F,12/31/2021,67.7635,61.54
Mdu resources group,MDU,"",13751230.0,427018000.0,0.0202486,0.0211,573,397012.0,2.972933,addition,6.7623211,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,24.3043,27.17
Globe life inc,GL,"",4546237.0,426073000.0,0.0202038,0.0211,574,71366.0,1.594817,addition,4.5765152,Q1 2001,FINANCE,13F,12/31/2021,24.6121,102.93
Vanguard short-term treasury etf,VGSH,"",7000000.0,425810000.0,0.0201913,0.0243,575,-500000.0,-6.666667,reduction,No Data,Q2 2019,FINANCE,13F,12/31/2021,60.93,59.15
East west bancorp  inc.,EWBC,"",5380581.0,423344000.0,0.0200744,0.0225,576,-106071.0,-1.933255,reduction,3.7915843,Q1 2001,FINANCE,13F,12/31/2021,38.9,74.96
Universal health services class b,UHS,"",3249077.0,421275000.0,0.0199762,0.0242,577,-63494.0,-1.916759,reduction,4.8097388,Q1 2001,HEALTH CARE,13F,12/31/2021,74.3,151.14
Sonoco products co.,SON,"",7268672.0,420783000.0,0.0199529,0.0207,578,701528.0,10.682391,addition,7.4586601,Q1 2001,MATERIALS,13F,12/31/2021,44.5636,63.57
Commerce bancshares  inc. (commerce trust co.  kansas city  mo),CBSH,"",6112417.0,420168000.0,0.0199238,0.0221,579,108246.0,1.802847,addition,5.0469921,Q1 2001,FINANCE,13F,12/31/2021,44.0354,70.34
Doordash  inc.,DASH,"",2811074.0,418569000.0,0.0198479,0.0271,580,326364.0,13.134893,addition,0.8849317,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,188.1452,109.31
First industrial realty trust  inc.,FR,"",6281548.0,417519000.0,0.0197981,0.0163,581,390902.0,6.635978,addition,4.7666541,Q1 2001,REAL ESTATE,13F,12/31/2021,29.7208,61.58
Novo-nordisk a/s ads,NVO,"",3721894.0,416852000.0,0.0197665,0.0196,582,-148303.0,-3.831924,reduction,0.2099723,Q3 2012,HEALTH CARE,13F,12/31/2021,34.5,118.2
United bankshares  inc.,UBSI,"",11373581.0,416549000.0,0.0197521,0.0231,583,-531757.0,-4.466543,reduction,8.3309797,Q1 2001,FINANCE,13F,12/31/2021,35.42,34.17
Pinnacle west capital corp,PNW,"",5839518.0,412212000.0,0.0195465,0.0256,584,-848976.0,-12.693082,reduction,5.1708299,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,56.17,77.54
News inc. class a,NWSA,"",18441039.0,411420000.0,0.0195089,0.0232,585,-117457.0,-0.632902,reduction,4.7179032,Q3 2013,COMMUNICATIONS,13F,12/31/2021,15.44,21.17
Apartment income reit corp.,AIRC,"",7522299.0,411244000.0,0.0195006,0.0181,586,507999.0,7.242334,addition,4.7876863,Q4 2020,REAL ESTATE,13F,12/31/2021,40.1795,52.41
Renaissancere holdings ltd,RNR,"",2418598.0,409541000.0,0.0194198,0.0201,587,-312891.0,-11.454961,reduction,5.4990116,Q3 2003,FINANCE,13F,12/31/2021,113.12,154.16
Store capital corp,STOR,"",11766566.0,409261000.0,0.0194066,0.0189,588,741979.0,6.73022,addition,4.2822405,Q4 2014,REAL ESTATE,13F,12/31/2021,27.7665,29.77
Burlington stores inc,BURL,"",1400531.0,408269000.0,0.0193595,0.0207,589,17546.0,1.268705,addition,2.1063258,Q4 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,118.5938,213.85
Arrow electronics corp.,ARW,"",3033046.0,407247000.0,0.0193111,0.0179,590,12548.0,0.415428,addition,4.4805854,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,47.1619,109.07
American financial group inc. (holding co.),AFG,"",2940094.0,403734000.0,0.0191445,0.0191,591,152866.0,5.484517,addition,3.4616973,Q1 2001,FINANCE,13F,12/31/2021,64.5131,146.67
Ally financial inc,ALLY,"",8467609.0,403143000.0,0.0191165,0.0241,592,-454430.0,-5.093342,reduction,2.5546923,Q2 2014,FINANCE,13F,12/31/2021,24.88,41.22
Pg&e corp. (pacific gas & electric),PCG,"",33169153.0,402674000.0,0.0190942,0.0167,593,263837.0,0.801807,addition,1.3455321,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,14.9773,12.3
Glaxosmithkline plc adr,GSK,"",9007976.0,402013000.0,0.0190629,0.0186,594,-71059.0,-0.782671,reduction,0.3543943,Q1 2001,HEALTH CARE,13F,12/31/2021,52.89,46.32
Ssga spdr barclays aggregate bond etf,SPAB,"",13526866.0,400666000.0,0.018999,0.0214,595,-36896.0,-0.272019,reduction,No Data,Q4 2007,FINANCE,13F,12/31/2021,25.27,26.98
Rollins  inc.,ROL,"",11697575.0,400174000.0,0.0189757,0.0211,596,402967.0,3.567782,addition,2.3753339,Q1 2001,INDUSTRIALS,13F,12/31/2021,26.0028,34.9
Molson coors brewing co,TAP,"",8583990.0,397868000.0,0.0188663,0.0205,597,236326.0,2.831044,addition,4.2791796,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,57.796,55.61
Polaris inc,PII,"",3603635.0,396076000.0,0.0187813,0.0207,598,325070.0,9.915009,addition,6.0588892,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,85.5275,107.24
