Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Nordson corporation,NDSN,"",135245.0,34524000.0,0.00335302,0.0038,1714,-20432.0,-13.124611,reduction,0.2334202,Q1 2001,INDUSTRIALS,13F,12/31/2021,112.51,214.74
Horizons nasdaq-100 covered call etf,QYLD,"",1554769.0,34500000.0,0.00335069,0.0031,1715,177447.0,12.88348,addition,No Data,Q1 2019,FINANCE,13F,12/31/2021,22.2697,20.59
Vontier corp.,VNT,"",1121311.0,34458000.0,0.00334661,0.0034,1716,139659.0,14.226936,addition,0.6956133,Q4 2020,INDUSTRIALS,13F,12/31/2021,32.8311,25.02
Synaptics inc,SYNA,"",118974.0,34443000.0,0.00334515,0.0022,1717,3027.0,2.610676,addition,0.3029532,Q4 2003,INFORMATION TECHNOLOGY,13F,12/31/2021,71.3943,152.84
Westlake chemical corp,WLK,"",354481.0,34430000.0,0.00334389,0.0012,1718,230781.0,186.565077,addition,0.2771101,Q1 2010,MATERIALS,13F,12/31/2021,92.6075,122.51
Vanguard s&p mid-cap 400 etf,IVOO,"",179595.0,34393000.0,0.0033403,0.003,1719,14748.0,8.946478,addition,No Data,Q2 2011,FINANCE,13F,12/31/2021,136.2527,177.4
Bath & body works inc (l brands),BBWI,"",492663.0,34384000.0,0.00333942,0.0032,1720,-1314.0,-0.266004,reduction,0.2062127,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,32.26,52.19
Intellia therapeutics inc,NTLA,"",290495.0,34349000.0,0.00333602,0.0041,1721,-8873.0,-2.963911,reduction,0.3890258,Q2 2016,HEALTH CARE,13F,12/31/2021,69.52,59.93
Tradeweb markets inc,TW,"",342566.0,34305000.0,0.00333175,0.0024,1722,52749.0,18.200796,addition,0.3201258,Q2 2019,FINANCE,13F,12/31/2021,66.5531,85.69
Spdr ssga global allocation etf,GAL,"",743492.0,34260000.0,0.00332738,0.0032,1723,68876.0,10.20966,addition,No Data,Q2 2012,FINANCE,13F,12/31/2021,36.0809,43.11
Tri pointe homes inc (de),TPH,"",1226191.0,34199000.0,0.00332146,0.0022,1724,224351.0,22.393895,addition,1.1398640,Q1 2013,INDUSTRIALS,13F,12/31/2021,16.8192,19.92
Cameco corp.,CCJ,CALL,1565200.0,34137000.0,0.00331544,0.0099,1725,-2831900.0,-64.403812,reduction,N/A,Q3 2021,ENERGY,13F,12/31/2021,,31.4
Procter & gamble co. (oh) (1905),PG,CALL,208300.0,34074000.0,0.00330932,0.0026,1726,29000.0,16.17401,addition,N/A,Q4 2009,CONSUMER STAPLES,13F,12/31/2021,,158.57
Genmab a/s,GMAB,"",861241.0,34070000.0,0.00330893,0.0051,1727,-266421.0,-23.625962,reduction,0.1310188,Q3 2019,HEALTH CARE,13F,12/31/2021,29.45,36.75
Iron mountain  inc.,IRM,PUT,650000.0,34014000.0,0.00330349,0.0029,1728,0.0,0.0,,N/A,Q2 2021,INDUSTRIALS,13F,12/31/2021,,55.42
Calamos convertible and high income fund,CHY,"",2098253.0,33950000.0,0.00329727,0.0033,1729,49738.0,2.428003,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,12.2358,13.66
Gildan activewear inc,GIL,"",794728.0,33688000.0,0.00327183,0.0037,1730,-200012.0,-20.106963,reduction,0.4191819,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,30.7,35.66
Asbury automotive group  inc.,ABG,"",194885.0,33663000.0,0.0032694,0.0031,1731,43999.0,29.160426,addition,0.8404408,Q1 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,154.6904,153.66
Abbott laboratories,ABT,CALL,238900.0,33623000.0,0.00326551,0.0005,1732,196200.0,459.484778,addition,N/A,Q2 2005,HEALTH CARE,13F,12/31/2021,,117.69
Lemonade  inc.,LMND,"",797193.0,33571000.0,0.00326046,0.0006,1733,713856.0,856.58951,addition,1.2923258,Q3 2020,FINANCE,13F,12/31/2021,49.0095,23.77
Peloton interactive inc,PTON,"",937475.0,33524000.0,0.0032559,0.008,1734,50239.0,5.662417,addition,0.3094016,Q3 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,66.348,23.87
Docusign inc,DOCU,PUT,220000.0,33509000.0,0.00325444,0.0084,1735,-97700.0,-30.752282,reduction,N/A,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,,99.53
Marvell technology group ltd,MRVL,CALL,382500.0,33465000.0,0.00325017,0.001,1736,216300.0,130.144404,addition,N/A,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,,60.97
Reliance steel & aluminum co.,RS,"",205972.0,33413000.0,0.00324512,0.0041,1737,-76263.0,-27.021099,reduction,0.3230615,Q1 2001,MATERIALS,13F,12/31/2021,96.28,194.26
Ishares u.s. healthcare providers etf,IHF,"",114863.0,33342000.0,0.00323822,0.0032,1738,-4690.0,-3.922946,reduction,No Data,Q4 2009,HEALTH CARE,13F,12/31/2021,178.89,290.08
Blackrock inc. class a,BLK,CALL,36400.0,33326000.0,0.00323667,0.001,1739,25000.0,219.298246,addition,N/A,Q2 2018,FINANCE,13F,12/31/2021,,688.17
Nexstar media group inc,NXST,"",219467.0,33134000.0,0.00321802,0.0035,1740,-5509.0,-2.448706,reduction,0.5352444,Q4 2003,COMMUNICATIONS,13F,12/31/2021,86.49,170.02
Columbia emerging markets consumer etf,ECON,"",1379172.0,33031000.0,0.00320802,0.0033,1741,79465.0,6.11407,addition,No Data,Q3 2010,FINANCE,13F,12/31/2021,24.6851,20.99
Allegion plc,ALLE,"",249070.0,32987000.0,0.00320375,0.0042,1742,-56442.0,-18.474561,reduction,0.2822949,Q4 2013,INDUSTRIALS,13F,12/31/2021,82.22,107.43
Medpace holdings inc,MEDP,"",151214.0,32910000.0,0.00319627,0.0031,1743,-8481.0,-5.310749,reduction,0.4292350,Q4 2016,HEALTH CARE,13F,12/31/2021,88.01,158.1
Monro muffler brake  inc.,MNRO,"",563893.0,32858000.0,0.00319122,0.0031,1744,45484.0,8.773767,addition,1.6809525,Q2 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,54.1422,46.27
Powershares russell 2000 pure value portfolio,XSVM,"",609598.0,32852000.0,0.00319063,0.003,1745,30614.0,5.287538,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,38.1237,52.74
Invesco s&p 500 equal weight consumer discretionary etf,RCD,"",209652.0,32829000.0,0.0031884,0.0043,1746,-82034.0,-28.124079,reduction,No Data,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,110.59,133.72
Vaneck j.p. morgan em local currency bond etf,EMLC,"",1145395.0,32758000.0,0.0031815,0.0032,1747,106645.0,10.266667,addition,No Data,Q3 2010,FINANCE,13F,12/31/2021,36.0728,26.36
Vaneck russia etf-,RSX,"",1228380.0,32748000.0,0.00318053,0.0051,1748,-386757.0,-23.945771,reduction,No Data,Q4 2007,FINANCE,13F,12/31/2021,25.84,5.65
Digital realty trust  inc.,DLR,PUT,185100.0,32739000.0,0.00317966,0.0016,1749,81000.0,77.809798,addition,N/A,Q3 2021,REAL ESTATE,13F,12/31/2021,,145.02
Ishrs ibnds dec 27 corp etf,IBDS,PRN,1229570.0,32658000.0,0.00317179,0.003,1750,153739.0,14.290256,addition,No Data,Q3 2017,FINANCE,13F,12/31/2021,,24.53
Aspen technology inc,AZPN,"",214035.0,32577000.0,0.00316393,0.003,1751,-20441.0,-8.717737,reduction,0.3210751,Q2 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,113.39,161.95
Hf sinclair corporation,DINO,"",992238.0,32526000.0,0.00315897,0.0035,1752,-18507.0,-1.831026,reduction,0.6087293,Q3 2011,ENERGY,13F,12/31/2021,33.39,38.15
Metlife inc.,MET,PUT,519900.0,32488000.0,0.00315528,0.0032,1753,15000.0,2.970885,addition,N/A,Q4 2009,FINANCE,13F,12/31/2021,,70.64
Premier inc,PINC,"",788567.0,32466000.0,0.00315315,0.0029,1754,53959.0,7.345278,addition,0.6622001,Q4 2013,HEALTH CARE,13F,12/31/2021,35.683,36.39
Spdr msci eafe strategicfactors sm etf,QEFA,"",422567.0,32433000.0,0.00314994,0.002,1755,166823.0,65.230465,addition,No Data,Q4 2014,FINANCE,13F,12/31/2021,68.3084,71.0
Jazz pharmaceuticals plc,JAZZ,"",254398.0,32410000.0,0.00314771,0.0039,1756,-37846.0,-12.950138,reduction,0.4120550,Q2 2010,HEALTH CARE,13F,12/31/2021,151.61,167.25
Spdr portfolio s&p 500 high dividend etf,SPYD,"",769421.0,32354000.0,0.00314227,0.0228,1757,-4887830.0,-86.399384,reduction,No Data,Q3 2016,FINANCE,13F,12/31/2021,39.76,44.5
Ugi corp. (united gas improvement),UGI,"",703460.0,32296000.0,0.00313663,0.0033,1758,-47209.0,-6.288924,reduction,0.3352934,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,36.46,35.73
Shockwave medical inc,SWAV,"",181084.0,32292000.0,0.00313625,0.0041,1759,-9998.0,-5.232309,reduction,0.5078987,Q1 2019,HEALTH CARE,13F,12/31/2021,91.1,209.71
Western digital corp,WDC,PRN,31979000.0,32279000.0,0.00313498,0.0041,1760,-7153000.0,-18.279158,reduction,N/A,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,,46.34
Ishares u.s. consumer staples etf,IYK,"",161068.0,32243000.0,0.00313149,0.0029,1761,2570.0,1.621472,addition,No Data,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,114.0073,208.84
Lemonade  inc.,LMND,PUT,764800.0,32206000.0,0.00312789,0.0004,1762,704800.0,1174.666667,addition,N/A,Q4 2020,FINANCE,13F,12/31/2021,,23.77
Pacer trendpilot us mid cap etf,PTMC,"",879909.0,32187000.0,0.00312605,0.0033,1763,-18417.0,-2.050147,reduction,No Data,Q4 2015,FINANCE,13F,12/31/2021,29.51,34.56
Workiva inc,WK,"",246658.0,32186000.0,0.00312595,0.0038,1764,-17272.0,-6.544159,reduction,0.5131577,Q4 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,56.18,108.44
Ishares aaa - a rated corporate bond etf,QLTA,"",573621.0,32158000.0,0.00312323,0.0039,1765,-95198.0,-14.233746,reduction,No Data,Q1 2012,FINANCE,13F,12/31/2021,56.21,50.0
Charter communications inc,CHTR,CALL,49300.0,32142000.0,0.00312168,0.0036,1766,700.0,1.440329,addition,N/A,Q2 2015,COMMUNICATIONS,13F,12/31/2021,,555.32
Pepsico inc. (loft  inc.),PEP,PUT,185000.0,32136000.0,0.0031211,0.0029,1767,1200.0,0.652884,addition,N/A,Q3 2006,CONSUMER STAPLES,13F,12/31/2021,,171.9
Novanta inc,NOVT,"",182043.0,32100000.0,0.0031176,0.0025,1768,26675.0,17.168915,addition,0.5109452,Q1 2011,INFORMATION TECHNOLOGY,13F,12/31/2021,83.1227,128.62
Anthem inc,ANTM,PRN,4881000.0,32073000.0,0.00311498,0.0014,1769,2379000.0,95.083933,addition,N/A,Q1 2014,HEALTH CARE,13F,12/31/2021,,516.72
Liveramp holdings inc,RAMP,"",668585.0,32059000.0,0.00311362,0.0033,1770,-2202.0,-0.328271,reduction,0.9807590,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,40.17,35.98
Quantumscape,QS,PUT,1444600.0,32056000.0,0.00311333,0.0033,1771,129400.0,9.838808,addition,N/A,Q1 2021,FINANCE,13F,12/31/2021,,18.21
Credit acceptance corp.,CACC,"",46585.0,32036000.0,0.00311138,0.0033,1772,-8663.0,-15.680206,reduction,0.3300540,Q4 2009,FINANCE,13F,12/31/2021,393.33,585.93
Oppenheimer russell 1000 dynamic multifactor etf,OMFL,"",630504.0,31966000.0,0.00310458,0.0031,1773,-18311.0,-2.822222,reduction,No Data,Q4 2018,FINANCE,13F,12/31/2021,35.91,47.75
Brixmor property group inc,BRX,"",1256461.0,31926000.0,0.0031007,0.0028,1774,50234.0,4.164556,addition,0.4218523,Q4 2013,REAL ESTATE,13F,12/31/2021,18.7475,26.01
Apartment income reit corp.,AIRC,"",582939.0,31870000.0,0.00309526,0.0028,1775,17183.0,3.037175,addition,0.3710208,Q4 2020,REAL ESTATE,13F,12/31/2021,39.2096,52.41
Palantir technologies inc.,PLTR,"",1749525.0,31859000.0,0.00309419,0.0051,1776,-313905.0,-15.212777,reduction,0.0906873,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,24.95,12.42
Ishares msci taiwan etf,EWT,"",477586.0,31811000.0,0.00308953,0.0029,1777,30688.0,6.866891,addition,No Data,Q2 2006,FINANCE,13F,12/31/2021,55.8957,58.73
Virtus allianzgi convertible & income fund,NCV,"",5452415.0,31788000.0,0.0030873,0.0035,1778,-245983.0,-4.316704,reduction,No Data,Q1 2021,FINANCE,13F,12/31/2021,5.74,4.68
Proshares ultrapro qqq,TQQQ,"",381994.0,31769000.0,0.00308545,0.0018,1779,96670.0,33.880781,addition,No Data,Q3 2012,FINANCE,13F,12/31/2021,89.2637,47.0
Invesco kbw bank etf,KBWB,"",467949.0,31745000.0,0.00308312,0.003,1780,41024.0,9.609182,addition,No Data,Q4 2011,FINANCE,13F,12/31/2021,58.5068,59.95
Synchrony financial,SYF,PUT,684300.0,31745000.0,0.00308312,0.0035,1781,0.0,0.0,,N/A,Q2 2021,FINANCE,13F,12/31/2021,,37.7
Icu medical inc,ICUI,"",133400.0,31661000.0,0.00307496,0.0035,1782,-10193.0,-7.098535,reduction,0.5608132,Q2 2002,HEALTH CARE,13F,12/31/2021,181.01,223.54
Global x funds global x internet of things etf,SNSR,"",807131.0,31591000.0,0.00306816,0.0016,1783,374286.0,86.471139,addition,No Data,Q4 2016,FINANCE,13F,12/31/2021,32.576,30.2
Mcdonalds corp.,MCD,PUT,117700.0,31552000.0,0.00306438,0.0046,1784,-66200.0,-35.997825,reduction,N/A,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,,250.51
Tata motors ltd adr,TTM,"",982917.0,31541000.0,0.00306331,0.0025,1785,-91605.0,-8.525186,reduction,0.1480002,Q4 2008,INDUSTRIALS,13F,12/31/2021,22.11,27.75
Nov inc,NOV,"",2326771.0,31528000.0,0.00306205,0.0027,1786,332338.0,16.663282,addition,0.5925583,Q1 2001,ENERGY,13F,12/31/2021,16.9187,20.56
Spdr s&p aerospace & defense etf,XAR,"",269989.0,31446000.0,0.00305408,0.0033,1787,-2165.0,-0.795505,reduction,No Data,Q4 2011,INDUSTRIALS,13F,12/31/2021,81.5,124.14
Upstart holdings  inc.,UPST,"",207384.0,31377000.0,0.00304738,0.0074,1788,-19350.0,-8.53423,reduction,0.2467208,Q4 2020,FINANCE,13F,12/31/2021,104.17,82.61
Agilon health inc,AGL,"",1161793.0,31367000.0,0.00304641,0.0,1789,1143389.0,6212.720061,addition,0.2951294,Q2 2021,HEALTH CARE,13F,12/31/2021,27.0762,23.07
Infinera corp,INFN,"",3264594.0,31308000.0,0.00304068,0.0031,1790,-369037.0,-10.15615,reduction,1.5340371,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,7.05,7.63
Tim s.p.a,TIIAY,"",2688379.0,31292000.0,0.00303912,0.0018,1791,1033329.0,62.434911,addition,N/A,Q4 2020, ,13F,12/31/2021,,
Quantumscape,QS,"",1409792.0,31282000.0,0.00303815,0.0035,1792,22299.0,1.607143,addition,0.4216025,Q3 2020,FINANCE,13F,12/31/2021,25.5264,18.21
Ishares msci mexico etf,EWW,"",617827.0,31262000.0,0.00303621,0.0027,1793,77030.0,14.243792,addition,No Data,Q1 2009,FINANCE,13F,12/31/2021,43.2998,52.66
Watts water technologies  inc.,WTS,"",160724.0,31208000.0,0.00303097,0.003,1794,-12132.0,-7.018559,reduction,0.5857557,Q1 2001,INDUSTRIALS,13F,12/31/2021,94.97,131.18
Materials select sector spdr,XLB,CALL,344300.0,31197000.0,0.0030299,0.0028,1795,0.0,0.0,,No Data,Q1 2017,FINANCE,13F,12/31/2021,,89.06
Performance food group co,PFGC,"",679704.0,31192000.0,0.00302941,0.0028,1796,99137.0,17.075893,addition,0.4390813,Q4 2015,CONSUMER STAPLES,13F,12/31/2021,42.4392,50.17
Danaher corp.,DHR,PUT,94700.0,31157000.0,0.00302601,0.0017,1797,40100.0,73.443223,addition,N/A,Q4 2020,HEALTH CARE,13F,12/31/2021,,276.98
Goldman sachs group inc,GS,CALL,81400.0,31139000.0,0.00302426,0.0002,1798,77400.0,1935.0,addition,N/A,Q2 2009,FINANCE,13F,12/31/2021,,321.64
Walmart inc,WMT,PUT,215000.0,31109000.0,0.00302135,0.0032,1799,-9400.0,-4.188948,reduction,N/A,Q3 2006,CONSUMER STAPLES,13F,12/31/2021,,157.08
Cnx resources corporation,CNX,"",2261787.0,31100000.0,0.00302048,0.0033,1800,-291240.0,-11.407635,reduction,1.1397376,Q1 2004,ENERGY,13F,12/31/2021,9.95,22.42
Heartland financial usa inc,HTLF,"",613106.0,31029000.0,0.00301358,0.003,1801,16378.0,2.744634,addition,1.4501758,Q1 2010,FINANCE,13F,12/31/2021,45.9382,46.12
Schwab fundamental u.s. large company index etf,FNDX,"",526118.0,30836000.0,0.00299484,0.0027,1802,48825.0,10.229565,addition,No Data,Q4 2014,FINANCE,13F,12/31/2021,46.0544,58.09
First trust large capital value alphadex fund,FTA,"",440928.0,30812000.0,0.00299251,0.0028,1803,23376.0,5.598345,addition,No Data,Q1 2010,FINANCE,13F,12/31/2021,49.8702,70.69
Popular inc (puerto rico),BPOP,"",375070.0,30772000.0,0.00298862,0.0031,1804,-8052.0,-2.10168,reduction,0.4693187,Q4 2001,FINANCE,13F,12/31/2021,68.21,80.81
Balchem corp.,BCPC,"",182445.0,30760000.0,0.00298746,0.0029,1805,-13062.0,-6.681091,reduction,0.5668221,Q3 2008,MATERIALS,13F,12/31/2021,92.76,133.42
Descartes systems group inc.,DSGX,"",371765.0,30737000.0,0.00298522,0.0008,1806,273128.0,276.902177,addition,0.4386286,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,72.2131,61.19
Coupang inc,CPNG,CALL,1046100.0,30734000.0,0.00298493,0.0003,1807,952500.0,1017.628205,addition,N/A,Q2 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,16.88
Pepsico inc. (loft  inc.),PEP,CALL,176700.0,30695000.0,0.00298114,0.0025,1808,16900.0,10.57572,addition,N/A,Q1 2007,CONSUMER STAPLES,13F,12/31/2021,,171.9
Cbre global real estate income fund,IGR,"",3134694.0,30689000.0,0.00298056,0.0026,1809,139848.0,4.669622,addition,No Data,Q2 2006,REAL ESTATE,13F,12/31/2021,8.3283,8.92
Blueprint medicines corp,BPMC,"",285590.0,30590000.0,0.00297095,0.0028,1810,24448.0,9.361956,addition,0.4823871,Q2 2015,HEALTH CARE,13F,12/31/2021,86.1246,68.02
Blackrock inc. class a,BLK,PUT,33400.0,30580000.0,0.00296997,0.0025,1811,5000.0,17.605634,addition,N/A,Q1 2017,FINANCE,13F,12/31/2021,,688.17
Vertiv holdings co,VRT,"",1224277.0,30570000.0,0.002969,0.0031,1812,-42068.0,-3.322002,reduction,0.3256125,Q2 2019,FINANCE,13F,12/31/2021,21.57,12.38
First trust tcw unconstrained plus bond etf,UCON,"",1159223.0,30569000.0,0.00296891,0.0017,1813,525019.0,82.783931,addition,No Data,Q3 2018,FINANCE,13F,12/31/2021,26.3809,25.36
Liberty sirius xm group  series c,LSXMK,"",600505.0,30537000.0,0.0029658,0.0033,1814,-74985.0,-11.100831,reduction,0.2666579,Q2 2016,COMMUNICATIONS,13F,12/31/2021,36.36,45.32
Store capital corp,STOR,"",887195.0,30520000.0,0.00296415,0.003,1815,-27249.0,-2.979843,reduction,0.3228794,Q1 2015,REAL ESTATE,13F,12/31/2021,28.04,29.77
Ziff davis inc,ZD,"",275012.0,30489000.0,0.00296114,0.0035,1816,-13502.3,-4.679941,reduction,0.5817623,Q3 2003,INFORMATION TECHNOLOGY,13F,12/31/2021,68.84,97.3
Bridgebio pharma inc note 2.500% 3/1,DEBT-BRID,PRN,41631000.0,30483000.0,0.00296055,0.005,1817,6636000.0,18.962709,addition,N/A,Q1 2021, ,13F,12/31/2021,,
Gaming and leisure properties inc,GLPI,"",626348.0,30478000.0,0.00296007,0.0028,1818,41193.0,7.039673,addition,0.2627838,Q4 2013,REAL ESTATE,13F,12/31/2021,39.2896,46.72
J & j snack foods corp.,JJSF,"",192875.0,30467000.0,0.002959,0.003,1819,2831.0,1.489655,addition,1.0093059,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,140.3424,156.15
Annaly mortgage management  inc.,NLY,"",3894733.0,30456000.0,0.00295793,0.0034,1820,-24154.0,-0.616348,reduction,0.2666955,Q4 2001,REAL ESTATE,13F,12/31/2021,9.64,6.77
Clearway energy inc,CWEN,"",844716.0,30435000.0,0.00295589,0.0027,1821,-34344.0,-3.906901,reduction,1.0317784,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,21.56,34.24
American airlines group inc,AAL,"",1693431.0,30413000.0,0.00295375,0.002,1822,764130.0,82.226318,addition,0.2608649,Q4 2013,TRANSPORTS,13F,12/31/2021,17.9161,19.0
United bankshares  inc.,UBSI,"",837683.0,30392000.0,0.00295172,0.003,1823,45153.0,5.697324,addition,0.6135904,Q1 2001,FINANCE,13F,12/31/2021,36.6584,34.17
First trust consumer discretionary alphadex fund,FXD,"",489728.0,30382000.0,0.00295074,0.0039,1824,-153391.0,-23.851107,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,39.9,54.11
National storage affiliates trust,NSA,"",439010.0,30379000.0,0.00295045,0.0011,1825,236303.0,116.573675,addition,0.4803470,Q2 2015,REAL ESTATE,13F,12/31/2021,55.8604,63.17
Owshares u.s. quality dividend etf,OUSA,"",651235.0,30328000.0,0.0029455,0.0028,1826,6025.0,0.933804,addition,No Data,Q1 2016,FINANCE,13F,12/31/2021,35.1962,43.9
Ishares msci germany etf,EWG,"",925136.0,30326000.0,0.00294531,0.0031,1827,14494.0,1.591624,addition,No Data,Q2 2006,FINANCE,13F,12/31/2021,28.2619,27.17
Wingstop inc,WING,"",175430.0,30314000.0,0.00294414,0.0026,1828,23616.0,15.555878,addition,0.5879339,Q3 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,93.1935,101.92
Rapid7 inc,RPD,"",257306.0,30283000.0,0.00294113,0.0031,1829,-4715.0,-1.799474,reduction,0.4430311,Q4 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,65.14,112.82
Tc energy corp,TRP,CALL,650000.0,30251000.0,0.00293802,0.0032,1830,0.0,0.0,,N/A,Q1 2018,ENERGY,13F,12/31/2021,,57.46
Digi international  inc.,DGII,"",1231172.0,30250000.0,0.00293792,0.0025,1831,88939.0,7.786415,addition,3.5182275,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,20.9053,20.13
Amedisys inc,AMED,"",186838.0,30245000.0,0.00293744,0.0029,1832,-1743.0,-0.924271,reduction,0.5744316,Q4 2004,HEALTH CARE,13F,12/31/2021,120.24,153.72
Lantheus holdings inc,LNTH,"",1046450.0,30231000.0,0.00293608,0.0027,1833,17086.0,1.65986,addition,1.5362963,Q3 2015,HEALTH CARE,13F,12/31/2021,20.6173,60.28
Zynga  inc.,ZNGA,"",4690134.0,30016000.0,0.0029152,0.0049,1834,-1610788.0,-25.564322,reduction,0.4141734,Q1 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,6.42,8.94
First trust nasdaq-100 equal weighted index fund-,QQEW,"",253335.0,30013000.0,0.00291491,0.0027,1835,14603.0,6.116901,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,97.0785,102.96
Kraneshares emerging markets consumer technology index etf,KEMQ,"",1269780.0,30004000.0,0.00291403,0.0016,1836,700324.0,122.981231,addition,No Data,Q4 2017,FINANCE,13F,12/31/2021,23.9619,17.2
Crestwood equity partners lp,CEQP,"",1085980.0,29962000.0,0.00290995,0.0028,1837,117070.0,12.08265,addition,1.7265309,Q4 2013,ENERGY,13F,12/31/2021,46.3083,31.18
Schwab u.s. large-cap value etf,SCHV,"",408596.0,29918000.0,0.00290568,0.0029,1838,-5703.0,-1.376542,reduction,No Data,Q1 2013,FINANCE,13F,12/31/2021,54.93,70.96
Zscaler inc,ZS,PUT,93100.0,29916000.0,0.00290549,,1839,93100.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,230.84
Manulife financial corp,MFC,"",1568056.0,29903000.0,0.00290422,0.0038,1840,-346478.0,-18.09725,reduction,0.0807150,Q1 2001,FINANCE,13F,12/31/2021,17.95,21.36
Ishares north american tech-multimedia networking etf,IGN,"",354007.0,29903000.0,0.00290422,0.0024,1841,19689.0,5.889303,addition,No Data,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,68.5194,69.3
Ishares ibonds dec 2028 term corporate etf,IBDT,"",1056269.0,29887000.0,0.00290267,0.0027,1842,133846.0,14.510263,addition,No Data,Q1 2019,FINANCE,13F,12/31/2021,28.0804,25.78
Brookfield infrastructure partners lp,BIP,"",491348.0,29879000.0,0.00290189,0.0034,1843,-87718.0,-15.148187,reduction,0.1609576,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,29.29,66.73
Fidelity total bond etf,FBND,"",563287.0,29865000.0,0.00290053,0.0027,1844,63330.0,12.667089,addition,No Data,Q1 2016,FINANCE,13F,12/31/2021,52.6472,48.4
First trust large capital growth alphadex fund,FTC,"",248182.0,29844000.0,0.00289849,0.0028,1845,2147.0,0.87264,addition,No Data,Q1 2010,FINANCE,13F,12/31/2021,53.0167,103.5
Perrigo co plc,PRGO,"",766953.0,29833000.0,0.00289742,0.0041,1846,-72552.0,-8.642236,reduction,0.5700463,Q1 2001,HEALTH CARE,13F,12/31/2021,52.34,35.98
Zillow group inc note 0.750% 9/0,DEBT-ZILL,PRN,19200000.0,29832000.0,0.00289733,0.0041,1847,-72000.0,-0.373599,reduction,N/A,Q2 2021, ,13F,12/31/2021,,
National fuel gas co.,NFG,"",466498.0,29828000.0,0.00289694,0.0046,1848,-390072.0,-45.538835,reduction,0.5101465,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,47.56,71.53
Fluor corp.,FLR,"",1203372.0,29808000.0,0.002895,0.0009,1849,686924.0,133.009325,addition,0.8521114,Q1 2001,INDUSTRIALS,13F,12/31/2021,24.3451,30.0
Knowles corp.,KN,"",1275929.0,29792000.0,0.00289344,0.0023,1850,90462.0,7.630917,addition,1.3784270,Q1 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,19.8845,18.89
Invesco dynamic large cap growth etf,PWB,"",368803.0,29788000.0,0.00289305,0.0028,1851,3749.0,1.026971,addition,No Data,Q1 2009,FINANCE,13F,12/31/2021,33.743,68.38
Doordash  inc.,DASH,PUT,200000.0,29780000.0,0.00289228,0.0001,1852,195300.0,4155.319149,addition,N/A,Q2 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,109.31
Orange sa adr,ORAN,"",2821795.0,29770000.0,0.00289131,0.0036,1853,-364169.0,-11.430418,reduction,0.1061059,Q3 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,13.07,12.24
Phillips 66,PSX,CALL,410800.0,29767000.0,0.00289101,0.0043,1854,-182000.0,-30.701754,reduction,N/A,Q4 2020,ENERGY,13F,12/31/2021,,82.85
Flexshares iboxx 3-year target duration tips index fund,TDTT,"",1127374.0,29661000.0,0.00288072,0.0024,1855,258189.0,29.704723,addition,No Data,Q3 2012,FINANCE,13F,12/31/2021,26.2715,25.66
