Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Zions bancorp,ZION,"",129290.0,8167000.0,0.0019,0.0019,2039,11150.0,9.437955,addition,0.0851183,Q4 2008,FINANCE,13F,12/31/2021,49.7003,62.92
United states oil fund,USO,PUT,150000.0,8154000.0,0.0019,0.0021,2040,0.0,0.0,,No Data,Q3 2012,FINANCE,13F,12/31/2021,,79.57
Xtrackers msci japan hedged equity etf,DBJP,"",160914.0,8136000.0,0.0019,0.0018,2041,28776.0,21.777233,addition,No Data,Q1 2013,FINANCE,13F,12/31/2021,44.0235,48.24
Spdr semiconductors etf,XSD,"",33423.0,8126000.0,0.0019,0.0015,2042,5436.0,19.423304,addition,No Data,Q4 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,175.5836,179.86
Frontier communications parent inc,FYBR,"",275045.0,8111000.0,0.0018,0.002,2043,604.0,0.220084,addition,0.1125292,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,26.4168,28.87
Iaa inc,IAA,PUT,160000.0,8099000.0,0.0018,,2044,160000.0,,new,N/A,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,,36.78
Blackstone mortgage trust  inc.,BXMT,PRN,7933000.0,8058000.0,0.0018,0.0019,2045,998000.0,14.390771,addition,N/A,Q1 2018,REAL ESTATE,13F,12/31/2021,,31.94
Ishares j.p. morgan em local currency bond etf,LEMB,"",204964.0,8039000.0,0.0018,0.0017,2046,49465.0,31.810494,addition,No Data,Q1 2012,FINANCE,13F,12/31/2021,42.0953,36.33
Hudson pacific properties inc,HPP,"",324934.0,8028000.0,0.0018,0.0025,2047,-32993.0,-9.217801,reduction,0.2131015,Q4 2014,REAL ESTATE,13F,12/31/2021,26.78,25.49
Mesa laboratories  inc.,MLAB,"",24384.0,8001000.0,0.0018,0.0019,2048,902.0,3.84124,addition,0.4648163,Q1 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,216.9588,250.0
Invesco dynamic large cap value etf,PWV,"",163348.0,7963000.0,0.0018,0.002,2049,-3733.0,-2.234246,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,33.57,49.03
Eaton vance tax-managed global buy-write opportunities fund,ETW,"",710250.0,7948000.0,0.0018,0.0019,2050,39530.0,5.893667,addition,No Data,Q1 2009,FINANCE,13F,12/31/2021,10.0568,9.84
Glaukos corp,GKOS,"",178701.0,7941000.0,0.0018,0.0027,2051,-32082.0,-15.220393,reduction,0.3797841,Q2 2015,HEALTH CARE,13F,12/31/2021,54.38,60.98
News inc. class a,NWSA,"",353622.0,7890000.0,0.0018,0.0022,2052,-3779.0,-1.057356,reduction,0.0904697,Q3 2013,COMMUNICATIONS,13F,12/31/2021,20.14,21.17
First trust energy alphadex fund,FXN,"",661462.0,7885000.0,0.0018,0.0012,2053,276431.0,71.794479,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,10.0049,16.27
Philippine long distance telephone co adr,PHI,"",220639.0,7881000.0,0.0018,0.0024,2054,-63752.0,-22.417024,reduction,0.1021213,Q2 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,26.44,35.77
Ishares california muni bond etf,CMF,"",126407.0,7879000.0,0.0018,0.0021,2055,205.0,0.162438,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,56.18,56.75
Victoryshares us 500 volatility wtd etf,CFA,"",101447.0,7879000.0,0.0018,0.0019,2056,1077.0,1.07303,addition,No Data,Q2 2016,FINANCE,13F,12/31/2021,54.1721,73.05
Ishares ibonds 2024 term high yield and income etf,IBHD,"",321454.0,7873000.0,0.0018,0.0019,2057,26785.0,9.08986,addition,No Data,Q2 2020,FINANCE,13F,12/31/2021,24.3433,23.37
Ishares agency bond etf,AGZ,"",67075.0,7860000.0,0.0018,0.0013,2058,24962.0,59.273858,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,118.3441,
United therapeutics corp,UTHR,"",36331.0,7851000.0,0.0018,0.0013,2059,9910.0,37.508043,addition,0.0804992,Q3 2012,HEALTH CARE,13F,12/31/2021,153.9527,191.91
Btc ishares msci china etf,MCHI,"",125058.0,7850000.0,0.0018,0.0033,2060,-61105.0,-32.823386,reduction,No Data,Q3 2011,FINANCE,13F,12/31/2021,63.95,52.21
Gran tierra energy inc,GTE,"",10300276.0,7840000.0,0.0018,0.0009,2061,5624093.0,120.27102,addition,2.8055101,Q2 2009,ENERGY,13F,12/31/2021,0.7918,1.72
Spdr metals & mining etf,XME,PUT,175000.0,7837000.0,0.0018,0.0019,2062,0.0,0.0,,No Data,Q1 2021,FINANCE,13F,12/31/2021,,65.85
Etfs physical swiss gold shares,SGOL,"",445378.0,7821000.0,0.0018,0.002,2063,-3210.0,-0.715579,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,15.98,18.92
Pimco dynamic income opportunities fund,PDO,"",399826.0,7820000.0,0.0018,0.0012,2064,181745.0,83.338301,addition,No Data,Q1 2021,FINANCE,13F,12/31/2021,19.9091,16.33
Par pacific holdings inc,PARR,"",474234.0,7820000.0,0.0018,0.0022,2065,-64584.0,-11.986237,reduction,0.7883114,Q3 2016,ENERGY,13F,12/31/2021,16.53,14.54
Pimco energy & tactical credit opportunities fund,NRGX,"",607149.0,7819000.0,0.0018,0.0018,2066,48795.0,8.73908,addition,1.3580639,Q1 2019,FINANCE,13F,12/31/2021,11.5741,15.13
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",73151.0,7801000.0,0.0018,0.0055,2067,-130012.0,-63.993936,reduction,0.1045348,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,101.07,79.34
Grand canyon education inc,LOPE,"",91007.0,7800000.0,0.0018,0.0041,2068,-83727.0,-47.916834,reduction,0.2576151,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,42.37,101.28
Coca-cola femsa  s.a.b. de c.v. adr,KOF,"",141567.0,7756000.0,0.0018,0.0021,2069,822.0,0.584035,addition,0.2695446,Q4 2009,CONSUMER STAPLES,13F,12/31/2021,58.0808,55.89
Ishares china large-cap etf,FXI,CALL,211700.0,7744000.0,0.0018,0.0022,2070,0.0,0.0,,No Data,Q3 2021,FINANCE,13F,12/31/2021,,31.64
Spdr dj wilshire reit etf,RWR,"",63341.0,7738000.0,0.0018,0.0022,2071,-16787.0,-20.95023,reduction,No Data,Q1 2007,FINANCE,13F,12/31/2021,95.29,117.28
Ishares j.p. morgan em corporate bond etf,CEMB,"",151648.0,7734000.0,0.0018,0.0015,2072,44519.0,41.556441,addition,No Data,Q4 2014,FINANCE,13F,12/31/2021,51.2896,45.53
Heico corp.,HEI,"",53586.0,7729000.0,0.0018,0.0019,2073,-1350.0,-2.457405,reduction,0.0983562,Q4 2009,INDUSTRIALS,13F,12/31/2021,90.26,147.79
Blackrock municipal income trust,BFK,"",496932.0,7722000.0,0.0018,0.0018,2074,41522.0,9.117499,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,14.312,11.59
Avid bioservices inc,CDMO,"",264666.0,7722000.0,0.0018,0.0016,2075,-16500.0,-5.868419,reduction,0.4286481,Q4 2009,HEALTH CARE,13F,12/31/2021,25.37,18.31
Vanguard russell 2000 index etf,VTWO,"",85926.0,7717000.0,0.0018,0.0033,2076,-53906.0,-38.550546,reduction,No Data,Q3 2012,FINANCE,13F,12/31/2021,87.36,80.27
Jazz pharmaceuticals plc,JAZZ,"",60475.0,7703000.0,0.0018,0.0033,2077,-36265.0,-37.487079,reduction,0.0979529,Q3 2012,HEALTH CARE,13F,12/31/2021,152.74,167.25
Genpact ltd,G,"",145087.0,7701000.0,0.0018,0.0017,2078,9749.0,7.203446,addition,0.0783514,Q3 2012,INDUSTRIALS,13F,12/31/2021,29.5267,42.12
I3 verticals inc,IIIV,"",337650.0,7696000.0,0.0018,0.0022,2079,-6862.0,-1.991803,reduction,1.5300244,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,28.44,26.63
Lithia motors inc  class a,LAD,"",25903.0,7692000.0,0.0018,0.002,2080,2107.0,8.854429,addition,0.0878438,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,171.0663,290.64
Ishares global consumer staples etf,KXI,"",118742.0,7686000.0,0.0018,0.0008,2081,69370.0,140.50474,addition,No Data,Q4 2009,CONSUMER STAPLES,13F,12/31/2021,59.2998,63.62
Invesco s&p smallcap 600 pure value etf,RZV,"",79839.0,7683000.0,0.0018,0.002,2082,-1245.0,-1.535445,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,78.73,96.39
Old republic international corp.,ORI,"",312099.0,7671000.0,0.0017,0.0018,2083,25198.0,8.782821,addition,0.1014622,Q1 2009,FINANCE,13F,12/31/2021,21.2982,24.01
Bank of hawaii corp. (honolulu  hi),BOH,"",91542.0,7668000.0,0.0017,0.002,2084,732.0,0.806079,addition,0.2266386,Q4 2009,FINANCE,13F,12/31/2021,79.5341,78.68
Ishares u.s. basic materials etf,IYM,"",54399.0,7628000.0,0.0017,0.0017,2085,3303.0,6.464302,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,129.4646,151.57
Bjs wholesale club holdings inc,BJ,"",113732.0,7617000.0,0.0017,0.001,2086,44301.0,63.805793,addition,0.0840656,Q2 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,42.1113,67.37
Btc ishares global infrastructure etf,IGF,"",159879.0,7608000.0,0.0017,0.0026,2087,-55755.0,-25.856312,reduction,No Data,Q1 2008,INDUSTRIALS,13F,12/31/2021,43.65,51.61
Pimco 15+ year u.s. tips index exchange-traded fund,LTPZ,"",83196.0,7601000.0,0.0017,0.001,2088,39288.0,89.477999,addition,No Data,Q3 2010,FINANCE,13F,12/31/2021,88.7323,76.25
Ishares morningstar small-cap value etf,ISCV,"",127849.0,7597000.0,0.0017,0.0019,2089,4090.0,3.30481,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,57.8231,57.71
Servicenow inc,NOW,CALL,11700.0,7595000.0,0.0017,,2090,11700.0,,new,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,,507.33
Aflac inc.,AFL,CALL,130000.0,7591000.0,0.0017,0.0018,2091,0.0,0.0,,N/A,Q4 2017,FINANCE,13F,12/31/2021,,65.33
Ishares u.s. infrastructure etf,IFRA,"",198071.0,7577000.0,0.0017,0.0013,2092,49496.0,33.313815,addition,No Data,Q4 2019,FINANCE,13F,12/31/2021,34.8745,38.99
Ark innovation etf,ARKK,PUT,80000.0,7567000.0,0.0017,0.0013,2093,36200.0,82.648402,addition,No Data,Q1 2021,FINANCE,13F,12/31/2021,,58.99
Toll brothers  inc.,TOL,"",104511.0,7566000.0,0.0017,0.0016,2094,-7096.0,-6.358024,reduction,0.0890979,Q3 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,49.56,46.18
Ishares msci intl momentum factor et,IMTM,"",197846.0,7524000.0,0.0017,0.0013,2095,71197.0,56.215999,addition,No Data,Q1 2017,FINANCE,13F,12/31/2021,35.5335,34.48
Ares management lp,ARES,"",92464.0,7514000.0,0.0017,0.0017,2096,6425.0,7.467544,addition,0.0551650,Q3 2014,FINANCE,13F,12/31/2021,32.4739,77.3
Global x mlp etf,MLPA,"",214512.0,7503000.0,0.0017,0.0019,2097,7406.0,3.575947,addition,No Data,Q2 2013,FINANCE,13F,12/31/2021,117.924,42.11
Fresenius medical care ag & co kgaa ads adr,FMS,"",230528.0,7483000.0,0.0017,0.0027,2098,-63830.0,-21.684479,reduction,0.0393387,Q2 2009,HEALTH CARE,13F,12/31/2021,39.62,33.64
Cryoport inc,CYRX,"",126457.0,7483000.0,0.0017,0.0022,2099,-310.0,-0.244543,reduction,0.2544609,Q3 2015,HEALTH CARE,13F,12/31/2021,22.52,29.68
Store capital corp,STOR,"",217481.0,7481000.0,0.0017,0.0016,2100,27893.0,14.712429,addition,0.0791485,Q4 2014,REAL ESTATE,13F,12/31/2021,28.0014,29.77
Invesco dwa emerging markets momentum etf,PIE,"",289514.0,7469000.0,0.0017,0.0021,2101,-43251.0,-12.997461,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,20.74,23.12
Vanguard s&p mid-cap 400 etf,IVOO,"",38990.0,7467000.0,0.0017,0.0017,2102,1916.0,5.168042,addition,No Data,Q1 2012,FINANCE,13F,12/31/2021,155.567,177.4
Crh plc adr,CRH,"",141420.0,7466000.0,0.0017,0.0018,2103,-1445.0,-1.011444,reduction,0.0184137,Q4 2008,MATERIALS,13F,12/31/2021,35.06,39.04
Nuveen s&p 500 buy-write income fund,BXMX,"",508790.0,7454000.0,0.0017,0.0021,2104,-50468.0,-9.0241,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,12.92,14.09
Moelis & co,MC,"",118883.0,7432000.0,0.0017,0.0023,2105,-20074.0,-14.446196,reduction,0.1903576,Q4 2014,FINANCE,13F,12/31/2021,35.32,45.15
Kyndryl holdings inc,KD,"",410602.0,7432000.0,0.0017,,2106,410602.0,,new,0.1828606,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,18.1,12.54
Synnex corp,SNX,"",64902.0,7423000.0,0.0017,0.0006,2107,42034.0,183.81144,addition,0.0673298,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,104.2547,100.78
Americold realty trust,COLD,"",226055.0,7412000.0,0.0017,0.0023,2108,-77503.0,-25.531529,reduction,0.0841956,Q1 2018,INDUSTRIALS,13F,12/31/2021,34.3,28.07
Tfi intl inc,TFII,CALL,66000.0,7399000.0,0.0017,0.0008,2109,35000.0,112.903226,addition,N/A,Q4 2020,TRANSPORTS,13F,12/31/2021,,81.23
Azek company inc.,AZEK,"",159698.0,7384000.0,0.0017,0.0013,2110,21872.0,15.869284,addition,0.1030040,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,37.2644,21.65
Summit hotel properties inc,INN,"",756505.0,7383000.0,0.0017,0.0019,2111,37.0,0.004891,addition,0.7113957,Q1 2011,REAL ESTATE,13F,12/31/2021,9.93,9.71
Amedisys inc,AMED,"",45426.0,7354000.0,0.0017,0.0013,2112,13376.0,41.734789,addition,0.1396618,Q4 2009,HEALTH CARE,13F,12/31/2021,192.7475,153.72
10x genomics inc,TXG,"",49295.0,7342000.0,0.0017,0.0012,2113,17341.0,54.268636,addition,0.0528358,Q3 2019,HEALTH CARE,13F,12/31/2021,150.1592,64.88
First trust nasdaq transportation etf,FTXR,"",212435.0,7339000.0,0.0017,0.002,2114,-31088.0,-12.76594,reduction,No Data,Q3 2016,FINANCE,13F,12/31/2021,30.92,29.62
Service corp. international  inc.,SCI,"",103078.0,7317000.0,0.0017,0.0017,2115,-4285.0,-3.991133,reduction,0.0638224,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,44.05,70.37
Blackrock capital allocation trust,BCAT,"",375983.0,7313000.0,0.0017,0.0017,2116,52936.0,16.38647,addition,0.3341318,Q3 2020,FINANCE,13F,12/31/2021,20.2405,15.95
Onemain holdings inc,OMF,"",146118.0,7311000.0,0.0017,0.0016,2117,38254.0,35.46503,addition,0.1146389,Q4 2015,FINANCE,13F,12/31/2021,53.1183,46.1
Ishares msci netherlands etf,EWN,"",145476.0,7306000.0,0.0017,0.0001,2118,136791.0,1575.025907,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,49.9185,40.25
Under armour inc,UAA,CALL,344600.0,7302000.0,0.0017,0.009,2119,-1341400.0,-79.561091,reduction,N/A,Q3 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,,16.06
Penn national gaming inc.,PENN,"",140755.0,7298000.0,0.0017,0.0034,2120,-37577.0,-21.071372,reduction,0.0836222,Q1 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,70.26,37.27
Palantir technologies inc.,PLTR,PUT,400000.0,7284000.0,0.0017,0.0025,2121,0.0,0.0,,N/A,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,12.42
Pennymac mortgage investment trust,PMT,"",419894.0,7276000.0,0.0017,0.0027,2122,-93577.0,-18.224398,reduction,0.4312163,Q4 2010,REAL ESTATE,13F,12/31/2021,20.02,15.44
Virtus allianzgi convertible & income fund ii,NCZ,"",1419053.0,7238000.0,0.0016,0.0018,2123,119326.0,9.180851,addition,No Data,Q1 2021,FINANCE,13F,12/31/2021,5.045,4.07
Palo alto networks inc,PANW,CALL,13000.0,7238000.0,0.0016,0.0001,2124,12000.0,1200.0,addition,N/A,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,,626.78
Expedia group inc,EXPE,CALL,40000.0,7229000.0,0.0016,,2125,40000.0,,new,N/A,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,191.55
Etct emqq the emerging markets internet and ecommerce etf,EMQQ,"",167931.0,7204000.0,0.0016,0.0016,2126,44671.0,36.241279,addition,No Data,Q2 2015,FINANCE,13F,12/31/2021,52.0382,31.32
Micron technology  inc.,MU,CALL,77200.0,7191000.0,0.0016,0.0075,2127,-322900.0,-80.704824,reduction,N/A,Q2 2013,INFORMATION TECHNOLOGY,13F,12/31/2021,,70.13
Victoryshares us multi-factor minimum volatility etf,VSMV,"",170595.0,7182000.0,0.0016,0.0027,2128,-95491.0,-35.88727,reduction,No Data,Q4 2017,FINANCE,13F,12/31/2021,29.7,41.56
Vaneck biotech etf,BBH,"",37871.0,7171000.0,0.0016,0.0025,2129,-9351.0,-19.802211,reduction,No Data,Q1 2012,FINANCE,13F,12/31/2021,127.39,164.5
Nationwide nasdaq-100 risk-managed income etf,NUSI,"",256629.0,7165000.0,0.0016,0.0016,2130,31888.0,14.188777,addition,No Data,Q3 2020,FINANCE,13F,12/31/2021,27.2895,23.29
Construction partners inc,ROAD,"",242823.0,7141000.0,0.0016,0.002,2131,11598.0,5.015894,addition,0.5894901,Q3 2019,INDUSTRIALS,13F,12/31/2021,21.7445,27.84
Paramount global,PARA,PUT,235900.0,7119000.0,0.0016,0.0026,2132,-15000.0,-5.978477,reduction,N/A,Q1 2018,COMMUNICATIONS,13F,12/31/2021,,36.41
Asana  inc.,ASAN,"",95295.0,7105000.0,0.0016,0.0037,2133,-39239.0,-29.166605,reduction,0.0919225,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,44.13,33.6
First trust smid cap rising,SDVY,"",233792.0,7085000.0,0.0016,0.0011,2134,92150.0,65.058387,addition,No Data,Q4 2017,FINANCE,13F,12/31/2021,28.8354,27.16
Spdr s&p regional banking etf,KRE,CALL,100000.0,7085000.0,0.0016,0.0089,2135,-400000.0,-80.0,reduction,No Data,Q2 2017,FINANCE,13F,12/31/2021,,64.69
Inmode ltd,INMD,"",100204.0,7073000.0,0.0016,0.0018,2136,15038.0,17.657281,addition,0.1203779,Q4 2019,HEALTH CARE,13F,12/31/2021,68.9566,30.4
Telus corp. non-voting shares,TU,CALL,300000.0,7071000.0,0.0016,0.0036,2137,-320000.0,-51.612903,reduction,N/A,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,26.73
Cohen & steers reit & preferred and inco,RNP,"",247013.0,7069000.0,0.0016,0.0016,2138,6235.0,2.589522,addition,0.5189866,Q4 2009,REAL ESTATE,13F,12/31/2021,19.9057,25.0
Warner bros.discovery inc,WBD,PUT,300000.0,7062000.0,0.0016,0.002,2139,0.0,0.0,,N/A,Q3 2021,COMMUNICATIONS,13F,12/31/2021,,24.88
Blackrock science & technology trust ii,BSTZ,"",181062.0,7051000.0,0.0016,0.002,2140,-16867.0,-8.521743,reduction,0.2318633,Q2 2019,FINANCE,13F,12/31/2021,33.18,27.4
Saia inc,SAIA,"",20896.0,7043000.0,0.0016,0.0,2141,20507.0,5271.722365,addition,0.0791319,Q2 2013,TRANSPORTS,13F,12/31/2021,333.8104,199.73
P.t. telekomunikasi indonesia adr,TLK,"",242641.0,7034000.0,0.0016,0.0015,2142,17032.0,7.549344,addition,0.0244938,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,23.8947,32.87
Usaa core short-term bond etf,USTB,"",136853.0,7025000.0,0.0016,0.0009,2143,73857.0,117.240777,addition,No Data,Q3 2020,FINANCE,13F,12/31/2021,51.5233,49.655
Nuveen dividend advantage municipal fund 3,NZF,"",410484.0,7019000.0,0.0016,0.0017,2144,16585.0,4.21047,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,15.248,13.33
Schwab fundamental u.s. broad market index etf,FNDB,"",120732.0,7007000.0,0.0016,0.0016,2145,5165.0,4.469269,addition,No Data,Q4 2014,FINANCE,13F,12/31/2021,51.6936,57.31
Fleetcor technologies inc,FLT,"",31298.0,7004000.0,0.0016,0.0024,2146,-3363.0,-9.702548,reduction,0.0401841,Q2 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,238.46,258.67
Spdr s&p global natural resources etf,GNR,"",129714.0,7000000.0,0.0016,0.001,2147,59541.0,84.848873,addition,No Data,Q4 2010,FINANCE,13F,12/31/2021,47.479,64.96
First trust small cap growth alphadex fund,FYC,"",93755.0,6991000.0,0.0016,0.0013,2148,25498.0,37.355876,addition,No Data,Q2 2012,FINANCE,13F,12/31/2021,55.4563,65.35
Zim integrated shipping services ltd,ZIM,"",118622.0,6981000.0,0.0016,0.0012,2149,28303.0,31.336707,addition,0.0990079,Q2 2021,TRANSPORTS,13F,12/31/2021,52.2434,55.17
Ishares msci usa multifactor etf,LRGF,"",149764.0,6974000.0,0.0016,0.0015,2150,15652.0,11.670842,addition,No Data,Q2 2015,FINANCE,13F,12/31/2021,31.471,43.69
Tyson foods  inc.,TSN,PUT,80000.0,6973000.0,0.0016,0.0017,2151,0.0,0.0,,N/A,Q1 2020,CONSUMER STAPLES,13F,12/31/2021,,95.45
Flexshares morningstar us market factors tilt index fund,TILT,"",38112.0,6953000.0,0.0016,0.0009,2152,18390.0,93.246121,addition,No Data,Q3 2016,FINANCE,13F,12/31/2021,157.0948,169.17
United states steel corp.,X,CALL,291300.0,6936000.0,0.0016,,2153,291300.0,,new,N/A,Q4 2021,MATERIALS,13F,12/31/2021,,37.04
Vanguard ultra-short bond etf-etf shares,VUSB,"",138553.0,6921000.0,0.0016,0.0014,2154,34737.0,33.46016,addition,No Data,Q2 2021,FINANCE,13F,12/31/2021,50.0924,49.34
Arco platform ltd,ARCE,"",330692.0,6908000.0,0.0016,0.0018,2155,20589.0,6.639407,addition,1.0954885,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,29.6766,20.14
Vaneck preferred securities ex financials etf,PFXF,"",315585.0,6905000.0,0.0016,0.0018,2156,-9062.0,-2.79134,reduction,No Data,Q3 2012,FINANCE,13F,12/31/2021,20.07,19.79
Dolby laboratories,DLB,"",72476.0,6902000.0,0.0016,0.0019,2157,-10324.0,-12.468599,reduction,0.1102603,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,55.51,77.83
Aecom,ACM,"",89227.0,6901000.0,0.0016,0.0015,2158,963.0,1.091045,addition,0.0631281,Q4 2008,INDUSTRIALS,13F,12/31/2021,38.1873,76.28
Nice systems ltd ord shs (isr),NICE:TASE,PRN,2000000.0,6900000.0,0.0016,0.0018,2159,0.0,0.0,,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,,
Msc industrial direct  inc.,MSM,"",82058.0,6899000.0,0.0016,0.0017,2160,3221.0,4.085645,addition,0.1740852,Q4 2009,INDUSTRIALS,13F,12/31/2021,80.3707,85.02
Spdr s&p china etf,GXC,"",66748.0,6892000.0,0.0016,0.001,2161,32846.0,96.88514,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,107.1711,87.24
Harley davidson inc,HOG,"",182704.0,6888000.0,0.0016,0.0014,2162,39885.0,27.926956,addition,0.1187310,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,39.0267,38.2
Middleby corp (the),MIDD,"",34999.0,6886000.0,0.0016,0.0013,2163,5807.0,19.892436,addition,0.0640291,Q1 2009,INDUSTRIALS,13F,12/31/2021,142.2528,148.56
John hancock financial opportunities fund,BTO,"",147661.0,6880000.0,0.0016,0.0015,2164,12237.0,9.036065,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,27.0919,40.08
Allegiance bancshares inc,ABTX,"",162851.0,6874000.0,0.0016,0.0004,2165,127344.0,358.644774,addition,0.7995736,Q4 2016,FINANCE,13F,12/31/2021,40.1147,40.91
Avient corp. (polyone corp.),AVNT,"",122636.0,6862000.0,0.0016,0.0014,2166,12116.0,10.962722,addition,0.1340410,Q1 2009,MATERIALS,13F,12/31/2021,39.1426,46.55
Trico bancshares (chico  ca),TCBK,"",159739.0,6862000.0,0.0016,0.0023,2167,-44662.0,-21.850187,reduction,0.5372914,Q3 2013,FINANCE,13F,12/31/2021,39.16,38.7
Cohen & steers tax-advantaged preferred securities & income fund,PTA,"",284870.0,6851000.0,0.0016,0.0011,2168,116253.0,68.945006,addition,0.5153830,Q4 2020,FINANCE,13F,12/31/2021,24.6893,21.25
Assurant inc.,AIZ,"",43952.0,6850000.0,0.0016,0.0011,2169,18702.0,74.067327,addition,0.0761622,Q2 2008,FINANCE,13F,12/31/2021,151.2928,189.3
Spdr msci acwi ex-us etf,CWI,"",233701.0,6850000.0,0.0016,0.0007,2170,141869.0,154.487542,addition,No Data,Q2 2007,FINANCE,13F,12/31/2021,29.534,26.98
Duck creek technologies  inc.,DCT,"",227249.0,6843000.0,0.0016,0.0026,2171,1210.0,0.535306,addition,0.1720322,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,44.7914,17.63
Ishares ibonds 2023 term high yield and income etf,IBHC,"",279466.0,6822000.0,0.0016,0.0017,2172,18786.0,7.206537,addition,No Data,Q3 2019,FINANCE,13F,12/31/2021,24.3634,23.71
Axos financial inc,AX,"",122029.0,6822000.0,0.0016,0.0016,2173,1344.0,1.113643,addition,0.2050842,Q4 2014,FINANCE,13F,12/31/2021,28.6338,40.49
Wisdomtree cloud computing fund,WCLD,"",131403.0,6815000.0,0.0016,0.0017,2174,18039.0,15.912459,addition,No Data,Q2 2020,FINANCE,13F,12/31/2021,43.5175,38.68
American axle & manufacturing holdings inc,AXL,PUT,730000.0,6811000.0,0.0016,0.0017,2175,0.0,0.0,,N/A,Q4 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,,6.86
Invesco s&p midcap 400 revenue etf,RWK,"",71924.0,6808000.0,0.0016,0.0018,2176,-5955.0,-7.646477,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,54.98,90.5
Eaton vance tax-managed global diversified equity income fund,EXG,"",637886.0,6807000.0,0.0016,0.0021,2177,-143250.0,-18.338676,reduction,No Data,Q2 2009,FINANCE,13F,12/31/2021,8.37,9.44
Gap (the),GPS,PUT,385000.0,6795000.0,0.0015,0.0004,2178,325000.0,541.666667,addition,N/A,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,,14.11
Donaldson company  inc.,DCI,"",114500.0,6784000.0,0.0015,0.0016,2179,8802.0,8.327499,addition,0.0926691,Q2 2009,INDUSTRIALS,13F,12/31/2021,46.2531,50.45
Las vegas sands corp,LVS,CALL,180000.0,6775000.0,0.0015,0.0021,2180,-39500.0,-17.995444,reduction,N/A,Q3 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,36.96
Sonos inc,SONO,"",227291.0,6774000.0,0.0015,0.0014,2181,62819.0,38.194343,addition,0.1781157,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,21.3554,26.08
Amerisafe inc,AMSF,"",125797.0,6772000.0,0.0015,0.003,2182,-78704.0,-38.485875,reduction,0.6496419,Q4 2009,FINANCE,13F,12/31/2021,36.2,46.53
