Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Emerson electric co.,EMR,"",10971225.0,1019995000.0,0.161108,0.3972,139,-13733045.0,-55.589762,reduction,1.8442133,Q1 2016,INDUSTRIALS,13F,12/31/2021,73.78,92.86
Eldorado resorts inc,CZR,"",10853891.0,1015164000.0,0.160345,0.208,140,-26.0,-0.00024,reduction,5.0689875,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,79.9,68.88
Jacobs engineering group inc,J,"",7087867.0,986844000.0,0.155872,0.1514,141,395742.0,5.913548,addition,5.4852564,Q2 2020,INDUSTRIALS,13F,12/31/2021,97.3846,144.66
Lyondellbasell industries nv,LYB,"",10545555.0,972614000.0,0.153624,0.3683,142,-12444087.0,-54.129103,reduction,3.2150143,Q2 2013,MATERIALS,13F,12/31/2021,86.6,107.58
Agilon health inc,AGL,"",35865953.0,968381000.0,0.152956,0.1381,143,4123743.0,12.991354,addition,9.1110019,Q2 2021,HEALTH CARE,13F,12/31/2021,37.6999,23.07
Dominos pizza inc,DPZ,"",1714753.0,967687000.0,0.152846,0.1736,144,-417154.0,-19.567176,reduction,4.7584200,Q1 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,261.68,387.24
Vici properties inc,VICI,"",31731180.0,955426000.0,0.15091,0.1002,145,11067214.0,53.558034,addition,4.2397936,Q3 2020,REAL ESTATE,13F,12/31/2021,28.5275,29.09
Gaming and leisure properties inc,GLPI,"",19586372.0,953073000.0,0.150538,0.1549,146,-7529.0,-0.038425,reduction,8.2174453,Q1 2017,REAL ESTATE,13F,12/31/2021,37.53,46.72
Novocure ltd,NVCR,"",12624043.0,947833000.0,0.14971,0.2503,147,3543.0,0.028073,addition,12.0897513,Q2 2018,HEALTH CARE,13F,12/31/2021,117.808,84.24
Resmed inc.,RMD,"",3595997.0,936685000.0,0.147949,0.1653,148,-78336.0,-2.131979,reduction,2.4590663,Q4 2015,HEALTH CARE,13F,12/31/2021,61.78,234.21
Merck & co,MRK,"",12074915.0,925422000.0,0.14617,0.1205,149,2675538.0,28.465057,addition,0.4780357,Q4 2007,HEALTH CARE,13F,12/31/2021,60.5111,86.91
Progressive corp.,PGR,"",8955605.0,919293000.0,0.145202,0.1361,150,134593.0,1.525823,addition,1.5312691,Q1 2020,FINANCE,13F,12/31/2021,83.2461,112.11
Marriott international inc/md,MAR,"",5535829.0,914740000.0,0.144483,0.1391,151,32934.0,0.598485,addition,1.6915993,Q2 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,119.9809,180.51
Boeing company,BA,"",4542656.0,914528000.0,0.14445,0.1744,152,-103255.0,-2.222492,reduction,0.7694398,Q4 2007,INDUSTRIALS,13F,12/31/2021,194.43,181.94
Humana  inc.,HUM,"",1965450.0,911711000.0,0.144005,0.1682,153,-566364.0,-22.36989,reduction,1.5507331,Q2 2012,HEALTH CARE,13F,12/31/2021,158.84,460.56
Arch capital group ltd.,ACGL,"",20352227.0,904656000.0,0.14289,0.1328,154,-32190.0,-0.157915,reduction,5.3693843,Q2 2017,FINANCE,13F,12/31/2021,26.81,48.98
Apollo global management inc,APO,"",12324773.0,892683000.0,0.140999,0.1296,155,58.0,0.000471,addition,5.3050848,Q4 2014,FINANCE,13F,12/31/2021,30.6202,
Hubspot inc,HUBS,"",1351346.0,890759000.0,0.140695,0.1706,156,-127127.0,-8.598534,reduction,2.8599978,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,251.91,445.47
Valero energy corp.,VLO,"",11657309.0,875580000.0,0.138298,0.2172,157,-6370903.0,-35.338518,reduction,2.8472967,Q4 2018,ENERGY,13F,12/31/2021,53.2,104.86
Delta air lines inc.,DAL,"",22031150.0,860977000.0,0.135991,0.1601,158,17308.0,0.078623,addition,3.4427450,Q4 2007,TRANSPORTS,13F,12/31/2021,32.5951,42.36
Boston properties  inc.,BXP,"",7415692.0,854139000.0,0.134911,0.1452,159,-435481.0,-5.5467,reduction,4.7473511,Q1 2021,REAL ESTATE,13F,12/31/2021,114.52,124.59
Biohaven pharmaceutical holding co ltd,BHVN,"",6178009.0,851391000.0,0.134477,0.1437,160,115628.0,1.907303,addition,8.7597890,Q2 2019,HEALTH CARE,13F,12/31/2021,71.3967,110.88
Wheaton precious metals corp,WPM,"",19809732.0,850432000.0,0.134326,0.1271,161,71.0,0.000358,addition,4.3937272,Q1 2020,MATERIALS,13F,12/31/2021,37.82,51.29
Ares management lp,ARES,"",10214738.0,830152000.0,0.131123,0.1287,162,0.0,0.0,,6.0942197,Q2 2017,FINANCE,13F,12/31/2021,22.46,77.3
Fleetcor technologies inc,FLT,"",3705911.0,829531000.0,0.131024,0.1511,163,317514.0,9.370626,addition,4.7580858,Q1 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,245.674,258.67
Royal gold inc,RGLD,"",7834436.0,824261000.0,0.130192,0.1277,164,91.0,0.001162,addition,11.9359527,Q1 2015,MATERIALS,13F,12/31/2021,78.7903,144.93
Xpeng inc.,XPEV,"",16306909.0,820727000.0,0.129634,0.0989,165,6157.0,0.037771,addition,2.5054605,Q3 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,29.4679,26.93
Alexandria real estate equities  inc.,ARE,"",3624923.0,808213000.0,0.127657,0.1179,166,9123.0,0.252309,addition,2.2663796,Q4 2019,REAL ESTATE,13F,12/31/2021,157.4852,196.18
Air products & chemicals inc,APD,"",2633053.0,801133000.0,0.126539,0.077,167,870582.0,49.395536,addition,1.1875717,Q1 2012,MATERIALS,13F,12/31/2021,230.7237,246.84
Uber technologies inc,UBER,"",18627065.0,781033000.0,0.123364,0.159,168,-2160465.0,-10.393082,reduction,1.0009675,Q2 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,44.62,32.68
Square inc,SQ,"",4785085.0,772839000.0,0.12207,0.1942,169,41728.0,0.879715,addition,0.9231174,Q4 2015,FINANCE,13F,12/31/2021,62.4713,121.31
Dexcom inc,DXCM,"",1386943.0,744719000.0,0.117628,0.1407,170,-119866.0,-7.954956,reduction,1.4288713,Q4 2017,HEALTH CARE,13F,12/31/2021,186.65,492.11
Ceridian hcm holding inc,CDAY,"",7125849.0,744366000.0,0.117573,0.1439,171,-360418.0,-4.814389,reduction,4.6865270,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,69.46,60.63
Kkr & co inc,KKR,"",9882310.0,736232000.0,0.116288,0.1027,172,1807.0,0.018289,addition,1.6892571,Q1 2021,FINANCE,13F,12/31/2021,53.0239,55.25
Regal rexnord corp,RRX,"",4272839.0,727152000.0,0.114854,0.0034,173,4138839.0,3088.685821,addition,6.3557824,Q3 2021,INDUSTRIALS,13F,12/31/2021,169.5578,137.88
Copart inc.,CPRT,"",4791774.0,726529000.0,0.114755,0.1164,174,-124419.0,-2.5308,reduction,2.0176120,Q2 2020,INDUSTRIALS,13F,12/31/2021,102.89,116.98
Mid-america apartment communities  inc.,MAA,"",3157790.0,724523000.0,0.114438,0.1006,175,1779.0,0.056369,addition,2.7377856,Q4 2020,REAL ESTATE,13F,12/31/2021,134.5935,205.39
Sun communities  inc.,SUI,"",3434610.0,721165000.0,0.113908,0.132,176,-743584.0,-17.79678,reduction,2.9618420,Q4 2018,REAL ESTATE,13F,12/31/2021,126.11,185.58
Kroger co.,KR,"",15666470.0,709064000.0,0.111997,0.0866,177,3112175.0,24.789723,addition,2.1307516,Q4 2020,CONSUMER STAPLES,13F,12/31/2021,36.317,58.32
Chesapeake energy corp,CHK,"",10958998.0,707075000.0,0.111683,0.1061,178,861997.0,8.537159,addition,8.5585438,Q1 2021,ENERGY,13F,12/31/2021,48.7097,94.36
D.r. horton  inc.,DHI,"",6450586.0,699566000.0,0.110496,0.0781,179,1000331.0,18.353838,addition,1.8203577,Q3 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,49.0941,72.51
Moodys corp,MCO,"",1763183.0,688666000.0,0.108775,0.1065,180,6376.0,0.362931,addition,0.9511326,Q2 2008,FINANCE,13F,12/31/2021,127.7838,328.4
Wayfair inc class a,W,"",3580783.0,680241000.0,0.107444,0.1435,181,289798.0,8.805813,addition,4.5100327,Q4 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,219.1596,108.23
United parcel service  inc. class b,UPS,"",3161820.0,677704000.0,0.107043,0.0766,182,697955.0,28.327648,addition,0.4311368,Q2 2018,TRANSPORTS,13F,12/31/2021,135.8534,188.02
Etsy inc,ETSY,"",3047729.0,667270000.0,0.105395,0.108,183,5336.0,0.175388,addition,2.3991642,Q3 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,186.0277,115.79
Intel corp.,INTC,"",12734481.0,655826000.0,0.103588,0.161,184,-4969700.0,-28.07077,reduction,0.3127328,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,36.3,45.67
Idexx laboratories inc.,IDXX,"",994515.0,654862000.0,0.103435,0.1052,185,3673.0,0.370695,addition,1.1804461,Q1 2017,HEALTH CARE,13F,12/31/2021,173.7169,496.78
Cisco systems  inc.,CSCO,"",10333242.0,654818000.0,0.103429,0.0941,186,200000.0,1.973702,addition,0.2487440,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,53.5145,51.17
Lululemon athletica inc.,LULU,"",1667957.0,652922000.0,0.103129,0.1162,187,-13857.0,-0.823932,reduction,1.3441412,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,358.13,390.78
Manpowergroup inc.,MAN,"",6643322.0,646595000.0,0.10213,0.1228,188,118.0,0.001776,addition,12.4152668,Q3 2020,INDUSTRIALS,13F,12/31/2021,92.2301,87.47
Yum! brands  inc. (tricon global restaurants),YUM,"",4606056.0,639597000.0,0.101024,0.0861,189,483359.0,11.72434,addition,1.5938959,Q3 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,108.786,122.97
Mcdonalds corp.,MCD,"",2336148.0,626251000.0,0.0989164,0.0726,190,572507.0,32.461652,addition,0.3141738,Q1 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,238.167,250.51
V.f. corp. (vanity fair mills inc.),VFC,"",8291739.0,607120000.0,0.0958946,0.1031,191,-726476.0,-8.055652,reduction,2.1320914,Q4 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,22.09,56.2
Chart industries inc,GTLS,"",3793671.0,605053000.0,0.0955681,0.0858,192,1161995.0,44.154182,addition,10.3657144,Q1 2021,INDUSTRIALS,13F,12/31/2021,171.9281,179.02
Raytheon technologies corp. (united technologies),RTX,"",6874082.0,591583000.0,0.0934406,0.0679,193,2244470.0,48.480737,addition,0.4612647,Q3 2018,INDUSTRIALS,13F,12/31/2021,69.5057,104.27
Svb financial group,SIVB,"",870788.0,590603000.0,0.0932858,0.0961,194,0.0,0.0,,1.4806907,Q1 2011,FINANCE,13F,12/31/2021,146.53,507.06
Coupang inc,CPNG,"",20089943.0,590243000.0,0.0932289,0.0308,195,13614268.0,210.237049,addition,1.2708264,Q1 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,35.6558,16.88
Blue owl cap class a,OWL,"",39418038.0,587723000.0,0.0928309,,196,39418038.0,,new,9.7347860,Q4 2021,FINANCE,13F,12/31/2021,14.91,14.09
Kellogg co.,K,"",9069005.0,584225000.0,0.0922784,0.1444,197,-4164318.0,-31.468423,reduction,2.6661278,Q1 2011,CONSUMER STAPLES,13F,12/31/2021,63.96,67.88
T-mobile us inc,TMUS,"",5021907.0,582441000.0,0.0919966,0.1196,198,-463910.0,-8.456534,reduction,0.4019809,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,71.39,132.96
Danaher conv pref shs series b,DHR/PB,"",333396.0,579499000.0,0.0915319,,199,333396.0,,new,N/A,Q4 2021, ,13F,12/31/2021,,
Airbnb  inc.,ABNB,"",3354804.0,558541000.0,0.0882216,0.0961,200,-1966.0,-0.058568,reduction,0.9038516,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,148.8,170.7
Tyler technologies inc,TYL,"",1033630.0,556041000.0,0.0878267,0.0809,201,-37.0,-0.003579,reduction,2.4997753,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,301.02,404.83
Dollar tree inc.,DLTR,"",3939919.0,553637000.0,0.087447,,202,3939919.0,,new,1.7502169,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,140.52,173.05
Public service enterprise group inc,PEG,"",8293777.0,553444000.0,0.0874165,0.0862,203,828.0,0.009984,addition,1.6518904,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,53.3413,72.8
Fiserv inc.,FISV,"",5284595.0,548488000.0,0.0866337,0.105,204,-383107.0,-6.759477,reduction,0.8004149,Q1 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,66.38,99.67
Yandex n.v.,YNDX,"",9039716.0,546903000.0,0.0863834,0.123,205,-364.0,-0.004027,reduction,2.8381988,Q4 2015,COMMUNICATIONS,13F,12/31/2021,38.28,18.94
Rio tinto plc (nyse) adr,RIO,"",8140847.0,544945000.0,0.0860741,0.0859,206,609709.0,8.095842,addition,0.6524257,Q3 2017,MATERIALS,13F,12/31/2021,72.6571,81.87
Walt disney co. (the),DIS,"",3510927.0,543807000.0,0.0858943,0.1014,207,-2.0,-0.000057,reduction,0.1928410,Q1 2009,COMMUNICATIONS,13F,12/31/2021,75.51,130.47
Transdigm group inc,TDG,"",821480.0,522691000.0,0.0825591,0.0905,208,-27160.0,-3.200415,reduction,1.4811561,Q2 2008,INDUSTRIALS,13F,12/31/2021,238.07,638.48
Tandem diabetes care inc,TNDM,"",3427129.0,515851000.0,0.0814787,0.0671,209,133133.0,4.041687,addition,5.3655943,Q2 2020,HEALTH CARE,13F,12/31/2021,102.6065,115.32
Monster beverage corp.,MNST,"",5341329.0,512981000.0,0.0810254,0.0563,210,1626751.0,43.793696,addition,1.0090185,Q4 2020,CONSUMER STAPLES,13F,12/31/2021,92.6949,82.59
Citizens financial group inc,CFG,"",10798651.0,510236000.0,0.0805918,,211,10798651.0,,new,2.5580566,Q4 2021,FINANCE,13F,12/31/2021,47.25,40.87
Moderna inc,MRNA,"",1987989.0,504909000.0,0.0797504,0.1306,212,-622.0,-0.031278,reduction,0.4932728,Q1 2021,HEALTH CARE,13F,12/31/2021,139.95,165.49
Heico corp.,HEI,"",3481181.0,502056000.0,0.0792998,0.0681,213,456514.0,15.093033,addition,6.3896488,Q2 2020,INDUSTRIALS,13F,12/31/2021,116.8508,147.79
Corteva inc,CTVA,"",10586953.0,500551000.0,0.0790621,0.0728,214,452245.0,4.462339,addition,1.4567058,Q2 2019,MATERIALS,13F,12/31/2021,31.2264,61.01
Biontech se adr,BNTX,"",1896398.0,488886000.0,0.0772196,0.1356,215,-1014544.0,-34.852773,reduction,0.7819651,Q1 2021,HEALTH CARE,13F,12/31/2021,209.31,175.29
Yeti holdings inc,YETI,"",5890300.0,487894000.0,0.0770629,0.0854,216,53740.0,0.920748,addition,6.7664425,Q2 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,79.9664,54.27
Morgan stanley,MS,"",4939268.0,484839000.0,0.0765803,0.0818,217,12278.0,0.249199,addition,0.2752583,Q3 2009,FINANCE,13F,12/31/2021,38.8678,84.76
Dte energy co. (detroit edison),DTE,"",3976763.0,475382000.0,0.0750866,0.2031,218,-6676711.0,-62.671679,reduction,2.0526090,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,84.36,137.17
Paccar inc.,PCAR,"",5252614.0,463596000.0,0.073225,0.0904,219,-1460850.0,-21.760003,reduction,1.5107841,Q3 2010,INDUSTRIALS,13F,12/31/2021,70.89,83.71
Pagseguro digital ltd,PAGS,"",17625192.0,462147000.0,0.0729961,0.1591,220,-400908.0,-2.224042,reduction,8.7486647,Q1 2018,FINANCE,13F,12/31/2021,32.34,17.1
Camden property trust,CPT,"",2580285.0,461045000.0,0.0728221,0.065,221,0.0,0.0,,2.4445057,Q4 2018,REAL ESTATE,13F,12/31/2021,87.53,164.62
Abbott laboratories,ABT,"",3256529.0,458327000.0,0.0723928,0.0655,222,9701.0,0.298784,addition,0.1846647,Q3 2018,HEALTH CARE,13F,12/31/2021,97.8482,117.69
Mgm growth properties llc,MGP,"",11065000.0,452005000.0,0.0713942,0.0825,223,-1560000.0,-12.356436,reduction,7.0589965,Q2 2016,REAL ESTATE,13F,12/31/2021,30.43,39.54
Extra space storage  inc.,EXR,"",1974033.0,447573000.0,0.0706942,0.0565,224,3029.0,0.153678,addition,1.4714839,Q1 2020,REAL ESTATE,13F,12/31/2021,113.7736,212.55
Logitech international sa adr,LOGI,"",5217957.0,440251000.0,0.0695377,0.0758,225,204538.0,4.079811,addition,3.0143024,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,46.5268,69.31
Ebay inc.,EBAY,"",6572135.0,437047000.0,0.0690316,0.0782,226,276.0,0.0042,addition,1.1186062,Q3 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,69.6699,54.15
Alteryx inc,AYX,"",7223884.0,437045000.0,0.0690313,0.0798,227,824762.0,12.888674,addition,12.0652962,Q1 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,74.9744,72.02
Nextera energy  inc. 5.279% equity units due 3/01/2023,NEE+P,"",7571004.0,435636000.0,0.0688087,0.0659,228,0.0,0.0,,N/A,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,47.87,51.69
Idex corp.,IEX,"",1837178.0,434150000.0,0.068574,0.0646,229,9529.0,0.52138,addition,2.4140123,Q2 2008,INDUSTRIALS,13F,12/31/2021,79.6369,190.56
Tradeweb markets inc,TW,"",4329601.0,433566000.0,0.0684818,0.0597,230,1616.0,0.037338,addition,4.0459852,Q2 2019,FINANCE,13F,12/31/2021,46.8199,85.69
Mastercard inc,MA,"",1200414.0,431348000.0,0.0681314,0.2594,231,-3170928.0,-72.539005,reduction,0.1237885,Q3 2011,FINANCE,13F,12/31/2021,122.68,357.82
Packaging corp. of america,PKG,"",3153562.0,429357000.0,0.067817,0.116,232,-1792901.0,-36.246122,reduction,3.3198616,Q2 2019,MATERIALS,13F,12/31/2021,106.18,163.02
Kkr & co.  inc. 6.00% series c mandatory convertible preferred stock due 09/15/2023,KKR+C,"",4573470.0,426019000.0,0.0672897,,233,4573470.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,93.15,70.59
Franco-nevada corp,FNV,"",3058871.0,423036000.0,0.0668186,0.0907,234,-1032153.0,-25.229698,reduction,1.5987042,Q1 2016,MATERIALS,13F,12/31/2021,90.02,167.06
Renaissancere holdings ltd,RNR,"",2420550.0,409872000.0,0.0647393,0.0576,235,1035.0,0.042777,addition,5.5034498,Q4 2016,FINANCE,13F,12/31/2021,144.2007,154.16
Johnson controls international plc (tyco laboratories),JCI,"",5021638.0,408309000.0,0.0644924,0.0584,236,-2556.0,-0.050874,reduction,0.7145190,Q4 2016,INDUSTRIALS,13F,12/31/2021,55.49,61.53
Manulife financial corp,MFC,"",21280400.0,405605000.0,0.0640653,0.0699,237,5068.0,0.023821,addition,1.0953997,Q3 2019,FINANCE,13F,12/31/2021,18.8601,21.36
Adient plc,ADNT,"",9591401.0,402551099.97,0.063583,,238,636093.0,7.102972,addition,10.1211011,,CONSUMER DISCRETIONARY,13G,01/31/2022,,33.4
Duke energy corp.,DUK,"",3830000.0,401767000.0,0.0634591,0.0616,239,130000.0,3.513514,addition,0.4974675,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,99.6833,114.85
Coca cola co.,KO,"",6668203.0,394824000.0,0.0623625,0.0597,240,2.0,0.00003,addition,0.1538226,Q4 2007,CONSUMER STAPLES,13F,12/31/2021,38.68,65.02
Nvr inc,NVR,"",65270.0,385672000.0,0.0609169,0.0534,241,0.0,0.0,,1.9424988,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,3475.8,4335.45
Udr inc. (old dominion reit - united dominion realty trust),UDR,"",6373899.0,382370000.0,0.0603954,0.0576,242,0.0,0.0,,2.0027041,Q3 2021,REAL ESTATE,13F,12/31/2021,52.98,57.58
Docusign inc,DOCU,"",2490111.0,379269000.0,0.0599056,0.1136,243,-94489.0,-3.655846,reduction,1.2584166,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,88.66,99.53
Topbuild corp,BLD,"",1371129.0,378308000.0,0.0597538,0.0479,244,0.0,0.0,,4.1541087,Q3 2015,INDUSTRIALS,13F,12/31/2021,77.15,170.85
Lennar corp. class a,LEN,"",3241896.0,376579000.0,0.0594807,0.0518,245,60.0,0.001851,addition,1.2403284,Q3 2011,CONSUMER DISCRETIONARY,13F,12/31/2021,47.4513,76.77
Burlington stores inc,BURL,"",1269919.0,370194000.0,0.0584722,0.0637,246,-45174.0,-3.435042,reduction,1.9098922,Q4 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,222.72,213.85
Exact sciences corp,EXAS,"",4682850.0,364466000.0,0.0575674,0.0973,247,-1286462.0,-21.551261,reduction,2.6894909,Q4 2015,HEALTH CARE,13F,12/31/2021,102.18,69.61
Essent group ltd,ESNT,"",7965990.0,362692000.0,0.0572872,0.0598,248,0.0,0.0,,7.3229527,Q3 2020,FINANCE,13F,12/31/2021,42.88,41.69
Qiagen n.v.,QGEN,"",6468766.0,359536000.0,0.0567887,0.0571,249,0.0,0.0,,2.8487541,Q1 2021,HEALTH CARE,13F,12/31/2021,48.83,46.91
Pepsico inc. (loft  inc.),PEP,"",2060000.0,357843000.0,0.0565213,0.0465,250,250000.0,13.812155,addition,0.1489889,Q1 2021,CONSUMER STAPLES,13F,12/31/2021,147.7198,171.9
Waste management  inc.,WM,"",2134098.0,356181000.0,0.0562588,0.0544,251,-674.0,-0.031572,reduction,0.5147531,Q4 2007,INDUSTRIALS,13F,12/31/2021,94.05,159.16
Five below inc,FIVE,"",1703450.0,352427000.0,0.0556659,0.0513,252,2606.0,0.153218,addition,3.0404967,Q2 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,89.7894,179.54
Watsco inc.,WSO,"",1124403.0,351803000.0,0.0555673,0.0456,253,114330.0,11.318984,addition,3.4002224,Q4 2007,INDUSTRIALS,13F,12/31/2021,167.4421,288.39
Twist bioscience corp,TWST,"",4522700.0,350012000.0,0.0552844,0.0792,254,182684.0,4.209293,addition,8.8880691,Q4 2019,HEALTH CARE,13F,12/31/2021,104.71,42.59
Tjx companies inc.,TJX,"",4525981.0,343612000.0,0.0542735,0.0476,255,301889.0,7.146838,addition,0.3794168,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,67.1657,62.71
Trane technologies plc,TT,"",1683646.0,340147000.0,0.0537262,,256,1683646.0,,new,0.7209299,Q4 2021,INDUSTRIALS,13F,12/31/2021,202.03,148.05
Carvana co,CVNA,"",1455412.0,337350000.0,0.0532844,0.0508,257,468006.0,47.397524,addition,1.6153120,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,219.612,101.53
Endeavor group holdings  inc.,EDR,"",9659381.0,337016000.0,0.0532317,0.0465,258,155016.0,1.630998,addition,3.6940757,Q2 2021,COMMUNICATIONS,13F,12/31/2021,27.9335,26.91
Lam research corp.,LRCX,"",462424.0,332552000.0,0.0525266,0.0449,259,0.0,0.0,,0.3314864,Q1 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,425.07,456.16
Republic services inc.,RSG,"",2364326.0,329705000.0,0.0520769,0.0486,260,-5769.0,-0.243408,reduction,0.7471845,Q3 2015,INDUSTRIALS,13F,12/31/2021,67.91,132.71
Danaher corp  4.75% mandatory convertible preferred stock series a,DHR+A,"",150000.0,329100000.0,0.0519814,,261,150000.0,,new,N/A,Q4 2021,HEALTH CARE,13F,12/31/2021,2194.0,1841.01
Keycorp  inc. (cleveland  ohio),KEY,"",14220000.0,328909000.0,0.0519512,0.0525,262,0.0,0.0,,1.5327223,Q3 2018,FINANCE,13F,12/31/2021,16.27,20.48
Focus financial partners inc,FOCS,"",5469539.0,326641000.0,0.051593,0.0359,263,1453859.0,36.204553,addition,8.3734363,Q4 2018,FINANCE,13F,12/31/2021,41.7911,42.86
Microstrategy inc.,MSTR,"",587996.0,320158000.0,0.050569,0.0124,264,461996.0,366.663492,addition,6.3080265,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,571.1045,449.19
Trupanion inc,TRUP,"",2408785.0,318032000.0,0.0502332,0.0319,265,0.0,0.0,,5.9468376,Q4 2014,FINANCE,13F,12/31/2021,48.95,81.07
Abcellera biologics inc.,ABCL,"",22051703.0,315339000.0,0.0498078,0.0678,266,2230296.0,11.251956,addition,7.7667685,Q4 2020,HEALTH CARE,13F,12/31/2021,23.9448,8.99
Berkshire hathaway inc class b,BRK.B,"",1048578.0,313525000.0,0.0495213,0.0478,267,21971.0,2.140157,addition,0.0814345,Q4 2007,FINANCE,13F,12/31/2021,198.4617,344.33
Peloton interactive inc,PTON,"",8713231.0,311585000.0,0.0492149,0.0935,268,2423001.0,38.52007,addition,2.8756905,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,67.4377,23.87
Fedex corporation,FDX,"",1183566.0,306118000.0,0.0483514,0.0586,269,-382383.0,-24.418611,reduction,0.4566610,Q4 2020,TRANSPORTS,13F,12/31/2021,285.48,205.74
Polaris inc,PII,"",2776472.0,305162000.0,0.0482004,0.0229,270,1655218.0,147.622037,addition,4.6681576,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,109.1104,107.24
Twitter inc,TWTR,"",7049055.0,304660000.0,0.0481211,,271,7049055.0,,new,0.8804263,Q4 2021,COMMUNICATIONS,13F,12/31/2021,43.22,45.08
Astrazeneca plc,AZN,"",5195785.0,302681000.0,0.0478085,0.0531,272,16619.0,0.320882,addition,0.1676687,Q2 2012,HEALTH CARE,13F,12/31/2021,41.2944,69.05
Lufax holding ltd ads,LU,"",53128817.0,299115000.0,0.0472452,0.0636,273,-236513.0,-0.443196,reduction,2.1576897,Q4 2020,COMMUNICATIONS,13F,12/31/2021,11.66,5.46
Becton dickinson and co. 6.00% depositary shares mandatory convertible preferred stock series b,BDXB,"",5647202.0,297890000.0,0.0470517,,274,5647202.0,,new,0.3974793,Q4 2021,HEALTH CARE,13F,12/31/2021,52.75,53.91
Cf industries holdings inc,CF,"",4165009.0,294799000.0,0.0465635,0.0414,275,-177579.0,-4.089244,reduction,2.0091225,Q3 2016,MATERIALS,13F,12/31/2021,30.72,108.41
New york times co. class a,NYT,"",5828480.0,281516000.0,0.0444655,0.0612,276,-1445565.0,-19.872918,reduction,3.4964116,Q2 2019,COMMUNICATIONS,13F,12/31/2021,38.81,43.9
United rentals  inc.,URI,"",842470.0,279944000.0,0.0442172,0.0505,277,0.0,0.0,,1.1669843,Q4 2019,INDUSTRIALS,13F,12/31/2021,203.9,331.07
Cintas corporation,CTAS,"",629195.0,278840000.0,0.0440428,0.0409,278,0.0,0.0,,0.6065549,Q2 2020,INDUSTRIALS,13F,12/31/2021,273.47,413.67
Public storage  inc.,PSA,"",738000.0,276425000.0,0.0436613,0.0374,279,0.0,0.0,,0.4208564,Q2 2009,REAL ESTATE,13F,12/31/2021,191.25,408.5
Hubbell inc class b,HUBB,"",1303000.0,271376000.0,0.0428638,0.0402,280,0.0,0.0,,2.4042330,Q4 2015,INDUSTRIALS,13F,12/31/2021,51.22,185.0
Cenovus energy inc,CVE,"",21911708.0,268667000.0,0.042436,0.022,281,9113090.0,71.203703,addition,1.1052167,Q3 2017,ENERGY,13F,12/31/2021,9.5639,17.47
