Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Micron technology  inc.,MU,"",4168430.0,388289000.0,0.0350669,0.0481,394,-3026446.0,-42.063908,reduction,0.3722553,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,49.3,70.13
Zynga  inc.,ZNGA,"",60541952.0,387468000.0,0.0349928,0.0439,395,-1405641.0,-2.269081,reduction,5.3463004,Q1 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,7.94,8.94
Treehouse foods inc,THS,"",9499610.0,385019000.0,0.0347716,0.036,396,-81548.0,-0.851129,reduction,17.0258620,Q1 2009,CONSUMER STAPLES,13F,12/31/2021,63.79,33.72
Cameco corp.,CCJ,"",17326319.0,377887000.0,0.0341275,0.0374,397,-943983.0,-5.166762,reduction,4.3501848,Q1 2014,ENERGY,13F,12/31/2021,13.81,31.4
Novanta inc,NOVT,"",2139728.0,377298000.0,0.0340743,0.0338,398,-180245.0,-7.769271,reduction,6.0056352,Q4 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,30.84,128.62
Canadian natural resources  ltd,CNQ,"",8880010.0,375180000.0,0.033883,0.0317,399,-330908.0,-3.592563,reduction,0.7607018,Q2 2014,ENERGY,13F,12/31/2021,27.77,65.78
East west bancorp  inc.,EWBC,"",4747860.0,373562000.0,0.0337369,0.0318,400,387079.0,8.876369,addition,3.3457189,Q1 2001,FINANCE,13F,12/31/2021,46.4232,74.96
Neurocrine biosciences inc.,NBIX,"",4359645.0,371311000.0,0.0335336,0.0403,401,-104640.0,-2.343936,reduction,4.5774067,Q1 2001,HEALTH CARE,13F,12/31/2021,63.97,99.27
Aon plc,AON,"",1232373.0,370402000.0,0.0334515,0.0337,402,-18400.0,-1.47109,reduction,0.5593244,Q1 2001,FINANCE,13F,12/31/2021,85.81,328.26
Zentalis pharmaceuticals  inc.,ZNTL,"",4382881.0,368425000.0,0.033273,0.0234,403,652456.0,17.490125,addition,9.6194322,Q2 2020,HEALTH CARE,13F,12/31/2021,57.9557,26.48
Rockwell automation  inc.,ROK,"",1051042.0,366656000.0,0.0331132,0.0299,404,-27533.0,-2.55272,reduction,0.9045414,Q1 2001,INDUSTRIALS,13F,12/31/2021,168.54,261.66
Bankunited inc,BKU,"",8505864.0,359883000.0,0.0325015,0.0355,405,-520483.0,-5.766264,reduction,10.0453719,Q1 2011,FINANCE,13F,12/31/2021,28.78,42.2
Rexford industrial realty inc,REXR,"",4424153.0,358843000.0,0.0324076,0.0226,406,189935.0,4.485716,addition,2.7558594,Q1 2018,REAL ESTATE,13F,12/31/2021,43.4206,76.18
Altria group  inc. (philip morris),MO,"",7571842.0,358830000.0,0.0324064,0.0363,407,-887707.0,-10.49355,reduction,0.4166632,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,45.91,54.98
Summit materials inc,SUM,"",8886942.0,356722000.0,0.032216,0.0268,408,-17547.0,-0.197058,reduction,7.4952944,Q2 2016,INDUSTRIALS,13F,12/31/2021,17.82,29.0
Five below inc,FIVE,"",1723270.0,356527000.0,0.0321984,0.0243,409,264024.0,18.09318,addition,3.0758735,Q3 2012,CONSUMER DISCRETIONARY,13F,12/31/2021,90.1517,179.54
Penumbra inc,PEN,"",1238709.0,355906000.0,0.0321423,0.0308,410,11389.0,0.927957,addition,3.2899523,Q3 2016,HEALTH CARE,13F,12/31/2021,131.8527,197.74
Public storage  inc.,PSA,"",949741.0,355735000.0,0.0321269,0.0272,411,-21521.0,-2.215777,reduction,0.5416051,Q1 2001,REAL ESTATE,13F,12/31/2021,174.16,408.5
Cognizant technology solutions corp,CTSH,"",3943401.0,349859000.0,0.0315962,0.0197,412,1117658.0,39.552712,addition,0.7517901,Q1 2003,INFORMATION TECHNOLOGY,13F,12/31/2021,69.3223,84.74
Leidos holdings inc,LDOS,"",3931953.0,349551000.0,0.0315684,0.037,413,-151357.0,-3.706723,reduction,2.8838905,Q4 2006,INDUSTRIALS,13F,12/31/2021,96.84,109.06
I-mab adr,IMAB,"",7348772.0,348258000.0,0.0314516,0.0333,414,2463847.0,50.437765,addition,9.1946223,Q1 2021,HEALTH CARE,13F,12/31/2021,62.0672,13.32
Manhattan associates  inc.,MANH,"",2215807.0,344536000.0,0.0311155,0.0323,415,-28440.0,-1.26724,reduction,3.5085271,Q3 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,100.33,136.6
Dexcom inc,DXCM,"",641108.0,344243000.0,0.031089,0.0313,416,32672.0,5.369833,addition,0.6604892,Q1 2011,HEALTH CARE,13F,12/31/2021,190.9402,492.11
Intel corp.,INTC,"",6671501.0,343582000.0,0.0310294,0.0345,417,-204059.0,-2.967889,reduction,0.1638384,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,49.42,45.67
Upwork inc,UPWK,"",10043245.0,343077000.0,0.0309837,0.0539,418,-2669112.0,-20.996201,reduction,7.7724695,Q4 2018,COMMUNICATIONS,13F,12/31/2021,34.47,20.86
Patterson companies  inc.,PDCO,"",11639786.0,341628000.0,0.0308529,0.033,419,17766.0,0.152865,addition,11.9233226,Q1 2001,HEALTH CARE,13F,12/31/2021,26.2148,35.01
Rbc bearings inc,ROLL,"",1687994.0,340924000.0,0.0307893,0.0302,420,176831.0,11.70165,addition,5.8455915,Q3 2005,INDUSTRIALS,13F,12/31/2021,170.3232,180.66
Chesapeake utilities corp,CPK,"",2325402.0,339067000.0,0.0306216,0.0268,421,-48634.0,-2.048579,reduction,13.1401435,Q2 2010,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,52.42,136.56
Raymond james financial inc.,RJF,"",3374982.0,338848000.0,0.0306018,0.0409,422,-1336730.0,-28.370367,reduction,1.6256979,Q1 2001,FINANCE,13F,12/31/2021,49.94,111.8
Xometry inc,XMTR,"",6587261.0,337597000.0,0.0304888,0.0332,423,254784.0,4.023449,addition,14.9167318,Q2 2021, ,13F,12/31/2021,82.3295,37.97
Constellium se,CSTM,"",18811179.0,336908000.0,0.0304266,0.0338,424,-313837.0,-1.640976,reduction,13.4401400,Q4 2017,CONSUMER DISCRETIONARY,13F,12/31/2021,11.16,17.24
Kohls corp.,KSS,"",6796288.0,335669000.0,0.0303147,0.0306,425,-94345.0,-1.369178,reduction,5.2851990,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,37.63,61.0
Idacorp inc. holding co.,IDA,"",2948776.0,334126000.0,0.0301754,0.0274,426,129798.0,4.604435,addition,5.8364086,Q2 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,97.8422,114.07
Howmet aerospace inc. (aluminum co. of america - alcoa - arconic),HWM,"",10356046.0,329633000.0,0.0297696,0.0298,427,223438.0,2.205138,addition,2.4240660,Q1 2001,INDUSTRIALS,13F,12/31/2021,30.5091,35.48
Otis worldwide corp,OTIS,"",3756134.0,327047000.0,0.0295361,0.0209,428,1062743.0,39.457435,addition,0.8838745,Q2 2020,INDUSTRIALS,13F,12/31/2021,66.9778,74.75
Sweetgreen inc,SG,"",10605905.0,325750000.0,0.0294189,,429,10605905.0,,new,10.9561112,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,32.0,26.97
Phreesia inc,PHR,"",7797879.0,324860000.0,0.0293385,0.0455,430,-35726.0,-0.456061,reduction,15.2183847,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,50.24,27.63
Steris corp.,STE,"",1330970.0,323971000.0,0.0292583,0.0149,431,554538.0,71.421322,addition,1.3292791,Q1 2001,HEALTH CARE,13F,12/31/2021,197.5406,244.46
Essex property trust  inc.,ESS,"",914903.0,322256000.0,0.0291034,0.0275,432,2891.0,0.316991,addition,1.4056437,Q1 2002,REAL ESTATE,13F,12/31/2021,199.3845,345.51
John bean technologies corp,JBT,"",2091589.0,321184000.0,0.0290066,0.0292,433,-114753.0,-5.201052,reduction,6.5839229,Q3 2008,INDUSTRIALS,13F,12/31/2021,48.75,109.0
Hashicorp inc,HCP,"",5934408.0,320458032.0,0.028941,,434,200882.0,3.503638,addition,38.7869804,,INFORMATION TECHNOLOGY,13G,03/31/2022,,56.07
Mirati therapeutics inc,MRTX,"",2174799.0,319021000.0,0.0288112,0.0352,435,60589.0,2.865799,addition,3.9193858,Q1 2018,HEALTH CARE,13F,12/31/2021,118.5563,81.94
Pioneer natural resources co.,PXD,"",1726476.0,314011000.0,0.0283588,0.0219,436,331373.0,23.752583,addition,0.7108232,Q4 2001,ENERGY,13F,12/31/2021,157.5654,254.75
Equity commonwealth inc.,EQC,"",11811591.0,313833972.87,0.0283428,,437,109191.0,0.933065,addition,90.1956279,,REAL ESTATE,13G,02/28/2022,,27.33
Exelixis inc,EXEL,"",17099967.0,312587000.0,0.0282302,0.0343,438,-137168.0,-0.79577,reduction,5.3529707,Q1 2001,HEALTH CARE,13F,12/31/2021,19.19,23.09
Quaker chemical corp.,KWR,"",1343648.0,310087000.0,0.0280044,0.0327,439,-118138.0,-8.081758,reduction,7.5066881,Q3 2016,MATERIALS,13F,12/31/2021,190.76,160.0
Bhp group ltd,BHP,"",5118820.0,308921000.0,0.0278991,0.0017,440,4775390.0,1390.498792,addition,0.2022321,Q4 2003,ENERGY,13F,12/31/2021,60.187,78.15
Sanofi sa,SNY,"",6142104.0,307720000.0,0.0277906,0.0255,441,529723.0,9.438472,addition,0.2430374,Q2 2020,HEALTH CARE,13F,12/31/2021,49.3781,55.75
Nortonlifelock inc,NLOK,"",11781859.0,306093000.0,0.0276437,0.0276,442,179435.0,1.54653,addition,2.0248569,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,24.5324,26.64
Deckers outdoor corp,DECK,"",835331.0,305990000.0,0.0276344,0.0108,443,515903.0,161.508384,addition,3.0664158,Q1 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,337.0758,271.24
Hdfc bank ltd adr,HDB,"",4697000.0,305634000.0,0.0276022,0.0329,444,-84718.0,-1.771706,reduction,0.2541368,Q4 2009,FINANCE,13F,12/31/2021,39.35,58.91
Home bancshares inc,HOMB,"",12532448.0,305165000.0,0.0275599,0.0294,445,-745503.0,-5.614594,reduction,7.6489425,Q3 2006,FINANCE,13F,12/31/2021,16.51,22.11
Procore technologies inc,PCOR,"",3793416.0,303359000.0,0.0273968,0.0156,446,1886628.0,98.942725,addition,2.8734076,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.2083,54.04
Technipfmc plc ordinary share (fmc technologies),FTI,"",51191139.0,303052000.0,0.027369,0.0316,447,6613094.0,14.834868,addition,11.3212509,Q2 2001,ENERGY,13F,12/31/2021,7.9142,8.0
Euronet worldwide inc.,EEFT,"",2509055.0,299004000.0,0.0270035,0.0435,448,-1122848.0,-30.916244,reduction,4.9045035,Q1 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,114.2,132.92
Freshpet inc,FRPT,"",3087726.0,294168000.0,0.0265667,0.0384,449,231241.0,8.095299,addition,7.1071360,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,150.8968,112.88
Prothena corp plc,PRTA,"",5948861.0,293874000.0,0.0265402,0.0407,450,-113768.0,-1.876546,reduction,12.7271959,Q3 2020,CONSUMER STAPLES,13F,12/31/2021,37.8,36.15
Centerpoint energy inc,CNP,"",10519932.0,293611000.0,0.0265164,0.0214,451,1270090.0,13.730937,addition,1.6713363,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,25.0084,32.4
Middleby corp (the),MIDD,"",1480632.0,291329000.0,0.0263103,0.0163,452,466219.0,45.959486,addition,2.7087497,Q1 2007,INDUSTRIALS,13F,12/31/2021,132.8176,148.56
Ss&c technologies holdings inc,SSNC,"",3543935.0,290532000.0,0.0262383,0.0236,453,-71426.0,-1.975626,reduction,1.3821939,Q2 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,17.95,71.08
Nextera energy  inc. 5.279% equity units due 3/01/2023,NEE+P,"",5045733.0,290523000.0,0.0262375,0.0244,454,-16521.0,-0.326357,reduction,N/A,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,44.28,51.69
Cna financial corp.,CNA,"",6582092.0,290139000.0,0.0262028,0.0252,455,194428.0,3.043804,addition,2.4268810,Q1 2012,FINANCE,13F,12/31/2021,37.18,48.73
Campbell soup co.,CPB,"",6622209.0,287801000.0,0.0259917,0.0226,456,893638.0,15.599667,addition,2.1949393,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,46.7472,46.2
Figs inc,FIGS,"",17432346.0,286413444.78,0.0258664,,457,3374815.0,24.007167,addition,11.4604145,,CONSUMER DISCRETIONARY,13G,02/28/2022,,19.45
Option care health inc. (bioscrip),OPCH,"",10054423.0,285948000.0,0.0258243,0.024,458,-460237.0,-4.377098,reduction,5.5877023,Q1 2020,HEALTH CARE,13F,12/31/2021,,29.45
Lockheed martin corp.,LMT,"",803154.0,285449000.0,0.0257793,0.0265,459,-13688.0,-1.675722,reduction,0.3013326,Q1 2001,INDUSTRIALS,13F,12/31/2021,265.77,467.66
Fox corp,FOX,"",8325758.0,285324000.0,0.025768,0.039,460,-2819658.0,-25.298813,reduction,3.3694381,Q1 2019,COMMUNICATIONS,13F,12/31/2021,35.78,35.85
Helios technologies inc,HLIO,"",2695268.0,283461000.0,0.0255997,0.0213,461,-58344.0,-2.118817,reduction,8.3124335,Q2 2019,INDUSTRIALS,13F,12/31/2021,,74.3
Atmos energy corp. (energas),ATO,"",2684929.0,281300000.0,0.0254046,0.0204,462,229122.0,9.329805,addition,1.9824883,Q2 2006,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,88.5713,119.74
Cavco industries  inc.,CVCO,"",884531.0,280971000.0,0.0253749,0.0189,463,34791.0,4.094311,addition,9.6526699,Q1 2006,CONSUMER DISCRETIONARY,13F,12/31/2021,97.4651,235.94
Grupo aero sureste sa ads,ASR,"",1354599.0,279264000.0,0.0252207,0.0259,464,-115961.0,-7.885499,reduction,4.8893665,Q1 2017,TRANSPORTS,13F,12/31/2021,140.43,207.22
Bath & body works inc (l brands),BBWI,"",3991743.0,278584000.0,0.0251593,0.0206,465,520505.0,14.994794,addition,1.6708137,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,62.694,52.19
Olaplex holdings inc,OLPX,"",9515117.0,277175000.0,0.025032,0.0161,466,2548189.0,36.575504,addition,1.4665851,Q3 2021,CONSUMER STAPLES,13F,12/31/2021,25.7399,15.22
Workiva inc,WK,"",2116957.0,276242000.0,0.0249478,0.0288,467,-52658.0,-2.427067,reduction,4.4042063,Q1 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,83.32,108.44
Shoals technologies group inc cl a,SHLS,"",11331120.0,275346000.0,0.0248669,0.0258,468,1499901.0,15.256511,addition,10.0924359,Q1 2021,ENERGY,13F,12/31/2021,33.3928,12.68
Reynolds consumer products inc.,REYN,"",8746158.0,274629000.0,0.0248021,0.022,469,188644.0,2.204425,addition,4.1682831,Q1 2020,CONSUMER STAPLES,13F,12/31/2021,29.2279,29.12
Pennymac financial services inc,PFSI,"",3916901.0,273321000.0,0.024684,0.023,470,-82043.0,-2.051617,reduction,7.0672967,Q2 2013,FINANCE,13F,12/31/2021,20.77,47.71
Roku inc,ROKU,"",1194640.0,272617000.0,0.0246204,0.0354,471,-6007.0,-0.500314,reduction,1.0031664,Q3 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,327.12,111.36
Biogen inc,BIIB,"",1131357.0,271435000.0,0.0245137,0.0475,472,-652779.0,-36.587962,reduction,0.7698255,Q1 2001,HEALTH CARE,13F,12/31/2021,280.18,212.55
Reliance steel & aluminum co.,RS,"",1665545.0,270185000.0,0.0244008,0.0219,473,30251.0,1.849881,addition,2.6123620,Q2 2001,MATERIALS,13F,12/31/2021,108.111,194.26
3m co. (minnesota mining & manufacturing),MMM,"",1516597.0,269393000.0,0.0243292,0.0426,474,-1061092.0,-41.164469,reduction,0.2664568,Q1 2001,INDUSTRIALS,13F,12/31/2021,162.47,147.38
American express co,AXP,"",1646225.0,269322000.0,0.0243228,0.0269,475,-58576.0,-3.435944,reduction,0.2173840,Q1 2001,FINANCE,13F,12/31/2021,94.58,181.16
Webster financial corp.,WBS,"",4726608.0,268518600.48,0.0242503,,476,-4708092.0,-49.901873,reduction,2.6318846,,FINANCE,13G,01/31/2022,,50.46
Nielsen n.v.,NLSN,"",13090058.0,268477000.0,0.0242465,0.029,477,-2934567.0,-18.312859,reduction,3.6413380,Q1 2011,COMMUNICATIONS,13F,12/31/2021,28.1,27.4
Ppg industries  inc. (pittsburgh plate glass),PPG,"",1556839.0,268461000.0,0.0242451,0.0663,478,-3363319.0,-68.357947,reduction,0.6592638,Q1 2001,MATERIALS,13F,12/31/2021,109.14,128.27
Invesco senior loan etf,BKLN,"",12095600.0,267313000.0,0.0241414,0.0301,479,-2365900.0,-16.35999,reduction,No Data,Q4 2020,FINANCE,13F,12/31/2021,22.18,21.77
Constellation brands  inc.,STZ,"",1058617.0,265681000.0,0.023994,0.0065,480,732982.0,225.093126,addition,0.6441659,Q3 2002,CONSUMER STAPLES,13F,12/31/2021,222.0983,251.42
Post holdings inc,POST,"",3597428.46,265405000.0,0.0239691,0.025,481,-90543.17,-2.455094,reduction,3.8059389,Q1 2012,CONSUMER STAPLES,13F,12/31/2021,68.68,74.71
Lennox international  inc.,LII,"",812607.0,263577000.0,0.023804,0.023,482,-18248.0,-2.196292,reduction,2.2180031,Q4 2006,INDUSTRIALS,13F,12/31/2021,203.97,239.96
Saia inc,SAIA,"",766605.0,258369000.0,0.0233337,0.0182,483,-46209.0,-5.685064,reduction,2.9030880,Q2 2014,TRANSPORTS,13F,12/31/2021,101.88,199.73
Simon property group  inc.,SPG,"",1616015.0,258191000.0,0.0233176,0.0213,484,-121722.0,-7.004627,reduction,0.4918057,Q1 2001,REAL ESTATE,13F,12/31/2021,85.65,127.88
V.f. corp. (vanity fair mills inc.),VFC,"",3500715.0,256322000.0,0.0231488,0.0216,485,82679.0,2.418904,addition,0.9001543,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,83.14,56.2
Karuna therapeutics inc,KRTX,"",1955366.0,256153000.0,0.0231335,0.0212,486,114735.0,6.23346,addition,6.5598080,Q2 2019,HEALTH CARE,13F,12/31/2021,77.467,137.7
National fuel gas co.,NFG,"",4000211.0,255773000.0,0.0230992,0.0193,487,92918.0,2.378066,addition,4.3744964,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,43.2715,71.53
Cognex corp,CGNX,"",3278413.0,254929000.0,0.023023,0.0253,488,-73040.0,-2.179353,reduction,1.8853161,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,43.03,70.22
Landstar system inc,LSTR,"",1423663.0,254864000.0,0.0230171,0.0216,489,-32732.0,-2.247467,reduction,3.8173356,Q1 2001,TRANSPORTS,13F,12/31/2021,20.8,144.71
Albemarle corp.,ALB,"",1084547.0,253535000.0,0.0228971,0.0185,490,186277.0,20.737306,addition,0.9260736,Q3 2006,MATERIALS,13F,12/31/2021,156.5859,210.89
Vodafone group plc sponsored adr,VOD,"",16911836.0,252493000.0,0.022803,0.0209,491,2539421.0,17.668715,addition,0.5953504,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,25.5275,17.5
Ufp industries inc,UFPI,"",2736216.0,251759000.0,0.0227367,0.0178,492,-42369.0,-1.524841,reduction,4.4071989,Q3 2004,INDUSTRIALS,13F,12/31/2021,24.72,73.24
Graco inc.,GGG,"",3110200.0,250744000.0,0.022645,0.0215,493,-156245.0,-4.783335,reduction,1.8366398,Q4 2002,INDUSTRIALS,13F,12/31/2021,19.36,65.22
Apellis pharmaceuticals inc,APLS,"",5298491.0,250513000.0,0.0226242,0.0149,494,491414.0,10.22272,addition,5.4330067,Q2 2018,HEALTH CARE,13F,12/31/2021,41.7095,52.81
Adaptive biotechnologies corp,ADPT,"",14240624.0,248356482.56,0.0224294,,495,953901.0,7.179355,addition,10.0580942,,HEALTH CARE,13G,01/31/2022,,10.82
Intellia therapeutics inc,NTLA,"",2100348.0,248345000.0,0.0224284,0.0296,496,-244190.0,-10.415272,reduction,2.8127491,Q2 2020,HEALTH CARE,13F,12/31/2021,43.9,59.93
Citizens financial group inc,CFG,"",5238354.0,247512000.0,0.0223531,0.0327,497,-2150955.0,-29.109014,reduction,1.2408963,Q1 2015,FINANCE,13F,12/31/2021,43.43,40.87
Boston scientific inc.,BSX,"",5815950.0,247062000.0,0.0223125,0.0238,498,-19329.0,-0.331244,reduction,0.4076435,Q1 2001,HEALTH CARE,13F,12/31/2021,36.27,44.25
Ralph lauren corp. class a,RL,"",2073289.0,246431000.0,0.0222555,0.0215,499,17507.0,0.851598,addition,4.4793000,Q2 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,82.5591,108.52
Diamondback energy inc,FANG,"",2282625.0,246181000.0,0.0222329,0.0221,500,-199439.0,-8.035208,reduction,1.2866023,Q1 2013,ENERGY,13F,12/31/2021,54.19,138.44
One gas  inc.,OGS,"",3160604.0,245231000.0,0.0221471,0.0217,501,-479270.0,-13.167214,reduction,5.8929722,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,47.03,89.02
Joyy inc,YY,"",5369156.0,243921000.0,0.0220288,0.0238,502,750600.0,16.251833,addition,9.3675059,Q3 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,68.1049,39.58
Selective insurance group inc.,SIGI,"",2971993.0,243525000.0,0.0219931,0.0217,503,-78832.0,-2.583957,reduction,4.9380087,Q1 2001,FINANCE,13F,12/31/2021,26.27,85.79
Warner music group corp. class a,WMG,"",5624866.0,242882000.0,0.021935,0.02,504,665564.0,13.420518,addition,4.1008530,Q2 2020,COMMUNICATIONS,13F,12/31/2021,40.4292,35.65
Mattel inc.,MAT,"",11148139.0,240354000.0,0.0217067,0.0197,505,-102987.0,-0.915348,reduction,3.1649190,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,23.65,22.19
South state corp,SSB,"",2995073.0,239935000.0,0.0216689,0.0215,506,-68975.0,-2.251107,reduction,4.3576962,Q3 2013,FINANCE,13F,12/31/2021,60.29,77.77
Raytheon technologies corp. (united technologies),RTX,"",2785200.0,239694000.0,0.0216471,0.0222,507,47151.0,1.722066,addition,0.1868925,Q1 2001,INDUSTRIALS,13F,12/31/2021,52.1244,104.27
Darling ingredients inc,DAR,"",3458564.0,239644000.0,0.0216426,0.0221,508,192691.0,5.900138,addition,2.1468341,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,72.1417,80.37
Blackrock inc. class a,BLK,"",261606.0,239516000.0,0.021631,0.021,509,-4390.0,-1.650401,reduction,0.1720612,Q3 2005,FINANCE,13F,12/31/2021,354.63,688.17
Arvinas holding company llc,ARVN,"",2910606.0,239077000.0,0.0215914,0.0198,510,353452.0,13.822085,addition,5.4868876,Q2 2019,HEALTH CARE,13F,12/31/2021,68.698,66.96
Southwest gas holdings inc,SWX,"",3388301.0,237350000.0,0.0214354,0.0219,511,-95197.0,-2.732799,reduction,5.5982885,Q2 2005,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,62.87,83.5
Esco technologies inc,ESE,"",2636105.0,237223000.0,0.0214239,0.0196,512,-60748.0,-2.252551,reduction,10.1417066,Q4 2005,INDUSTRIALS,13F,12/31/2021,39.05,64.56
Xencor inc,XNCR,"",5908683.0,237056000.0,0.0214088,0.0182,513,-23490.0,-0.395976,reduction,10.1034978,Q1 2015,HEALTH CARE,13F,12/31/2021,27.08,26.69
Infosys ltd adr,INFY,"",9364573.0,237017000.0,0.0214053,0.023,514,-1612774.0,-14.691838,reduction,0.2226724,Q1 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,13.63,20.46
Icici bank ltd. ads adr,IBN,"",11960963.0,236707000.0,0.0213773,0.02,515,716205.0,6.369234,addition,0.3444817,Q3 2009,FINANCE,13F,12/31/2021,13.6134,19.69
Belden inc,BDC,"",3579702.0,235294000.0,0.0212497,0.0221,516,-442026.0,-10.990947,reduction,7.9563412,Q2 2001,INDUSTRIALS,13F,12/31/2021,40.21,49.06
Brighthouse financial inc,BHF,"",4520762.0,234175000.0,0.0211487,0.0204,517,-280215.0,-5.836625,reduction,5.8994340,Q3 2017,FINANCE,13F,12/31/2021,42.03,53.43
Eqt corporation (equitable gas co.),EQT,"",10563319.0,230386000.0,0.0208065,0.0476,518,-14116241.0,-57.198106,reduction,2.8092196,Q2 2004,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,16.89,42.36
Fate therapeutics inc,FATE,"",3933938.0,230175000.0,0.0207874,0.0221,519,-22557.0,-0.570126,reduction,4.0796766,Q4 2017,HEALTH CARE,13F,12/31/2021,51.3,37.77
Spx corp,SPXC,"",4608622.0,227712013.02,0.020565,,520,205157.0,4.65899,addition,10.1306626,,INDUSTRIALS,13G,03/31/2022,,44.73
Autozone inc.,AZO,"",108222.0,226876000.0,0.0204895,0.0201,521,-17747.0,-14.088387,reduction,0.5452301,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,1028.14,2164.6
Pacific premier bancorp.  inc.,PPBI,"",5647159.0,226056000.0,0.0204154,0.0223,522,-70109.0,-1.226268,reduction,5.9663896,Q3 2016,FINANCE,13F,12/31/2021,29.1,34.3
Nisource inc equity units due 12/01/2023,NIMC,"",2015586.0,225453000.0,0.020361,0.0215,523,-195408.0,-8.838016,reduction,1.8810364,Q2 2021, ,13F,12/31/2021,102.79,120.352
Kymera therapeutics  inc.,KYMR,"",3550528.0,225423000.0,0.0203583,0.0179,524,317331.0,9.814775,addition,6.8670883,Q3 2020,HEALTH CARE,13F,12/31/2021,51.3969,38.04
Farfetch ltd,FTCH,"",14901931.0,225317196.72,0.0203487,,525,-20208529.0,-57.557004,reduction,4.4098568,,CONSUMER DISCRETIONARY,13G,03/31/2022,,13.63
Equitrans midstream corp,ETRN,"",21697668.0,224354000.0,0.0202617,0.0211,526,-432535.0,-1.954501,reduction,4.9957425,Q4 2018,ENERGY,13F,12/31/2021,15.08,8.21
Vistra energy corp,VST,"",9783248.0,222765000.0,0.0201182,0.0287,527,-8020455.0,-45.049364,reduction,2.1798487,Q2 2017,ENERGY,13F,12/31/2021,18.62,24.03
Monro muffler brake  inc.,MNRO,"",3814040.0,222244000.0,0.0200712,0.0196,528,186330.0,5.136298,addition,11.3695685,Q2 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,48.9202,46.27
Scholastic corp.,SCHL,"",5542917.0,221495000.0,0.0200035,0.0186,529,-12229.0,-0.220138,reduction,16.9179455,Q1 2001,COMMUNICATIONS,13F,12/31/2021,31.21,39.69
Acadia pharmaceuticals inc,ACAD,"",9486261.0,221409000.0,0.0199957,0.0148,530,53717.0,0.569486,addition,5.8846405,Q4 2012,HEALTH CARE,13F,12/31/2021,27.2378,23.47
American water works co inc,AWK,"",1162907.0,219627000.0,0.0198348,0.0192,531,-42297.0,-3.50953,reduction,0.6405869,Q3 2010,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,90.56,166.16
Colgate-palmolive co.,CL,"",2566549.0,219029000.0,0.0197808,0.023,532,-662526.0,-20.517517,reduction,0.3053258,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,65.89,80.94
Planet fitness inc,PLNT,"",2406288.0,217962000.0,0.0196844,0.0155,533,311450.0,14.867498,addition,2.8526381,Q4 2017,CONSUMER DISCRETIONARY,13F,12/31/2021,63.3922,86.29
