Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Ferrari n.v.,RACE,"",2497953.0,646944000.0,0.143243,0.1425,138,-421089.0,-14.425589,reduction,1.3520874,Q2 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,206.05,219.99
Transdigm group inc,TDG,"",1013093.0,644607000.0,0.142725,0.1476,139,445.0,0.043944,addition,1.8266408,Q1 2017,INDUSTRIALS,13F,12/31/2021,395.2359,638.48
Otis worldwide corp,OTIS,"",7361047.0,640926000.0,0.14191,0.1412,140,2611.0,0.035483,addition,1.7321645,Q2 2020,INDUSTRIALS,13F,12/31/2021,58.4302,74.75
Okta inc,OKTA,"",2819551.0,632059000.0,0.139947,0.1488,141,132406.0,4.927386,addition,1.8832168,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,228.5635,143.57
Mondelez international inc. (kraft foods),MDLZ,"",9507029.0,630411000.0,0.139582,0.1236,142,401044.0,4.40418,addition,0.6815211,Q4 2007,CONSUMER STAPLES,13F,12/31/2021,58.044,63.72
Cummins inc,CMI,"",2864319.0,624823000.0,0.138345,0.1783,143,-538584.0,-15.827192,reduction,2.0110824,Q2 2020,INDUSTRIALS,13F,12/31/2021,183.5,195.94
Hasbro inc.,HAS,"",7595793.0,622247362.56,0.137775,,144,-7816598.0,-50.716323,reduction,5.4661814,,CONSUMER DISCRETIONARY,13G,03/31/2022,,85.22
Wyndham hotels & resorts inc,WH,"",6837833.0,613012000.0,0.13573,0.1885,145,-3629232.0,-34.672872,reduction,7.4078200,Q1 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,48.77,86.68
First republic bank (ca),FRC,"",2875839.0,593892000.0,0.131496,0.1325,146,-68109.0,-2.313526,reduction,1.9750285,Q3 2018,FINANCE,13F,12/31/2021,113.65,160.75
Nxp semiconductors n.v.,NXPI,"",2554483.0,581860000.0,0.128832,0.1167,147,1019.0,0.039907,addition,0.9729950,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,201.1706,170.0
United rentals  inc.,URI,"",1729559.0,574714000.0,0.12725,0.2,148,-713197.0,-29.196408,reduction,2.3957746,Q2 2020,INDUSTRIALS,13F,12/31/2021,272.76,331.07
Copart inc.,CPRT,"",3756052.0,569493000.0,0.126094,0.1182,149,102421.0,2.803266,addition,1.5815135,Q2 2020,INDUSTRIALS,13F,12/31/2021,103.1682,116.98
Zimmer biomet holdings inc,ZBH,"",4570363.38,563718000.0,0.124815,0.207,150,-1672552.11,-26.791202,reduction,2.1212832,Q1 2020,HEALTH CARE,13F,12/31/2021,112.88,126.0
Danaher corp.,DHR,"",1697611.0,558531000.0,0.123667,0.1205,151,1084.0,0.063895,addition,0.2373111,Q1 2010,HEALTH CARE,13F,12/31/2021,146.0969,276.98
Prologis  inc.,PLD,"",3314717.0,558066000.0,0.123564,0.098,152,-34508.0,-1.030328,reduction,0.4479347,Q4 2019,REAL ESTATE,13F,12/31/2021,95.45,162.7
Costco co.,COST,"",976535.0,554369000.0,0.122745,0.0957,153,64093.0,7.024337,addition,0.2203252,Q4 2007,CONSUMER STAPLES,13F,12/31/2021,151.1779,590.39
Exelon corp,EXC,"",13381666.6,551302000.0,0.122066,0.1022,154,677345.46,5.331615,addition,0.9738127,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,42.7569,49.03
Federal realty investment trust,FRT,"",4039858.0,550713000.0,0.121936,0.1112,155,1195.0,0.029589,addition,5.1386691,Q2 2020,REAL ESTATE,13F,12/31/2021,82.4159,123.26
Integra lifesciences holdings corp,IART,"",8219133.0,550614000.0,0.121914,0.1318,156,-31319.0,-0.379603,reduction,9.8736590,Q2 2016,HEALTH CARE,13F,12/31/2021,48.1,62.68
Blackrock inc. class a,BLK,"",594754.0,544533000.0,0.120568,0.0997,157,85136.0,16.705846,addition,0.3911764,Q2 2020,FINANCE,13F,12/31/2021,613.2615,688.17
American electric power company inc,AEP,"",5974046.0,531511000.0,0.117684,0.1579,158,-2365072.0,-28.361177,reduction,1.1840419,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,72.3,102.04
Cisco systems  inc.,CSCO,"",8222796.0,521079000.0,0.115374,0.1044,159,-551.0,-0.0067,reduction,0.1979409,Q2 2013,INFORMATION TECHNOLOGY,13F,12/31/2021,42.96,51.17
Mgm growth properties llc,MGP,"",12429030.0,507726000.0,0.112418,0.1205,160,-1051606.0,-7.800863,reduction,7.9291893,Q2 2016,REAL ESTATE,13F,12/31/2021,30.85,39.54
Omnicom group inc.,OMC,"",6896404.0,505300000.0,0.111881,0.1166,161,388.0,0.005626,addition,3.3324412,Q4 2020,COMMUNICATIONS,13F,12/31/2021,63.5905,78.69
Texas instruments  inc.,TXN,"",2679337.0,504975000.0,0.111809,0.1202,162,-332.0,-0.01239,reduction,0.2903242,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,74.61,173.66
Thor industries  inc.,THO,"",4863269.0,504666000.0,0.11174,0.1673,163,-979786.0,-16.768386,reduction,8.8374476,Q4 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,64.1,79.99
Grab holdings limited,GRAB,"",71779510.0,504301000.0,0.11166,,164,71779510.0,,new,1.9838416,Q4 2021,FINANCE,13F,12/31/2021,7.13,3.2
Sherwin-williams co.,SHW,"",1420130.0,500113000.0,0.110732,0.1774,165,-1298165.0,-47.75659,reduction,0.5450558,Q3 2019,MATERIALS,13F,12/31/2021,208.49,252.9
Entergy corp.,ETR,"",4396912.0,495312000.0,0.109669,0.176,166,-3199892.0,-42.121555,reduction,2.1877220,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,99.0,124.2
Kraft heinz co. (the),KHC,"",13597607.0,488154000.0,0.108084,0.1334,167,-1937779.0,-12.473324,reduction,1.1111514,Q4 2020,CONSUMER STAPLES,13F,12/31/2021,35.94,42.29
Qorvo inc,QRVO,"",3055598.0,477865000.0,0.105806,0.1065,168,325801.0,11.93499,addition,2.8179952,Q1 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,93.1926,113.38
Cms energy corp. (consumers power co.),CMS,"",7207011.0,468816000.0,0.103803,0.1004,169,1958.0,0.027175,addition,2.4840042,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,53.2532,71.55
Petroleo brasileiro sa (petrobras) adr,PBR,"",42233534.0,463728000.0,0.102676,0.1132,170,-4707381.0,-10.028311,reduction,1.1349697,Q2 2017,ENERGY,13F,12/31/2021,7.2,14.71
Xp inc.,XP,"",16112242.0,463061000.0,0.102528,0.1578,171,-723125.0,-4.295273,reduction,4.2651497,Q4 2019,FINANCE,13F,12/31/2021,39.88,28.2
Amerisourcebergen corp (holding co),ABC,"",3417884.0,454203000.0,0.100567,0.0952,172,1936.0,0.056675,addition,1.6342766,Q2 2021,CONSUMER STAPLES,13F,12/31/2021,114.5004,161.21
Citigroup  inc.,C,"",7508686.0,453450000.0,0.1004,0.5962,173,-28903315.0,-79.378541,reduction,0.3790553,Q1 2020,FINANCE,13F,12/31/2021,59.72,50.93
Dow inc,DOW,"",7862220.0,445945000.0,0.0987387,0.1131,174,-556627.0,-6.611677,reduction,1.0695649,Q2 2019,MATERIALS,13F,12/31/2021,43.3,65.49
Alcon inc,ALC,"",4896425.0,433838000.0,0.0960581,0.0924,175,5027.0,0.102772,addition,0.9958155,Q2 2019,HEALTH CARE,13F,12/31/2021,60.1677,76.9
Arch capital group ltd.,ACGL,"",9722713.0,432175000.0,0.0956899,0.0904,176,-428355.0,-4.219802,reduction,2.5650747,Q3 2017,FINANCE,13F,12/31/2021,17.41,48.98
Marriott international inc/md,MAR,"",2613840.0,431907000.0,0.0956305,0.0913,177,-27631.0,-1.046046,reduction,0.7987187,Q3 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,98.85,180.51
Stifel financial corp,SF,"",6080494.0,428188000.0,0.0948071,0.0964,178,731.0,0.012023,addition,5.7136343,Q4 2020,FINANCE,13F,12/31/2021,50.7124,65.31
D.r. horton  inc.,DHI,"",3937996.0,427076000.0,0.0945609,0.0789,179,-91874.0,-2.279825,reduction,1.1113039,Q1 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,61.86,72.51
Aptiv plc 5.50% series a mandatory convertible preferred shares due 6/15/2023,APTV+A,"",2299696.0,423351000.0,0.0937361,,180,2299696.0,,new,N/A,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,184.09,124.39
Alexandria real estate equities  inc.,ARE,"",1892385.0,421926000.0,0.0934206,0.0857,181,-29689.0,-1.544634,reduction,1.1831597,Q4 2014,REAL ESTATE,13F,12/31/2021,134.65,196.18
Equifax inc.,EFX,"",1435308.0,420241000.0,0.0930475,0.0879,182,-51793.0,-3.482817,reduction,1.1677793,Q3 2017,INDUSTRIALS,13F,12/31/2021,181.13,216.38
U.s. bancorp (first national bank of cincinnati),USB,"",7398238.0,415559000.0,0.0920108,0.1026,183,-1157.0,-0.015636,reduction,0.4981849,Q4 2010,FINANCE,13F,12/31/2021,45.1,52.71
Danaher conv pref shs series b,DHR/PB,"",236991.0,411931000.0,0.0912075,,184,236991.0,,new,N/A,Q4 2021, ,13F,12/31/2021,,
Marqeta inc,MQ,"",37142198.0,410049865.92,0.090791,,185,4908782.0,15.228861,addition,8.7231998,,INFORMATION TECHNOLOGY,13G,03/31/2022,,11.22
Nu holdings ltd,NU,"",44732590.0,401393000.0,0.0888743,,186,44732590.0,,new,No Data,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,9.38,7.03
Berkshire hathaway inc class b,BRK.B,"",1331075.0,397991000.0,0.088121,0.0847,187,1388.0,0.104385,addition,0.1033737,Q4 2012,FINANCE,13F,12/31/2021,199.7236,344.33
Western union co (the),WU,"",22206325.0,396161000.0,0.0877158,0.1063,188,-325827.0,-1.446054,reduction,5.6428897,Q4 2012,FINANCE,13F,12/31/2021,19.41,18.95
L3harris technologies inc,LHX,"",1833963.0,391073000.0,0.0865893,0.1072,189,-251944.0,-12.078391,reduction,0.9499456,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,161.79,257.41
Helen of troy ltd.,HELE,"",1599132.0,390940000.0,0.0865598,0.0925,190,-166442.0,-9.427076,reduction,6.6252131,Q2 2019,CONSUMER STAPLES,13F,12/31/2021,151.62,204.62
Mattel inc.,MAT,"",18094976.0,390128000.0,0.08638,0.0783,191,218.0,0.001205,addition,5.1371025,Q2 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,13.6601,22.19
Arista networks inc,ANET,"",2703379.0,388611000.0,0.0860441,0.0542,192,403.0,0.014909,addition,0.8783862,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,126.6825,126.58
Crowdstrike holdings inc,CRWD,"",1887987.0,386565000.0,0.0855911,0.1842,193,-1324656.0,-41.232593,reduction,0.8987926,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,100.05,235.22
Intuit  inc.,INTU,"",577253.0,371301000.0,0.0822115,0.0727,194,-76.0,-0.013164,reduction,0.2041116,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,241.49,465.11
Iqvia holdings inc,IQV,"",1279717.0,361062000.0,0.0799444,0.0743,195,-49144.0,-3.698205,reduction,0.6703069,Q1 2018,HEALTH CARE,13F,12/31/2021,114.1,238.48
Diamondback energy inc,FANG,"",3307667.0,356727000.0,0.0789846,0.1267,196,-2427162.0,-42.32318,reduction,1.8643675,Q2 2018,ENERGY,13F,12/31/2021,106.89,138.44
Five below inc,FIVE,"",1721694.0,356201000.0,0.0788681,0.0722,197,-27851.0,-1.5919,reduction,3.0730605,Q3 2012,CONSUMER DISCRETIONARY,13F,12/31/2021,81.62,179.54
Kla corp,KLAC,"",812168.0,349322000.0,0.077345,0.0678,198,-56254.0,-6.477726,reduction,0.5388755,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,330.4,321.48
Yum! brands  inc. (tricon global restaurants),YUM,"",2505877.0,347966000.0,0.0770447,0.067,199,158467.0,6.750717,addition,0.8671425,Q4 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,103.0101,122.97
Haemonetics corp. (ma),HAE,"",5452033.0,344677526.26,0.0763166,,200,3402873.0,166.06185,addition,10.6669201,,HEALTH CARE,13G,03/31/2022,,56.82
Analog devices inc,ADI,"",1956412.0,343879000.0,0.0761398,0.0764,201,1056.0,0.054006,addition,0.3738497,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,142.5879,156.5
Svb financial group,SIVB,"",501964.0,340452000.0,0.075381,0.0855,202,-64603.0,-11.402535,reduction,0.8535412,Q4 2016,FINANCE,13F,12/31/2021,194.5,507.06
East west bancorp  inc.,EWBC,"",4240728.0,333660000.0,0.0738772,0.0767,203,-1073.0,-0.025296,reduction,2.9883535,Q2 2015,FINANCE,13F,12/31/2021,58.01,74.96
Herbalife nutrition ltd,HLF,"",8132290.0,332860000.0,0.0737001,0.1265,204,-4664839.0,-36.452231,reduction,7.4019851,Q2 2014,HEALTH CARE,13F,12/31/2021,26.99,29.72
Pioneer natural resources co.,PXD,"",1797420.0,326915000.0,0.0723838,0.122,205,-1344342.0,-42.789428,reduction,0.7400322,Q2 2020,ENERGY,13F,12/31/2021,128.63,254.75
Petroleo brasileiro sa petrobras class a adr,PBR.A,"",32197868.0,325520000.0,0.0720749,0.1829,206,-46186851.0,-58.923285,reduction,1.1495045,Q4 2016,ENERGY,13F,12/31/2021,7.39,13.29
Kimco realty corp.,KIM,"",13082587.0,322486000.0,0.0714031,0.0821,207,-3886571.0,-22.903735,reduction,2.1172150,Q3 2017,REAL ESTATE,13F,12/31/2021,16.62,25.13
Janus henderson group plc,JHG,"",7665505.0,321491000.0,0.0711828,0.0966,208,-2358032.0,-23.524949,reduction,4.5345634,Q3 2019,FINANCE,13F,12/31/2021,25.84,32.72
Lufax holding ltd ads,LU,"",56801759.0,319794000.0,0.0708071,0.0905,209,1205276.0,2.1679,addition,2.3068567,Q4 2020,COMMUNICATIONS,13F,12/31/2021,11.6201,5.46
Draftkings inc cl a,DKNG,"",11634013.0,319586000.0,0.070761,0.1306,210,7912.0,0.068054,addition,2.8467489,Q2 2020,FINANCE,13F,12/31/2021,37.9529,16.49
Lowes companies  inc.,LOW,"",1232875.0,318674000.0,0.0705591,0.0584,211,-131.0,-0.010624,reduction,0.1863584,Q1 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,89.36,201.28
Freshpet inc,FRPT,"",3164445.0,301477000.0,0.0667514,0.0984,212,208604.0,7.057348,addition,7.2837230,Q3 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,108.0669,112.88
Yeti holdings inc,YETI,"",3612788.0,299247000.0,0.0662577,0.0738,213,-78370.0,-2.123182,reduction,4.1501659,Q4 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,30.71,54.27
Albemarle corp.,ALB,"",1241023.0,290114000.0,0.0642355,0.0623,214,21735.0,1.782598,addition,1.0596855,Q2 2021,MATERIALS,13F,12/31/2021,190.9041,210.89
Exxonmobil corp. (standard oil of new jersey),XOM,"",4732366.0,289573000.0,0.0641157,0.0862,215,-1551988.0,-24.696063,reduction,0.1117813,Q4 2007,ENERGY,13F,12/31/2021,70.38,87.83
Broadcom inc  8.00% mandatory convertible preferred stock  series a due 9/30/2022,AVGOP,"",139393.0,289295000.0,0.0640541,,216,139393.0,,new,3.7295786,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,2075.39,1789.49
Franklin resources inc,BEN,"",8613180.0,288455000.0,0.0638682,0.0549,217,701374.0,8.864904,addition,1.7153479,Q4 2020,FINANCE,13F,12/31/2021,26.4446,25.57
Icon plc ads,ICLR,"",919952.0,284909000.0,0.063083,0.0562,218,201.0,0.021854,addition,1.1558638,Q3 2021,HEALTH CARE,13F,12/31/2021,262.0304,246.04
West pharmaceutical services inc,WST,"",604759.0,283638000.0,0.0628016,0.0655,219,-56636.0,-8.563113,reduction,0.8141439,Q4 2018,HEALTH CARE,13F,12/31/2021,102.93,381.22
Coinbase global inc,COIN,"",1118719.0,282331000.0,0.0625122,0.0594,220,-177.0,-0.015819,reduction,0.6535724,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,227.48,147.29
Telus international (cda) inc.,TIXT,"",8338314.0,275665000.0,0.0610363,0.0568,221,1382428.0,19.874219,addition,12.6249403,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,32.5344,23.94
Futu holdings ltd,FUTU,"",6361245.0,275440000.0,0.0609864,0.135,222,3145.0,0.049464,addition,7.4686130,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,164.0403,34.77
Mccormick & co. non-voting shares,MKC,"",2715110.0,262307000.0,0.0580786,0.0553,223,-211197.0,-7.217185,reduction,1.0888659,Q1 2019,CONSUMER STAPLES,13F,12/31/2021,87.71,101.57
Stericycle inc.,SRCL,"",4345073.0,259140000.0,0.0573774,0.0556,224,840222.0,23.973116,addition,4.7273498,Q2 2020,INDUSTRIALS,13F,12/31/2021,59.6723,55.38
Lam research corp.,LRCX,"",360225.0,259056000.0,0.0573588,0.0799,225,-241186.0,-40.103357,reduction,0.2582255,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,595.24,456.16
Monster beverage corp.,MNST,"",2693892.0,258721000.0,0.0572846,0.0502,226,271081.0,11.188698,addition,0.5088971,Q1 2021,CONSUMER STAPLES,13F,12/31/2021,91.6511,82.59
South state corp,SSB,"",3095366.0,247970000.0,0.0549042,0.0549,227,-56256.0,-1.784986,reduction,4.5036180,Q2 2020,FINANCE,13F,12/31/2021,64.14,77.77
Glaxosmithkline plc adr,GSK,"",5568762.0,245582000.0,0.0543754,0.0496,228,-754.0,-0.013538,reduction,0.2190878,Q1 2020,HEALTH CARE,13F,12/31/2021,40.09,46.32
Oak street health  inc.,OSH,"",7360139.0,243915000.0,0.0540063,0.0326,229,4072919.0,123.901625,addition,3.0541161,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,37.3338,25.9
Zto express cayman inc adr,ZTO,"",8630100.0,243541000.0,0.0539235,0.0617,230,657.0,0.007613,addition,1.3896486,Q1 2021,INDUSTRIALS,13F,12/31/2021,29.1499,26.31
Relx plc adr,RELX,"",7449934.0,242942000.0,0.0537909,0.0502,231,-33.0,-0.000443,reduction,0.3850847,Q2 2020,COMMUNICATIONS,13F,12/31/2021,22.9,31.58
Vontier corp.,VNT,"",7812341.0,240078000.0,0.0531568,0.1139,232,-6713867.0,-46.218993,reduction,4.8464418,Q4 2020,INDUSTRIALS,13F,12/31/2021,32.15,25.02
Nasdaq inc,NDAQ,"",1138240.0,239042000.0,0.0529274,0.0766,233,-562970.0,-33.092328,reduction,0.6923091,Q1 2019,FINANCE,13F,12/31/2021,102.96,178.55
Peloton interactive inc,PTON,"",6665016.0,238341000.0,0.0527722,0.1781,234,-2103507.0,-23.989297,reduction,2.1997033,Q3 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,69.67,23.87
Nutrien ltd,NTR,"",3131868.0,235516000.0,0.0521467,0.0474,235,-462.0,-0.014749,reduction,0.5680874,Q3 2015,MATERIALS,13F,12/31/2021,36.88,112.0
Air products & chemicals inc,APD,"",767945.0,233655000.0,0.0517346,0.0459,236,219.0,0.028526,addition,0.3463621,Q1 2021,MATERIALS,13F,12/31/2021,282.1763,246.84
Xcel energy inc. (northern states power co. (mn)),XEL,"",3375576.0,228526000.0,0.050599,0.0492,237,-469.0,-0.013892,reduction,0.6202666,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,22.7,74.34
Agilon health inc,AGL,"",8331369.0,224947000.0,0.0498066,0.035,238,2610640.0,45.634743,addition,2.1164116,Q2 2021,HEALTH CARE,13F,12/31/2021,31.6349,23.07
Royal caribbean group note 4.250% 6/1,DEBT-ROYA,PRN,172490000.0,220356000.0,0.04879,0.0567,239,92000.0,0.053365,addition,N/A,Q3 2021, ,13F,12/31/2021,,
Americold realty trust,COLD,"",6690330.0,219376000.0,0.048573,0.0308,240,2147431.0,47.270058,addition,2.4918544,Q1 2020,INDUSTRIALS,13F,12/31/2021,34.4536,28.07
Cullen/frost bankers  inc. (frost national bank) (san antonio  tx),CFR,"",1732189.0,218377000.0,0.0483519,0.0501,241,-78260.0,-4.322685,reduction,2.7055489,Q1 2021,FINANCE,13F,12/31/2021,110.01,139.54
Zoom video communications inc,ZM,"",1174101.0,215929000.0,0.0478098,0.0716,242,340.0,0.028967,addition,0.4747885,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,237.3945,110.31
Darden restaurants inc,DRI,"",1426520.0,214886000.0,0.0475789,0.0357,243,416048.0,41.17363,addition,1.1168798,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,108.5642,131.45
Zoominfo technologies inc.,ZI,"",3317349.0,212974000.0,0.0471556,0.0465,244,59445.0,1.824639,addition,0.8225473,Q2 2020,COMMUNICATIONS,13F,12/31/2021,55.2434,55.0
Live oak bancshares inc,LOB,"",2435243.0,212572000.0,0.0470665,0.0361,245,0.0,0.0,,5.5705214,Q3 2020,FINANCE,13F,12/31/2021,43.08,46.97
Warby parker inc,WRBY,"",4563269.0,212466000.0,0.0470431,0.0219,246,2795782.0,158.178363,addition,4.7893022,Q3 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,49.0738,28.18
Avidxchange holdings inc,AVDX,"",14693518.0,210100000.0,0.0465192,,247,14693518.0,,new,7.4648222,Q4 2021, ,13F,12/31/2021,15.06,8.63
Progressive corp.,PGR,"",2006119.0,205928000.0,0.0455955,0.0423,248,-649.0,-0.032341,reduction,0.3430151,Q2 2013,FINANCE,13F,12/31/2021,26.48,112.11
Sentinelone inc,S,"",4046225.0,204294000.0,0.0452337,0.025,249,2046225.0,102.31125,addition,9.7081670,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,46.5406,37.12
Centene corp,CNC,"",2425101.0,199844000.0,0.0442484,0.0352,250,1249.0,0.05153,addition,0.4160585,Q3 2019,HEALTH CARE,13F,12/31/2021,50.5964,86.54
Grocery outlet holding corp,GO,"",6876031.0,194454000.0,0.043055,0.0346,251,5406.0,0.078683,addition,7.1598867,Q2 2019,CONSUMER STAPLES,13F,12/31/2021,34.1754,34.54
Bilibili inc,BILI,"",4164860.0,193274000.0,0.0427937,0.0735,252,-599998.0,-12.592149,reduction,1.3705958,Q4 2020,COMMUNICATIONS,13F,12/31/2021,98.04,24.94
Edwards lifesciences corp.,EW,"",1489016.0,192915000.0,0.0427142,0.169,253,-4909845.0,-76.729984,reduction,0.2396549,Q2 2018,HEALTH CARE,13F,12/31/2021,25.89,120.02
Electronic arts  inc.,EA,"",1420128.0,187315000.0,0.0414743,0.0471,254,0.0,0.0,,0.5049842,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,111.98,122.6
Target corp.,TGT,"",808720.0,187170000.0,0.0414422,0.0551,255,-224000.0,-21.690294,reduction,0.1748894,Q2 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,136.46,237.2
Matson inc,MATX,"",1982674.0,178500000.0,0.0395225,0.0373,256,0.0,0.0,,4.8533896,Q2 2017,REAL ESTATE,13F,12/31/2021,30.29,87.43
Rapid7 inc,RPD,"",1516119.0,178432000.0,0.0395074,0.0403,257,-11247.0,-0.736366,reduction,2.6104632,Q2 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,75.43,112.82
Independent bank group inc,IBTX,"",2466146.0,177932000.0,0.0393967,0.0412,258,-21600.0,-0.868256,reduction,5.7437106,Q3 2020,FINANCE,13F,12/31/2021,64.88,70.0
Coursera inc,COUR,"",7253098.0,177266000.0,0.0392493,0.0495,259,550200.0,8.20839,addition,5.0614336,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,41.6845,22.3
Enbridge  inc. (interprovincial pipe line system - ipl energy),ENB,"",4528419.0,176884000.0,0.0391647,0.0611,260,-2041076.0,-31.068994,reduction,0.2234960,Q2 2015,ENERGY,13F,12/31/2021,33.64,46.22
Everi holdings inc,EVRI,"",8222088.0,175542000.0,0.0388676,0.0479,261,-273257.0,-3.21655,reduction,8.9948152,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,8.45,19.32
Shell plc,SHEL,"",4023684.0,174628000.0,0.0386652,0.0418,262,-723.0,-0.017965,reduction,0.1962179,Q4 2007,ENERGY,13F,12/31/2021,51.79,57.11
Gaming and leisure properties inc,GLPI,"",3539377.0,172226000.0,0.0381333,0.0664,263,-2605075.0,-42.39719,reduction,1.4849425,Q4 2020,REAL ESTATE,13F,12/31/2021,42.49,46.72
Ss&c technologies holdings inc,SSNC,"",2054607.0,168437000.0,0.0372944,0.0627,264,-1816075.0,-46.918734,reduction,0.8013311,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,56.86,71.08
Playtika holding corp,PLTK,"",9688821.0,167520000.0,0.0370914,0.0665,265,-631876.0,-6.122416,reduction,2.3511262,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,27.21,19.58
Azul sa adr,AZUL,"",12657199.0,167075000.0,0.0369928,0.0592,266,2269.0,0.01793,addition,11.3796439,Q2 2018,TRANSPORTS,13F,12/31/2021,14.6797,14.7
New york times co. class a,NYT,"",3449245.0,166599000.0,0.0368874,0.0456,267,-521957.0,-13.143552,reduction,2.0691467,Q3 2019,COMMUNICATIONS,13F,12/31/2021,29.07,43.9
Par technology corp.,PAR,"",3092461.0,163189000.0,0.0361324,0.0427,268,115094.0,3.86563,addition,11.4742026,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,44.7308,36.8
Patria investments ltd,PAX,"",9771607.0,162208676.2,0.0359154,,269,4750000.0,94.591233,addition,18.8823324,,FINANCE,13G,02/28/2022,,16.23
Bok financial corp,BOKF,"",1521448.0,160498000.0,0.0355366,0.0318,270,-64.0,-0.004206,reduction,2.2339615,Q1 2021,FINANCE,13F,12/31/2021,88.54,88.6
On semiconductor corp,ON,"",2361681.0,160405000.0,0.035516,0.026,271,-72122.0,-2.963346,reduction,0.5460562,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,14.44,53.26
Conmed corp,CNMD,"",1127056.0,159771000.0,0.0353756,0.0313,272,103061.0,10.0646,addition,3.8320580,Q2 2012,HEALTH CARE,13F,12/31/2021,92.3254,144.13
Globant s.a.,GLOB,"",502610.0,157865000.0,0.0349536,0.034,273,-16228.0,-3.127759,reduction,1.1998072,Q2 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,162.57,233.49
Merck & co,MRK,"",2035947.0,156035000.0,0.0345484,0.0405,274,-275548.0,-11.92077,reduction,0.0806014,Q4 2007,HEALTH CARE,13F,12/31/2021,50.55,86.91
Stoneco ltd,STNE,"",13262221.0,155167985.7,0.0343565,,275,-23888852.0,-64.301917,reduction,5.0228362,,FINANCE,13G,03/31/2022,,10.19
Paylocity holding corp,PCTY,"",651857.0,153943000.0,0.0340852,0.0481,276,-83405.0,-11.343575,reduction,1.1828215,Q3 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,251.91,200.35
Montrose environmental group  inc.,MEG,"",2179882.0,153703000.0,0.0340321,0.0266,277,330136.0,17.84764,addition,7.3462899,Q3 2020,INDUSTRIALS,13F,12/31/2021,46.0208,51.18
On holding ag,ONON,"",4038479.0,152695000.0,0.0338089,0.0088,278,2788479.0,223.07832,addition,1.4586528,Q3 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,35.4329,24.82
