Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Allbirds inc,BIRD,"",648069.0,9773000.0,0.00199641,,3122,648069.0,,new,0.8047491,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,15.08,5.3
Wisdomtree emerging markets ex-state-owned enterprises fund,XSOE,"",265094.0,9769000.0,0.0019956,,3123,265094.0,,new,No Data,Q3 2020,FINANCE,13F,12/31/2021,36.85,31.63
Big lots inc,BIG,CALL,216600.0,9758000.0,0.00199335,0.0017,3124,31200.0,16.828479,addition,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,36.95
Sps commerce inc,SPSC,CALL,68500.0,9751000.0,0.00199192,0.0002,3125,63700.0,1327.083333,addition,N/A,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,124.63
New gold inc. adr,NGD,"",6498246.0,9747000.0,0.0019911,0.0002,3126,5664172.0,679.097059,addition,0.9538684,Q3 2008,MATERIALS,13F,12/31/2021,1.4653,1.9
Global ship lease inc,GSL,PUT,425400.0,9746000.0,0.0019909,0.001,3127,230300.0,118.04203,addition,N/A,Q3 2021,TRANSPORTS,13F,12/31/2021,,24.8
Avalara inc,AVLR,PUT,75300.0,9722000.0,0.001986,0.0021,3128,16800.0,28.717949,addition,N/A,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,,91.5
Redfin corp,RDFN,PUT,253100.0,9717000.0,0.00198497,0.0029,3129,-26000.0,-9.315657,reduction,N/A,Q3 2017,REAL ESTATE,13F,12/31/2021,,14.57
Repay hldgs corp cl a,RPAY,"",531345.0,9708000.0,0.00198314,0.0006,3130,412021.0,345.296001,addition,0.5874116,Q3 2019,FINANCE,13F,12/31/2021,19.44,14.82
Livent corp,LTHM,"",398153.0,9707000.0,0.00198293,0.0028,3131,-181837.0,-31.351747,reduction,0.2460780,Q4 2018,MATERIALS,13F,12/31/2021,17.55,25.02
Vail resorts inc,MTN,CALL,29600.0,9706000.0,0.00198273,0.0044,3132,-33400.0,-53.015873,reduction,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,260.48
Avalonbay communities  inc.,AVB,PUT,38400.0,9699000.0,0.0019813,0.0039,3133,-46500.0,-54.770318,reduction,N/A,Q4 2008,REAL ESTATE,13F,12/31/2021,,246.61
Agco corp,AGCO,PUT,83600.0,9699000.0,0.0019813,0.001,3134,45300.0,118.276762,addition,N/A,Q4 2017,INDUSTRIALS,13F,12/31/2021,,141.51
Goosehead insurance inc,GSHD,"",74494.0,9691000.0,0.00197966,0.0032,3135,-27153.0,-26.713036,reduction,0.3762637,Q4 2019,FINANCE,13F,12/31/2021,110.23,65.39
Fulgent genetics inc,FLGT,CALL,96300.0,9687000.0,0.00197885,0.002,3136,-12200.0,-11.24424,reduction,N/A,Q3 2020,HEALTH CARE,13F,12/31/2021,,56.13
Bloom energy corp,BE,PUT,441500.0,9682000.0,0.00197783,0.0049,3137,-824500.0,-65.126382,reduction,N/A,Q3 2018,INDUSTRIALS,13F,12/31/2021,,22.45
Consumer discretionary select sector spdr,XLY,"",47338.0,9678000.0,0.00197701,,3138,47338.0,,new,No Data,Q4 2021,FINANCE,13F,12/31/2021,204.44,178.4
Madison square garden entertainment corp,MSGE,PUT,137518.0,9673000.0,0.00197599,0.0029,3139,-52540.0,-27.644193,reduction,N/A,Q2 2020,COMMUNICATIONS,13F,12/31/2021,,80.71
Bank of new york mellon corp,BK,"",166473.0,9668000.0,0.00197497,0.0016,3140,13780.0,9.024644,addition,0.0206259,Q1 2008,FINANCE,13F,12/31/2021,45.9726,47.29
Vipshop holdings ltd adr,VIPS,"",1150185.0,9662000.0,0.00197374,0.002,3141,296439.0,34.722154,addition,0.1913262,Q4 2013,COMMUNICATIONS,13F,12/31/2021,20.6549,7.73
Zillow group inc. class b,ZG,PUT,155200.0,9657000.0,0.00197272,0.0025,3142,21600.0,16.167665,addition,N/A,Q1 2012,COMMUNICATIONS,13F,12/31/2021,,46.65
Trane technologies plc,TT,"",47791.0,9655000.0,0.00197231,0.0088,3143,-198392.0,-80.587205,reduction,0.0204639,Q4 2007,INDUSTRIALS,13F,12/31/2021,170.0,148.05
Encore wire corp,WIRE,PUT,67400.0,9645000.0,0.00197027,0.0002,3144,59000.0,702.380952,addition,N/A,Q3 2019,INDUSTRIALS,13F,12/31/2021,,106.68
Stmicroelectronics n.v. ads adr,STM,CALL,196900.0,9624000.0,0.00196598,0.002,3145,-27300.0,-12.176628,reduction,N/A,Q4 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,,36.55
American eagle outfitters inc,AEO,PUT,380000.0,9622000.0,0.00196557,0.0073,3146,-976800.0,-71.992925,reduction,N/A,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,,17.5
Empowerment & inclusion capital i corp.,EPWR,"",986934.0,9613000.0,0.00196373,0.002,3147,-413.0,-0.041829,reduction,3.5758478,Q1 2021,FINANCE,13F,12/31/2021,9.7,9.82
Cf acquisition corp vi,CFVI,"",887641.0,9613000.0,0.00196373,0.0017,3148,60777.0,7.350302,addition,2.8913388,Q2 2021,FINANCE,13F,12/31/2021,9.8053,11.33
Perficient inc.,PRFT,CALL,74300.0,9606000.0,0.0019623,0.0013,3149,19800.0,36.330275,addition,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,,108.08
Olin corp. (mathieson chemical),OLN,CALL,166900.0,9600000.0,0.00196107,0.003,3150,-133700.0,-44.477711,reduction,N/A,Q1 2008,MATERIALS,13F,12/31/2021,,58.21
Canopy growth corp,CGC,CALL,1099500.0,9599000.0,0.00196087,0.0027,3151,171200.0,18.442314,addition,N/A,Q2 2018,HEALTH CARE,13F,12/31/2021,,6.82
Luminar technologies,LAZR,PUT,567400.0,9595000.0,0.00196005,0.0028,3152,-281900.0,-33.192041,reduction,N/A,Q1 2021,FINANCE,13F,12/31/2021,,14.52
Oscar health  inc.,OSCR,"",1221010.0,9585000.0,0.00195801,0.0009,3153,982535.0,412.007548,addition,0.7001204,Q2 2021,FINANCE,13F,12/31/2021,10.2445,8.91
Invitae corp,NVTA,"",626045.0,9560000.0,0.0019529,0.0021,3154,264348.0,73.085483,addition,0.2765573,Q4 2016,HEALTH CARE,13F,12/31/2021,27.4547,6.5
Danaos corp,DAC,"",128030.0,9557000.0,0.00195229,0.001,3155,71573.0,126.774359,addition,0.6180027,Q1 2021,TRANSPORTS,13F,12/31/2021,67.9032,88.77
Novocure ltd,NVCR,"",127269.0,9555000.0,0.00195188,0.0032,3156,-4785.0,-3.623518,reduction,0.1218826,Q4 2016,HEALTH CARE,13F,12/31/2021,113.47,84.24
G squared ascend ii inc,GSQB,"",976233.0,9548000.0,0.00195045,,3157,976233.0,,new,29.8627955,Q4 2021,FINANCE,13F,12/31/2021,9.78,9.83
Cognex corp,CGNX,CALL,122700.0,9541000.0,0.00194902,0.0013,3158,43600.0,55.120101,addition,N/A,Q1 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,,70.22
Stevanato group spa,STVN,"",424887.0,9539000.0,0.00194861,0.0029,3159,-130256.0,-23.463504,reduction,0.1437663,Q3 2021,HEALTH CARE,13F,12/31/2021,25.31,19.94
Vanguard real estate index fund-etf shares,VNQ,"",82131.0,9528000.0,0.00194637,0.01,3160,-391011.0,-82.641363,reduction,No Data,Q4 2014,REAL ESTATE,13F,12/31/2021,100.4,108.74
Bumble inc,BMBL,CALL,281300.0,9525000.0,0.00194575,0.002,3161,84700.0,43.082401,addition,N/A,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,25.91
Green plains inc,GPRE,CALL,273900.0,9521000.0,0.00194494,0.0022,3162,-43700.0,-13.759446,reduction,N/A,Q4 2013,ENERGY,13F,12/31/2021,,31.2
Franchise group inc,FRG,"",182467.0,9517000.0,0.00194412,0.0008,3163,72422.0,65.811259,addition,0.4527918,Q1 2021,FINANCE,13F,12/31/2021,42.1607,38.41
Hydrofarm holdings group  inc.,HYFM,PUT,336400.0,9517000.0,0.00194412,0.0023,3164,42100.0,14.305131,addition,N/A,Q1 2021,INDUSTRIALS,13F,12/31/2021,,12.31
Omnicom group inc.,OMC,CALL,129800.0,9510000.0,0.00194269,0.0014,3165,34100.0,35.632184,addition,N/A,Q1 2015,COMMUNICATIONS,13F,12/31/2021,,78.69
Hf sinclair corporation,DINO,CALL,290100.0,9509000.0,0.00194248,0.0025,3166,-78300.0,-21.254072,reduction,N/A,Q3 2011,ENERGY,13F,12/31/2021,,38.15
Altimmune inc,ALT,"",1037954.0,9508000.0,0.00194228,0.0026,3167,-51898.0,-4.761931,reduction,2.4014104,Q1 2019,HEALTH CARE,13F,12/31/2021,10.95,5.23
Gores guggenheim inc,GGPI,"",822978.0,9499000.0,0.00194044,0.0044,3168,-1249139.0,-60.283227,reduction,1.0287225,Q2 2021,FINANCE,13F,12/31/2021,9.77,11.89
Sabre corp,SABR,PUT,1105200.0,9494000.0,0.00193942,0.0045,3169,-732800.0,-39.869423,reduction,N/A,Q4 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,,10.99
Tower semiconductor ltd,TSEM,"",239107.0,9488000.0,0.00193819,0.0005,3170,165932.0,226.760506,addition,0.2195994,Q2 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,33.2074,48.13
Banco santander s.a. adr,SAN,"",2881026.0,9479000.0,0.00193636,0.0005,3171,2194675.0,319.75986,addition,0.0166143,Q4 2012,FINANCE,13F,12/31/2021,3.1971,3.39
Corecivic inc. (corrections corp. of america),CXW,"",950518.0,9477000.0,0.00193595,0.0022,3172,-248963.0,-20.755894,reduction,0.7902231,Q4 2007,REAL ESTATE,13F,12/31/2021,7.53,13.45
On holding ag,ONON,PUT,250500.0,9471000.0,0.00193472,0.0011,3173,76700.0,44.131185,addition,N/A,Q3 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,24.82
Trupanion inc,TRUP,PUT,71700.0,9467000.0,0.00193391,0.0005,3174,41200.0,135.081967,addition,N/A,Q4 2017,FINANCE,13F,12/31/2021,,81.07
Digitalbridge group inc,DBRG,"",1136105.0,9464000.0,0.00193329,0.0006,3175,655098.0,136.193028,addition,0.1996929,Q3 2014,REAL ESTATE,13F,12/31/2021,6.5941,7.14
Endeavor group holdings  inc.,EDR,CALL,271200.0,9462000.0,0.00193288,0.0015,3176,11700.0,4.508671,addition,N/A,Q2 2021,COMMUNICATIONS,13F,12/31/2021,,26.91
Pg&e corp. (pacific gas & electric),PCG,"",779121.0,9459000.0,0.00193227,0.0116,3177,-5022981.0,-86.571746,reduction,0.0316056,Q1 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,10.83,12.3
Spirit of tx bancshares inc,STXB,"",328559.0,9456000.0,0.00193166,,3178,328559.0,,new,1.8822246,Q1 2020,FINANCE,13F,12/31/2021,28.78,
Duolingo inc,DUOL,CALL,89100.0,9454000.0,0.00193125,0.0011,3179,58200.0,188.349515,addition,N/A,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,89.82
Artemis strategic investment corp,ARTE,"",942614.0,9454000.0,0.00193125,,3180,942614.0,,new,4.6837963,Q4 2021,FINANCE,13F,12/31/2021,10.168,9.97
James river group holdings ltd,JRVR,"",328117.0,9453000.0,0.00193105,0.0002,3181,308875.0,1605.212556,addition,0.8761863,Q4 2014,FINANCE,13F,12/31/2021,29.8398,24.25
Bhp group ltd,BHP,"",156536.0,9447000.0,0.00192982,0.0081,3182,-573097.0,-78.545927,reduction,0.0061844,Q4 2018,ENERGY,13F,12/31/2021,63.23,78.15
Kratos defense & security solutions inc,KTOS,"",486939.0,9447000.0,0.00192982,0.0001,3183,474600.0,3846.34087,addition,0.3906665,Q1 2021,INDUSTRIALS,13F,12/31/2021,19.6058,19.19
Canadian solar inc,CSIQ,"",301881.0,9446000.0,0.00192962,0.0018,3184,55309.0,22.431176,addition,0.5031548,Q1 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,42.4391,33.51
Global x mlp etf,MLPA,"",269096.0,9413000.0,0.00192287,0.0005,3185,194660.0,261.513246,addition,No Data,Q4 2019,FINANCE,13F,12/31/2021,34.4544,42.11
Emcor group  inc.,EME,"",73875.0,9411000.0,0.00192247,0.0007,3186,45420.0,159.620453,addition,0.1402704,Q4 2009,INDUSTRIALS,13F,12/31/2021,125.7723,116.85
Dynatrace inc,DT,PUT,155900.0,9409000.0,0.00192206,0.0013,3187,64900.0,71.318681,addition,N/A,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,,41.89
Vanguard international dividend appreciation etf,VIGI,"",110071.0,9402000.0,0.00192063,0.0015,3188,27443.0,33.212712,addition,No Data,Q4 2020,FINANCE,13F,12/31/2021,86.7787,77.84
Diageo plc adr,DEO,PUT,42700.0,9400000.0,0.00192022,0.0053,3189,-90100.0,-67.846386,reduction,N/A,Q2 2016,CONSUMER STAPLES,13F,12/31/2021,,209.22
Citizens financial group inc,CFG,CALL,198900.0,9398000.0,0.00191981,0.0021,3190,-13800.0,-6.488011,reduction,N/A,Q4 2014,FINANCE,13F,12/31/2021,,40.87
2u  inc,TWOU,PUT,468100.0,9395000.0,0.0019192,0.0035,3191,-40700.0,-7.999214,reduction,N/A,Q3 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,,11.84
Post holdings inc,POST,CALL,127282.4,9390000.0,0.00191818,0.0004,3192,102987.2,423.899371,addition,N/A,Q1 2012,CONSUMER STAPLES,13F,12/31/2021,,74.71
Forbion european acquisition corp,FRBNU,"",935039.0,9387000.0,0.00191756,,3193,935039.0,,new,9.3503900,Q4 2021, ,13F,12/31/2021,10.04,10.097
Westinghouse air brake technologies corp,WAB,CALL,101900.0,9386000.0,0.00191736,0.0011,3194,38600.0,60.979463,addition,N/A,Q1 2008,INDUSTRIALS,13F,12/31/2021,,89.17
Sanderson farms  inc.,SAFM,"",49118.0,9386000.0,0.00191736,0.0007,3195,31329.0,176.114453,addition,0.2200322,Q4 2016,CONSUMER STAPLES,13F,12/31/2021,173.0223,189.13
Gerdau sa adr,GGB,"",1906280.0,9379000.0,0.00191593,0.0001,3196,1815544.0,2000.908129,addition,0.1663375,Q1 2008,MATERIALS,13F,12/31/2021,4.8191,6.19
Kronos bio  inc.,KRON,"",689812.0,9375000.0,0.00191511,0.0031,3197,-12057.0,-1.717842,reduction,1.2242151,Q4 2020,HEALTH CARE,13F,12/31/2021,29.87,5.89
Alamos gold inc,AGI,"",1215409.0,9347000.0,0.00190939,0.0008,3198,673971.0,124.477964,addition,0.3101406,Q2 2015,MATERIALS,13F,12/31/2021,7.7925,9.02
Vanguard mortgage-backed securities etf,VMBS,"",176891.0,9347000.0,0.00190939,0.0061,3199,-375957.0,-68.003683,reduction,No Data,Q3 2019,FINANCE,13F,12/31/2021,53.37,48.67
Planet fitness inc,PLNT,"",103186.0,9347000.0,0.00190939,0.0012,3200,28416.0,38.004547,addition,0.1223263,Q3 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,69.2981,86.29
Powershares ultrashort lehman 20+ year treasury proshares,TBT,CALL,553200.0,9344000.0,0.00190878,0.0027,3201,-160100.0,-22.444974,reduction,No Data,Q1 2014,FINANCE,13F,12/31/2021,,24.4
Gitlab inc.,GTLB,CALL,107300.0,9335000.0,0.00190694,,3202,107300.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,50.46
Premier inc,PINC,"",226578.0,9328000.0,0.00190551,0.0005,3203,170346.0,302.934272,addition,0.1902691,Q3 2013,HEALTH CARE,13F,12/31/2021,39.2714,36.39
Herc holdings inc,HRI,"",59544.0,9322000.0,0.00190428,0.0003,3204,50083.0,529.362647,addition,0.2004847,Q4 2017,TRANSPORTS,13F,12/31/2021,151.216,145.8
Under armour inc,UAA,CALL,439700.0,9317000.0,0.00190326,0.0019,3205,-10500.0,-2.332297,reduction,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,16.06
Pinduoduo inc,PDD,"",159495.0,9299000.0,0.00189959,0.019,3206,-850794.0,-84.212933,reduction,0.0127261,Q3 2018,CONSUMER DISCRETIONARY,13F,12/31/2021,137.86,40.03
Realty income corp.,O,PUT,129770.0,9290000.0,0.00189775,0.0012,3207,37509.2,40.65562,addition,N/A,Q4 2008,REAL ESTATE,13F,12/31/2021,,72.61
Proshares investment grade-interest rate hedged,IGHG,"",124873.0,9287000.0,0.00189713,,3208,124873.0,,new,No Data,Q2 2021,FINANCE,13F,12/31/2021,74.37,72.16
Corteva inc,CTVA,PUT,196300.0,9281000.0,0.00189591,0.0024,3209,-80300.0,-29.031092,reduction,N/A,Q2 2019,MATERIALS,13F,12/31/2021,,61.01
Group nine acquisition corp,GNAC,"",950817.0,9271000.0,0.00189387,0.0019,3210,-256.0,-0.026917,reduction,4.1339870,Q1 2021,FINANCE,13F,12/31/2021,9.79,9.82
Goodrx holdings  inc.,GDRX,CALL,283600.0,9268000.0,0.00189325,0.0041,3211,-201300.0,-41.513714,reduction,N/A,Q4 2020,HEALTH CARE,13F,12/31/2021,,18.6
Adit edtech acquisition corp.,ADEX,"",935307.0,9260000.0,0.00189162,0.0024,3212,-246796.0,-20.877707,reduction,2.7110348,Q1 2021,FINANCE,13F,12/31/2021,9.65,9.89
Brunswick corp.,BC,CALL,91900.0,9257000.0,0.00189101,0.0019,3213,-3600.0,-3.769634,reduction,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,75.71
Spdr nuveen bloomberg high yield municipal bond etf,HYMB,"",154061.0,9256000.0,0.0018908,0.0043,3214,-188538.0,-55.031684,reduction,No Data,Q1 2019,FINANCE,13F,12/31/2021,60.4,53.7
Donaldson company  inc.,DCI,"",156149.0,9254000.0,0.00189039,0.0006,3215,107768.0,222.7486,addition,0.1263771,Q3 2009,INDUSTRIALS,13F,12/31/2021,55.6566,50.45
Ericsson (l.m.) telephone companies adr,ERIC,CALL,851000.0,9250000.0,0.00188958,0.003,3216,-440300.0,-34.097421,reduction,N/A,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,,8.49
Vanguard ultra-short bond etf-etf shares,VUSB,"",185055.0,9244000.0,0.00188835,0.0005,3217,138917.0,301.090208,addition,No Data,Q2 2021,FINANCE,13F,12/31/2021,49.9899,49.34
Sentinelone inc,S,PUT,183000.0,9240000.0,0.00188753,0.003,3218,-84700.0,-31.639895,reduction,N/A,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,37.12
Uipath inc,PATH,PUT,213700.0,9217000.0,0.00188284,0.0029,3219,-54100.0,-20.201643,reduction,N/A,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,19.04
Sl green realty corp.,SLG,PUT,124546.06,9206000.0,0.00188059,0.0017,3220,10699.1,9.397792,addition,N/A,Q4 2008,REAL ESTATE,13F,12/31/2021,,74.73
West pharmaceutical services inc,WST,CALL,19600.0,9193000.0,0.00187793,0.0015,3221,2800.0,16.666667,addition,N/A,Q1 2019,HEALTH CARE,13F,12/31/2021,,381.22
Dover corp.,DOV,CALL,50600.0,9189000.0,0.00187712,0.0009,3222,23400.0,86.029412,addition,N/A,Q1 2008,INDUSTRIALS,13F,12/31/2021,,146.39
Research alliance corp ii class a,RACB,"",944497.0,9180000.0,0.00187528,0.0024,3223,-241360.0,-20.353213,reduction,6.1136449,Q1 2021,FINANCE,13F,12/31/2021,10.16,9.77
American water works co inc,AWK,CALL,48600.0,9179000.0,0.00187507,0.0019,3224,-4700.0,-8.818011,reduction,N/A,Q2 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,166.16
Trip.com group ltd,TCOM,PUT,372600.0,9173000.0,0.00187385,0.0029,3225,-85600.0,-18.681798,reduction,N/A,Q2 2016,CONSUMER DISCRETIONARY,13F,12/31/2021,,23.14
Cryoport inc,CYRX,PUT,154900.0,9165000.0,0.00187221,0.0012,3226,69400.0,81.169591,addition,N/A,Q1 2020,HEALTH CARE,13F,12/31/2021,,29.68
Euronet worldwide inc.,EEFT,"",76866.0,9160000.0,0.00187119,0.0073,3227,-198486.0,-72.084459,reduction,0.1502516,Q3 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,131.08,132.92
Revolution medicines  inc.,RVMD,"",363905.0,9159000.0,0.00187099,0.0005,3228,270483.0,289.528163,addition,0.4905109,Q1 2020,HEALTH CARE,13F,12/31/2021,27.632,24.09
Power integrations  inc.,POWI,"",98519.0,9151000.0,0.00186935,0.0028,3229,-38482.0,-28.088846,reduction,0.1665333,Q4 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,87.17,81.59
Murphy oil corp.,MUR,"",350290.0,9146000.0,0.00186833,,3230,350290.0,,new,0.2267358,Q2 2008,ENERGY,13F,12/31/2021,26.11,42.44
Ishares core s&p mid-cap etf,IJH,CALL,32300.0,9143000.0,0.00186772,0.0007,3231,19000.0,142.857143,addition,No Data,Q2 2019,FINANCE,13F,12/31/2021,,261.94
Stoneco ltd,STNE,CALL,542000.0,9138000.0,0.0018667,0.0017,3232,303400.0,127.158424,addition,N/A,Q1 2019,FINANCE,13F,12/31/2021,,10.19
Slam corp,SLAM,"",936251.0,9129000.0,0.00186486,0.0014,3233,238926.0,34.26322,addition,1.6282626,Q2 2021,FINANCE,13F,12/31/2021,9.72,9.81
Rockwell automation  inc.,ROK,"",26145.0,9121000.0,0.00186322,0.0102,3234,-140637.0,-84.323848,reduction,0.0225008,Q3 2007,INDUSTRIALS,13F,12/31/2021,281.07,261.66
Fs kkr cap corp,FSK,"",435243.0,9114000.0,0.00186179,0.0014,3235,138566.0,46.706014,addition,0.1531065,Q3 2018,FINANCE,13F,12/31/2021,22.6986,22.8
Proshares ultra qqq,QLD,CALL,102300.0,9107000.0,0.00186036,0.0019,3236,-23000.0,-18.355946,reduction,No Data,Q1 2014,FINANCE,13F,12/31/2021,,62.57
Taskus inc,TASK,CALL,168700.0,9103000.0,0.00185955,0.0009,3237,103000.0,156.773212,addition,N/A,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,,35.96
Epr properties,EPR,CALL,191600.0,9099000.0,0.00185873,0.0025,3238,-52200.0,-21.410993,reduction,N/A,Q2 2009,REAL ESTATE,13F,12/31/2021,,53.44
Sanofi sa,SNY,CALL,181500.0,9093000.0,0.0018575,0.0006,3239,119900.0,194.642857,addition,N/A,Q2 2016,HEALTH CARE,13F,12/31/2021,,55.75
Gores technology partners inc,GTPA,"",916830.0,9086000.0,0.00185608,0.001,3240,416830.0,83.366,addition,3.3339273,Q2 2021,FINANCE,13F,12/31/2021,9.95,9.84
Elanco animal health inc,ELAN,PUT,319800.0,9076000.0,0.00185403,0.0008,3241,205300.0,179.30131,addition,N/A,Q1 2019,HEALTH CARE,13F,12/31/2021,,26.25
Ing groep nv ads adr,ING,"",651943.0,9075000.0,0.00185383,0.0016,3242,114540.0,21.313614,addition,0.0166992,Q2 2016,FINANCE,13F,12/31/2021,13.9695,10.17
Bio-rad laboratories inc class a,BIO,CALL,12000.0,9067000.0,0.00185219,0.0053,3243,-22100.0,-64.809384,reduction,N/A,Q1 2021,HEALTH CARE,13F,12/31/2021,,548.19
Werner enterprises  inc.,WERN,"",190113.0,9061000.0,0.00185097,0.0014,3244,37861.0,24.867325,addition,0.2889119,Q2 2008,TRANSPORTS,13F,12/31/2021,41.5575,37.23
Ssga spdr s&p 500 growth etf,SPYG,PUT,125000.0,9059000.0,0.00185056,0.0004,3245,96600.0,340.140845,addition,No Data,Q3 2020,FINANCE,13F,12/31/2021,,62.2
Cerence inc,CRNC,CALL,118200.0,9059000.0,0.00185056,0.0024,3246,400.0,0.339559,addition,N/A,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,,32.4
Amc networks inc,AMCX,"",262547.0,9042000.0,0.00184709,0.0007,3247,186702.0,246.162568,addition,0.8533179,Q4 2017,COMMUNICATIONS,13F,12/31/2021,43.7882,38.05
Deutsche bank ag (nyse) adr,DB,CALL,723100.0,9039000.0,0.00184647,0.0015,3248,157000.0,27.733616,addition,N/A,Q4 2008,FINANCE,13F,12/31/2021,,11.75
Hp inc,HPQ,"",239861.0,9036000.0,0.00184586,0.0061,3249,-841105.0,-77.810495,reduction,0.0227709,Q4 2005,INFORMATION TECHNOLOGY,13F,12/31/2021,27.4,37.47
Borg warner inc,BWA,CALL,200463.0,9035000.0,0.00184566,0.0011,3250,73086.0,57.377706,addition,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,37.01
Gogo inc,GOGO,PUT,667600.0,9033000.0,0.00184525,0.0025,3251,-16300.0,-2.383389,reduction,N/A,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,,23.28
Btc ishares msci india etf,INDA,PUT,196800.0,9021000.0,0.0018428,0.0016,3252,41800.0,26.967742,addition,No Data,Q2 2016,FINANCE,13F,12/31/2021,,44.66
Church & dwight co.  inc.,CHD,PUT,87900.0,9010000.0,0.00184055,0.0003,3253,68500.0,353.092784,addition,N/A,Q1 2014,CONSUMER STAPLES,13F,12/31/2021,,102.65
Alteryx inc,AYX,PRN,6052000.0,9010000.0,0.00184055,0.0022,3254,0.0,0.0,,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,,72.02
Nexpoint residential trust inc,NXRT,"",107470.0,9009000.0,0.00184035,0.0008,3255,48500.0,82.245209,addition,0.4205825,Q4 2017,REAL ESTATE,13F,12/31/2021,64.2081,87.05
Ptc inc.,PTC,"",74313.0,9003000.0,0.00183912,0.0025,3256,-26148.0,-26.028011,reduction,0.0630456,Q3 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,119.79,98.71
New york community bancorp,NYCB,"",737233.0,9001000.0,0.00183871,0.0031,3257,-421371.0,-36.368854,reduction,0.1578709,Q4 2015,FINANCE,13F,12/31/2021,12.21,10.04
National retail properties  inc.,NNN,"",187143.0,8996000.0,0.00183769,0.0018,3258,-9943.0,-5.045006,reduction,0.1065522,Q4 2014,REAL ESTATE,13F,12/31/2021,36.36,46.48
Mattel inc.,MAT,PUT,417000.0,8991000.0,0.00183667,0.0023,3259,-168000.0,-28.717949,reduction,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,22.19
Concentrix corp.,CNXC,"",50280.0,8981000.0,0.00183463,0.0079,3260,-163584.0,-76.489732,reduction,0.0961055,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,98.7,152.49
First majestic silver corp,AG,"",808263.0,8980000.0,0.00183442,0.0021,3261,-75800.0,-8.57405,reduction,0.3106533,Q1 2011,MATERIALS,13F,12/31/2021,11.66,14.24
New fortress energy llc,NFE,"",372024.0,8980000.0,0.00183442,0.0018,3262,55828.0,17.656137,addition,0.1798406,Q2 2020,ENERGY,13F,12/31/2021,27.4887,44.46
Radius global infrastructure  inc.,RADI,"",557332.0,8973000.0,0.00183299,0.0002,3263,496911.0,822.414392,addition,0.6032955,Q4 2020,REAL ESTATE,13F,12/31/2021,16.0642,13.25
Texas roadhouse inc  class a,TXRH,CALL,100400.0,8964000.0,0.00183115,0.001,3264,46700.0,86.964618,addition,N/A,Q1 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,,81.84
Hpx corp.,HPX,"",908029.0,8962000.0,0.00183074,0.0019,3265,-4989.0,-0.54643,reduction,3.5890474,Q4 2020,FINANCE,13F,12/31/2021,9.97,9.94
Stratasys ltd,SSYS,PUT,365600.0,8954000.0,0.00182911,0.0025,3266,-194000.0,-34.66762,reduction,N/A,Q1 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,,21.51
