Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Monmouth real estate investment corp,MNR,"",9495149.0,199493000.0,0.00502696,0.0046,1731,623506.0,7.028078,addition,N/A,Q2 2011,REAL ESTATE,13F,12/31/2021,14.9929,
Kaman corp class a,KAMN,"",4613957.0,199092000.0,0.00501685,0.0045,1732,105632.0,2.343043,addition,16.5488587,Q4 2009,INDUSTRIALS,13F,12/31/2021,51.1134,42.66
Apogee enterprises  inc.,APOG,"",4133579.0,199033000.0,0.00501536,0.0043,1733,71072.0,1.749462,addition,16.6237652,Q4 2009,INDUSTRIALS,13F,12/31/2021,53.8601,46.02
Becton dickinson and co. 6.00% depositary shares mandatory convertible preferred stock series b,BDXB,"",3766295.0,198673000.0,0.00500629,,1734,3766295.0,,new,0.2650913,Q4 2021,HEALTH CARE,13F,12/31/2021,52.75,53.91
Aercap holdings n.v.,AER,"",3024500.0,197865000.0,0.00498593,0.0049,1735,20006.0,0.665869,addition,1.2350947,Q1 2012,INDUSTRIALS,13F,12/31/2021,46.9331,50.33
Magnolia oil & gas corp class a,MGY,"",10480245.0,197762000.0,0.00498334,0.0051,1736,155559.0,1.506671,addition,5.6964727,Q3 2018,FINANCE,13F,12/31/2021,10.1021,26.24
Matthews international corp  class a,MATW,"",5392078.0,197728000.0,0.00498248,0.0051,1737,158222.0,3.023048,addition,17.0903547,Q2 2009,INDUSTRIALS,13F,12/31/2021,57.4421,30.29
Axonics inc,AXNX,"",3525549.0,197430000.0,0.00497497,0.0062,1738,135682.0,4.002576,addition,7.5080415,Q4 2018,HEALTH CARE,13F,12/31/2021,43.2022,63.81
Compass minerals international inc,CMP,"",3858147.0,197073000.0,0.00496597,0.0068,1739,103345.0,2.752342,addition,11.3260028,Q2 2009,MATERIALS,13F,12/31/2021,66.3205,65.54
Quantumscape,QS,"",8880256.0,197053000.0,0.00496547,0.0054,1740,1053033.0,13.453469,addition,2.6556668,Q1 2021,FINANCE,13F,12/31/2021,31.5154,18.21
Plantronics inc,POLY,"",6691571.0,196331000.0,0.00494728,0.0046,1741,270209.0,4.20797,addition,15.6422341,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,41.8151,40.05
U.s. physical therapy  inc.,USPH,"",2053411.0,196204000.0,0.00494408,0.0063,1742,30817.0,1.523637,addition,15.9036040,Q2 2011,HEALTH CARE,13F,12/31/2021,79.2878,106.85
National bank holdings corp,NBHC,"",4460940.0,196014000.0,0.00493929,0.0051,1743,-68290.0,-1.507762,reduction,14.8901449,Q2 2013,FINANCE,13F,12/31/2021,33.52,38.69
Nextera energy  inc. 6.219% equity units due 9/1/2023,NEE+Q,"",3380430.0,195761000.0,0.00493291,0.0048,1744,41797.0,1.25192,addition,N/A,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,49.2781,51.96
Spdr biotech etf,XBI,CALL,1747800.0,195684000.0,0.00493097,,1745,1747800.0,,new,No Data,Q4 2021,HEALTH CARE,13F,12/31/2021,,87.77
Southside bancshares  inc.,SBSI,"",4670349.0,195312000.0,0.0049216,0.0051,1746,-119841.0,-2.501801,reduction,14.4317644,Q4 2010,FINANCE,13F,12/31/2021,32.81,39.24
Autoliv inc,ALV,"",1880080.0,194418000.0,0.00489907,0.0066,1747,-850975.0,-31.159204,reduction,2.1478191,Q2 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,80.22,72.72
Wesbanco inc,WSBC,"",5541085.0,193884000.0,0.00488562,0.0051,1748,176350.0,3.287208,addition,9.0377000,Q3 2010,FINANCE,13F,12/31/2021,38.0204,33.39
Bridge bancorp,BDGE,"",5511788.0,193793000.0,0.00488332,0.0049,1749,119277.0,2.211901,addition,27.8940719,Q2 2011,FINANCE,13F,12/31/2021,30.7085,34.71
Lightspeed pos inc.,LSPD,"",7360832.0,193369056.64,0.00487264,,1750,-5241646.0,-41.592185,reduction,4.9564249,,INFORMATION TECHNOLOGY,13G,02/28/2022,,25.47
Radnet inc,RDNT,"",6410361.0,193015000.0,0.00486372,0.0053,1751,-74181.0,-1.143967,reduction,11.4096502,Q2 2014,HEALTH CARE,13F,12/31/2021,15.1,20.79
Summit hotel properties inc,INN,"",19764677.0,192903000.0,0.0048609,0.0051,1752,899252.0,4.766667,addition,18.5861378,Q4 2011,REAL ESTATE,13F,12/31/2021,15.2198,9.71
Tencent music entertainment group,TME,"",28097146.0,192467000.0,0.00484991,0.0057,1753,-43904.0,-0.156014,reduction,3.3649185,Q1 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,14.52,4.91
Ew scripps company cl a,SSP,"",9928252.0,192114000.0,0.00484101,0.0048,1754,400499.0,4.203499,addition,14.0380145,Q4 2010,COMMUNICATIONS,13F,12/31/2021,21.0486,18.04
Lazard ltd. class a,LAZ,"",4399366.0,191944000.0,0.00483673,0.0052,1755,307321.0,7.510206,addition,3.9013199,Q1 2016,FINANCE,13F,12/31/2021,44.9787,33.18
Ofg bancorp,OFG,"",7214598.0,191618000.0,0.00482852,0.0054,1756,-401948.0,-5.2773,reduction,14.8187565,Q3 2010,FINANCE,13F,12/31/2021,13.69,25.79
Appian corp,APPN,"",2936074.0,191462000.0,0.00482459,0.0075,1757,27200.0,0.93507,addition,7.3986883,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,53.3806,54.49
Prothena corp plc,PRTA,"",3872300.0,191292000.0,0.0048203,0.0075,1758,102596.0,2.721593,addition,8.2845305,Q2 2013,CONSUMER STAPLES,13F,12/31/2021,42.712,36.15
Ssga spdr gold shares,GLD,"",1116086.0,190805000.0,0.00480803,0.0048,1759,67159.0,6.402638,addition,No Data,Q1 2009,MATERIALS,13F,12/31/2021,147.5677,184.04
Coherus biosciences inc,CHRS,"",11918855.0,190226000.0,0.00479344,0.0052,1760,329012.0,2.838796,addition,15.4238873,Q2 2015,HEALTH CARE,13F,12/31/2021,17.7006,11.24
Cts corp.,CTS,"",5173881.0,189983000.0,0.00478732,0.0044,1761,113504.0,2.242995,addition,16.1017736,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,24.8659,34.3
Sturm  ruger & co.  inc.,RGR,"",2792671.0,189957000.0,0.00478666,0.0057,1762,20490.0,0.739129,addition,15.8705148,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,54.7084,71.73
Ishares msci emerging markets etf,EEM,CALL,3882300.0,189650000.0,0.00477893,,1763,3882300.0,,new,No Data,Q3 2015,FINANCE,13F,12/31/2021,,44.23
Sony group corp,SONY,"",1499524.0,189540000.0,0.00477615,0.0044,1764,92114.0,6.54493,addition,0.1189099,Q4 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,75.5294,89.14
Tivity health inc,TVTY,"",7153512.0,189140000.0,0.00476607,0.0045,1765,215538.0,3.106642,addition,14.3577609,Q4 2009,HEALTH CARE,13F,12/31/2021,27.1383,32.26
Scholastic corp.,SCHL,"",4731230.0,189060000.0,0.00476406,0.0046,1766,142701.0,3.109951,addition,14.4405358,Q2 2009,COMMUNICATIONS,13F,12/31/2021,40.6777,39.69
Corecivic inc. (corrections corp. of america),CXW,"",18955374.0,188986000.0,0.00476219,0.0046,1767,358062.0,1.925343,addition,15.7587488,Q1 2009,REAL ESTATE,13F,12/31/2021,22.7342,13.45
British american tobacco industries,BTI,"",5042071.0,188624000.0,0.00475307,0.0057,1768,-705446.0,-12.273926,reduction,0.2205947,Q3 2016,CONSUMER STAPLES,13F,12/31/2021,44.25,42.86
Anglogold ashanti ltd ads,AU,"",8979964.0,188400000.0,0.00474743,0.004,1769,88949.0,1.000437,addition,2.1471556,Q2 2009,MATERIALS,13F,12/31/2021,17.6137,23.68
Hyatt hotels corp,H,"",1962260.0,188179000.0,0.00474186,0.0036,1770,311704.0,18.884788,addition,3.8984572,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,68.2934,97.0
Ishares russell 3000 etf,IWV,"",677412.0,187982000.0,0.00473689,0.0068,1771,-279502.0,-29.208685,reduction,No Data,Q4 2015,FINANCE,13F,12/31/2021,178.04,254.13
Masonite international corp,DOOR,"",1593666.0,187973000.0,0.00473667,0.0048,1772,-28969.0,-1.785306,reduction,6.8554425,Q2 2014,CONSUMER DISCRETIONARY,13F,12/31/2021,79.59,75.86
Tronox ltd,TROX,"",7805676.0,187571000.0,0.00472654,0.0054,1773,37673.0,0.484977,addition,5.0706646,Q2 2013,MATERIALS,13F,12/31/2021,18.5964,19.24
Warrior met coal inc,HCC,"",7290394.0,187435000.0,0.00472311,0.0047,1774,73815.0,1.022853,addition,14.1256300,Q2 2017,ENERGY,13F,12/31/2021,21.3644,39.67
Harmonic inc.,HLIT,"",15932632.0,187366000.0,0.00472137,0.0038,1775,244916.0,1.561196,addition,15.3587285,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,6.0393,8.54
Momentive global inc,MNTV,"",8851926.0,187219000.0,0.00471767,0.0048,1776,106790.0,1.221136,addition,5.8812672,Q3 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,18.0084,18.0
Switch inc,SWCH,"",6534361.0,187143000.0,0.00471575,0.0059,1777,-1756546.0,-21.186415,reduction,4.4017508,Q4 2017,COMMUNICATIONS,13F,12/31/2021,17.32,30.81
Warner music group corp. class a,WMG,"",4333048.0,187100000.0,0.00471467,0.0052,1778,-11223.0,-0.25834,reduction,3.1590429,Q2 2020,COMMUNICATIONS,13F,12/31/2021,31.21,35.65
Nanostring technologies inc,NSTG,"",4428403.0,187013000.0,0.00471248,0.006,1779,-20316.0,-0.456671,reduction,9.6385314,Q4 2015,HEALTH CARE,13F,12/31/2021,32.13,22.11
Petroleo brasileiro sa (petrobras) adr,PBR,"",17019024.0,186869000.0,0.00470885,0.0056,1780,-2165150.0,-11.286126,reduction,0.4573635,Q1 2009,ENERGY,13F,12/31/2021,9.82,14.71
Ortho clinical diagnostics holdings plc,OCDX,"",8732078.0,186778000.0,0.00470655,0.0037,1781,1645339.0,23.217152,addition,3.6762069,Q1 2021,HEALTH CARE,13F,12/31/2021,19.6045,18.65
Health catalyst inc,HCAT,"",4699392.0,186189000.0,0.00469171,0.0065,1782,23211.0,0.496367,addition,9.0276929,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,42.635,23.81
Ameresco inc,AMRC,"",2282587.0,185893000.0,0.00468425,0.0037,1783,48991.0,2.193369,addition,6.7683729,Q1 2016,INDUSTRIALS,13F,12/31/2021,24.2152,57.08
Adtran inc,ADTN,"",8140068.0,185838000.0,0.00468287,0.0041,1784,277460.0,3.528855,addition,16.5725662,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,19.1692,17.81
Sjw group (san jose water co.),SJW,"",2534494.0,185526000.0,0.00467501,0.0044,1785,143745.0,6.012551,addition,8.3822193,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,57.4,63.83
Cohn & steers inc,CNS,"",2002964.0,185295000.0,0.00466919,0.0053,1786,-238835.0,-10.653721,reduction,4.1149818,Q4 2009,FINANCE,13F,12/31/2021,49.69,82.54
Safety insurance group inc,SAFT,"",2171891.0,184677000.0,0.00465361,0.0048,1787,-13097.0,-0.599408,reduction,14.8030728,Q4 2009,FINANCE,13F,12/31/2021,74.67,90.23
Schnitzer steel industries inc,SCHN,"",3548049.0,184213000.0,0.00464192,0.0043,1788,23886.0,0.677778,addition,12.8442170,Q1 2009,MATERIALS,13F,12/31/2021,24.8038,54.66
Relay therapeutics  inc.,RLAY,"",5993613.0,184062000.0,0.00463811,0.0047,1789,641001.0,11.97548,addition,5.5352887,Q3 2020,HEALTH CARE,13F,12/31/2021,38.033,30.74
Enerpac tool group corp,EPAC,"",9071440.0,183968000.0,0.00463575,0.0051,1790,238398.0,2.698934,addition,14.9814429,Q3 2007,INDUSTRIALS,13F,12/31/2021,25.7913,20.3
Certara  inc.,CERT,"",6466287.0,183771000.0,0.00463078,0.0053,1791,733317.0,12.791223,addition,4.0495415,Q4 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,29.6169,21.05
Bandwidth inc,BAND,"",2555339.0,183371000.0,0.0046207,0.0057,1792,296142.0,13.108286,addition,10.9941039,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,87.948,29.38
Photronics  inc.,PLAB,"",9726685.0,183348000.0,0.00462012,0.0036,1793,202761.0,2.128965,addition,15.7569630,Q4 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,9.8026,15.64
Mueller water products inc.,MWA,"",12706693.0,182976000.0,0.00461075,0.0054,1794,29488.0,0.232606,addition,8.0999656,Q2 2009,INDUSTRIALS,13F,12/31/2021,11.826,12.7
Ford motor co.,F,CALL,8799000.0,182755000.0,0.00460518,,1795,8799000.0,,new,N/A,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,,15.48
City holding co.,CHCO,"",2234357.0,182748000.0,0.004605,0.0049,1796,-22789.0,-1.009638,reduction,14.8305725,Q4 2009,FINANCE,13F,12/31/2021,66.05,76.31
Usana health sciences inc.,USNA,"",1802996.0,182461000.0,0.00459777,0.0047,1797,-36850.0,-2.002885,reduction,9.3322678,Q4 2010,CONSUMER STAPLES,13F,12/31/2021,78.7,82.11
Greif inc class a (greif brothers cooperage),GEF,"",3021914.0,182433000.0,0.00459707,0.0053,1798,71254.0,2.41485,addition,11.3593657,Q2 2009,MATERIALS,13F,12/31/2021,54.0037,62.21
Archrock inc,AROC,"",24386732.0,182411000.0,0.00459651,0.0055,1799,529020.0,2.217396,addition,15.7033514,Q3 2007,ENERGY,13F,12/31/2021,11.5204,9.64
Brookline bancorp  inc.,BRKL,"",11264396.0,182371000.0,0.0045955,0.0049,1800,-229608.0,-1.997633,reduction,14.5085685,Q4 2009,FINANCE,13F,12/31/2021,15.73,14.77
Kkr & co.  inc. 6.00% series c mandatory convertible preferred stock due 09/15/2023,KKR+C,"",1956541.0,182251000.0,0.00459248,,1801,1956541.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,93.15,70.59
Kadant inc.,KAI,"",788752.0,181792000.0,0.00458091,0.0044,1802,17142.0,2.221589,addition,6.7872451,Q2 2011,INDUSTRIALS,13F,12/31/2021,83.6324,189.18
Mpg ingredients inc,MGPI,"",2137023.0,181624000.0,0.00457668,0.004,1803,-42404.0,-1.945649,reduction,9.7290194,Q3 2014,CONSUMER STAPLES,13F,12/31/2021,68.58,93.07
Tusimple holdings inc,TSP,"",5066104.0,181620000.0,0.00457658,0.0041,1804,1090083.0,27.41643,addition,2.5567188,Q2 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,63.6251,11.19
Fastly inc,FSLY,"",5117768.0,181425000.0,0.00457167,0.0051,1805,595811.0,13.175955,addition,4.2541712,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,71.8005,18.88
S&t bancorp  inc. (indiana  pa),STBA,"",5755744.0,181420000.0,0.00457154,0.0048,1806,-32490.0,-0.561311,reduction,15.6816042,Q4 2009,FINANCE,13F,12/31/2021,35.46,27.96
Jeld-wen holding inc,JELD,"",6853433.0,180656000.0,0.00455229,0.0046,1807,284287.0,4.32761,addition,7.6209422,Q1 2017,INDUSTRIALS,13F,12/31/2021,30.7213,20.66
Marten transport ltd,MRTN,"",10519174.0,180509000.0,0.00454858,0.0044,1808,389287.0,3.842955,addition,12.6534493,Q4 2010,TRANSPORTS,13F,12/31/2021,11.1991,15.87
Turning point therapeutics inc,TPTX,"",3783325.0,180466000.0,0.0045475,0.007,1809,32589.0,0.868869,addition,7.6241824,Q2 2019,HEALTH CARE,13F,12/31/2021,70.7497,32.9
The chefs warehouse inc,CHEF,"",5411694.0,180211000.0,0.00454107,0.0048,1810,181541.0,3.471046,addition,14.2839722,Q3 2011,CONSUMER STAPLES,13F,12/31/2021,25.4911,33.15
Structured products corp.,KSA,"",4405577.0,180143000.0,0.00453936,0.0051,1811,84903.0,1.965041,addition,No Data,Q1 2019,FINANCE,13F,12/31/2021,31.1906,50.11
Ishares u.s. energy etf,IYE,"",5982703.0,180080000.0,0.00453777,0.005,1812,-397477.0,-6.229871,reduction,No Data,Q1 2021,ENERGY,13F,12/31/2021,26.8,42.47
Kratos defense & security solutions inc,KTOS,"",9278833.0,180008000.0,0.00453596,0.0057,1813,169465.0,1.860338,addition,7.4443190,Q4 2010,INDUSTRIALS,13F,12/31/2021,11.8014,19.19
Amc networks inc,AMCX,"",5219078.0,179746000.0,0.00452936,0.0059,1814,701258.0,15.522044,addition,16.9628011,Q3 2011,COMMUNICATIONS,13F,12/31/2021,52.1682,38.05
Triumph group  inc.,TGI,"",9694790.0,179646000.0,0.00452684,0.005,1815,137330.0,1.436888,addition,15.0047814,Q4 2009,INDUSTRIALS,13F,12/31/2021,22.9268,25.46
Ishares trust ishares preferred and income securities etf,PFF,"",4550690.0,179433000.0,0.00452147,0.0052,1816,-252916.0,-5.265128,reduction,No Data,Q4 2010,FINANCE,13F,12/31/2021,37.49,34.93
Federal agricultural mortgage corp cl c,AGM,"",1446963.0,179320000.0,0.00451862,0.0036,1817,253585.0,21.249344,addition,15.6672706,Q4 2010,FINANCE,13F,12/31/2021,79.6906,109.61
Alteryx inc,AYX,"",2963356.0,179282000.0,0.00451767,0.006,1818,25375.0,0.863688,addition,4.9493829,Q1 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,73.002,72.02
Live oak bancshares inc,LOB,"",2045818.0,178582000.0,0.00450003,0.0036,1819,12300.0,0.604863,addition,4.6797272,Q1 2016,FINANCE,13F,12/31/2021,27.7203,46.97
Spirit airlines inc,SAVE,"",8168581.0,178484000.0,0.00449756,0.0065,1820,-784355.0,-8.760869,reduction,7.5216627,Q2 2011,TRANSPORTS,13F,12/31/2021,36.8,25.12
Axis capital holdings ltd,AXS,"",3268049.0,178011000.0,0.00448564,0.0042,1821,-18969.0,-0.577088,reduction,3.8537260,Q3 2007,FINANCE,13F,12/31/2021,64.35,56.57
Beauty health co,SKIN,"",7355305.0,177702000.0,0.00447785,0.0055,1822,-171015.0,-2.272226,reduction,4.8840640,Q2 2021,FINANCE,13F,12/31/2021,21.76,15.16
Whiting petroleum corp,WLL,"",2745674.0,177590000.0,0.00447503,0.0044,1823,49140.0,1.822339,addition,6.9969894,Q4 2007,ENERGY,13F,12/31/2021,84.3024,83.41
Caredx inc,CDNA,"",3902362.0,177480000.0,0.00447226,0.0072,1824,-142326.0,-3.518838,reduction,7.3594560,Q1 2017,HEALTH CARE,13F,12/31/2021,27.48,35.41
1life healthcare inc.,ONEM,"",10072258.0,176970000.0,0.00445941,0.0052,1825,913044.0,9.968585,addition,5.2434972,Q1 2020,INFORMATION TECHNOLOGY,13F,12/31/2021,27.5456,10.37
American woodmark corp,AMWD,"",2713632.0,176929000.0,0.00445837,0.0049,1826,62384.0,2.353005,addition,16.3761655,Q2 2011,INDUSTRIALS,13F,12/31/2021,90.2896,46.27
Liberty broadband corp class a,LBRDA,"",1098935.0,176820000.0,0.00445563,0.0055,1827,-76757.0,-6.528666,reduction,4.7802801,Q4 2014,COMMUNICATIONS,13F,12/31/2021,98.66,133.59
Nextgen healthcare inc,NXGN,"",9930776.0,176668000.0,0.0044518,0.0037,1828,486441.0,5.150611,addition,14.8520018,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,15.8404,21.11
Mfa financial  inc.,MFA,"",9645877.0,175941000.0,0.00443348,0.005,1829,-157955.25,-1.611158,reduction,9.0773938,Q3 2008,REAL ESTATE,13F,12/31/2021,6.01,14.99
Cryoport inc,CYRX,"",2968392.0,175642000.0,0.00442594,0.0054,1830,49204.0,1.685537,addition,5.9730960,Q1 2017,HEALTH CARE,13F,12/31/2021,23.4717,29.68
Ssr mining,SSRM,"",9907479.0,175362000.0,0.00441889,0.004,1831,172866.0,1.775787,addition,4.6649773,Q2 2020,MATERIALS,13F,12/31/2021,19.5668,24.1
Zumiez inc,ZUMZ,"",3651316.0,175228000.0,0.00441551,0.004,1832,32780.0,0.905891,addition,18.3278028,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,22.2234,39.39
Frontier communications parent inc,FYBR,"",5940340.0,175181000.0,0.00441433,0.004,1833,815511.0,15.912941,addition,2.4303722,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,27.5834,28.87
Hibbett sports  inc.,HIBB,"",2434852.0,175140000.0,0.00441329,0.0049,1834,-26894.0,-1.092477,reduction,17.7873084,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,31.32,45.29
Selectquote  inc.,SLQT,"",19305914.0,174912000.0,0.00440755,0.0067,1835,690779.0,3.710846,addition,11.7706748,Q2 2020,FINANCE,13F,12/31/2021,19.4929,2.12
Ellington financial llc,EFC,"",10228267.0,174802000.0,0.00440478,0.0049,1836,687180.0,7.202324,addition,17.7953272,Q1 2019,REAL ESTATE,13F,12/31/2021,17.3885,17.11
Grupo aeroportuario del pacifico  s.a.b de c.v. adr,PAC,"",1265948.0,174030000.0,0.00438532,0.0042,1837,-22744.0,-1.76489,reduction,2.9592962,Q3 2012,TRANSPORTS,13F,12/31/2021,98.55,151.79
Liberty global plc class a,LBTYA,"",6270621.0,173947000.0,0.00438323,0.0046,1838,788938.0,14.392259,addition,3.5971913,Q4 2013,COMMUNICATIONS,13F,12/31/2021,31.9711,25.22
Mobile telesystems ojsc ads adr,MBT,"",21848697.0,173697000.0,0.00437693,0.0057,1839,640814.0,3.021584,addition,2.1866392,Q3 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,9.9205,5.5
Penske automotive group  inc.,PAG,"",1619163.0,173607000.0,0.00437466,0.004,1840,197894.0,13.923754,addition,2.1085633,Q1 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,57.9678,96.55
Fisker inc,FSR,"",11034890.0,173579000.0,0.00437396,0.004,1841,1277005.0,13.086904,addition,6.7106494,Q4 2020,FINANCE,13F,12/31/2021,17.8169,12.42
Zillow group inc. class b,ZG,"",2787043.0,173411000.0,0.00436972,0.007,1842,-24818.0,-0.882618,reduction,4.5301947,Q3 2011,COMMUNICATIONS,13F,12/31/2021,66.95,46.65
Angiodynamics inc,ANGO,"",6279835.0,173197000.0,0.00436433,0.0045,1843,38202.0,0.612051,addition,16.2199478,Q4 2009,HEALTH CARE,13F,12/31/2021,17.939,22.92
Herbalife nutrition ltd,HLF,"",4223794.0,172881000.0,0.00435637,0.005,1844,38740.0,0.925675,addition,3.8444842,Q4 2007,HEALTH CARE,13F,12/31/2021,28.9707,29.72
Nextera energy  inc. 4.872% equity units due 09/01/2022,NEE+O,"",2535382.0,172634000.0,0.00435014,0.0041,1845,31448.0,1.255944,addition,N/A,Q3 2019,ENERGY,13F,12/31/2021,51.7453,60.55
Icici bank ltd. ads adr,IBN,"",8719795.0,172564000.0,0.00434838,0.0055,1846,-1778315.0,-16.939382,reduction,0.2511344,Q1 2010,FINANCE,13F,12/31/2021,13.56,19.69
Btc ishares cohen & steers reit etf,ICF,"",2267925.0,172543000.0,0.00434785,0.0044,1847,-136638.0,-5.682446,reduction,No Data,Q4 2013,REAL ESTATE,13F,12/31/2021,53.95,71.91
Banc of california inc,BANC,"",8790648.0,172473000.0,0.00434609,0.0036,1848,1766271.0,25.144878,addition,14.1374120,Q2 2011,FINANCE,13F,12/31/2021,19.596,18.09
Spectrum brands holdings (zapata off-shore - hrg group),SPB,"",1694953.0,172409000.0,0.00434447,0.0046,1849,-3917.0,-0.230565,reduction,4.1567850,Q2 2012,CONSUMER STAPLES,13F,12/31/2021,199.91,89.98
Armada hoffler properties inc,AHH,"",11321210.0,172308000.0,0.00434193,0.0044,1850,-302245.0,-2.600303,reduction,16.8159310,Q2 2013,REAL ESTATE,13F,12/31/2021,14.51,14.23
Orion office reit inc,ONL,"",9206761.0,171893000.0,0.00433147,,1851,9206761.0,,new,16.2589939,Q4 2021,REAL ESTATE,13F,12/31/2021,18.67,13.61
Scansource inc.,SCSC,"",4898510.0,171839000.0,0.00433011,0.0047,1852,105537.0,2.201911,addition,19.1317929,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,37.7903,33.79
Ishares s&p 500 value etf,IVE,"",1095746.0,171627000.0,0.00432477,0.0045,1853,-10131.0,-0.916105,reduction,No Data,Q4 2015,FINANCE,13F,12/31/2021,119.11,155.64
Stonex group inc. (intl fcstone),SNEX,"",2799930.0,171497000.0,0.00432149,0.0049,1854,149894.0,5.656301,addition,13.9075880,Q4 2010,FINANCE,13F,12/31/2021,42.2355,71.94
Agios pharmaceuticals inc,AGIO,"",5504006.0,171339706.78,0.00431753,,1855,95460.0,1.764985,addition,10.0736782,,HEALTH CARE,13G,02/28/2022,,27.9
Employers holdings inc,EIG,"",4135971.0,171146000.0,0.00431265,0.0046,1856,-24254.0,-0.582997,reduction,14.9154385,Q4 2009,FINANCE,13F,12/31/2021,38.43,41.29
Rush enterprises inc,RUSHA,"",3068330.0,170722000.0,0.00430197,0.0037,1857,136903.0,4.670183,addition,7.1275029,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,32.4815,48.24
Fuelcell energy inc,FCEL,"",32625987.0,169655000.0,0.00427508,0.0058,1858,1529993.0,4.920225,addition,8.8974845,Q2 2011,INDUSTRIALS,13F,12/31/2021,6.9061,5.26
Standard motor products inc. class a,SMP,"",3234837.0,169475000.0,0.00427054,0.0039,1859,78145.0,2.475535,addition,14.7287349,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,48.672,42.15
Tg therapeutics inc,TGTX,"",8902165.0,169140000.0,0.0042621,0.0083,1860,42778.0,0.482855,addition,6.2332527,Q2 2014,HEALTH CARE,13F,12/31/2021,20.1146,8.85
Amerisafe inc,AMSF,"",3140071.0,169030000.0,0.00425933,0.0049,1861,42817.0,1.382418,addition,16.2159794,Q4 2009,FINANCE,13F,12/31/2021,63.7134,46.53
Tompkins financial corp. (ithaca  ny),TMP,"",2021166.0,168928000.0,0.00425676,0.0045,1862,33304.0,1.675368,addition,13.8582241,Q4 2010,FINANCE,13F,12/31/2021,80.6098,76.94
Ready capital corp,RC,"",10807722.0,168924000.0,0.00425666,0.0043,1863,279594.0,2.655686,addition,12.9700278,Q1 2017,REAL ESTATE,13F,12/31/2021,13.974,15.32
Golden entertainment inc,GDEN,"",2908517.0,168897582.19,0.00425599,0.0015,1864,1771883.0,155.888615,addition,10.0841111,,CONSUMER DISCRETIONARY,13G,03/31/2022,,53.86
Ozon holdings plc,OZON,"",5688999.0,168452000.0,0.00424476,0.0088,1865,-563917.0,-9.018464,reduction,2.6299950,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,46.43,11.6
Childrens place inc,PLCE,"",2117718.0,167915000.0,0.00423123,0.0044,1866,23438.0,1.119144,addition,14.7454001,Q2 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,108.7701,51.7
Ishares u.s. real estate etf,IYR,"",1443504.0,167648000.0,0.0042245,0.0035,1867,215170.0,17.517223,addition,No Data,Q2 2013,REAL ESTATE,13F,12/31/2021,85.0637,108.5
Ironwood pharmaceuticals inc,IRWD,"",14368890.0,167541000.0,0.00422181,0.0046,1868,1897115.0,15.211267,addition,9.0244393,Q2 2011,HEALTH CARE,13F,12/31/2021,13.3699,12.32
Arcus biosciences inc,RCUS,"",4129929.0,167137000.0,0.00421163,0.0041,1869,-73031.0,-1.737609,reduction,5.8117373,Q1 2018,HEALTH CARE,13F,12/31/2021,15.78,31.98
Westlake chemical corp,WLK,"",1719781.0,167041000.0,0.00420921,0.0042,1870,62328.0,3.760469,addition,1.3444123,Q4 2009,MATERIALS,13F,12/31/2021,78.8764,122.51
