Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007870,110012622046,Reedy Creek Improvement District/Walt Disney World Resort,LAKE BUENA VISTA,FL,32830,1375 Buena Vista Drive,Orange,28.4272,-81.5803,713110,"C,D,NN-LDC",,,,,68441.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011796,,Reficenter of Miami Inc.,MIami,FL,33166,7101 N.W. 43ST,,25.814116,-80.311857,423740,"OO,QQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012253,110070082213,Refrigerants Inc,DENVER,CO,80204,2575 W BARBERRY PL,DENVER COUNTY,39.730275,-105.018812,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012425,,Repsol Trading USA Corporation,The Woodlands,TX,77381,2455 Technology Forest Blvd Bldg 5,,30.1739474408466,-95.4728677869498,424720,MM-EXP,,,,775566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000894,110013580516,Rheem Manufacturing Company,Atlanta,GA,30328,"1100 Abernathy Road, Ste 1400",FULTON COUNTY,33.9334,-84.35329,333415,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001139,110043969284,Richmond Utilities,Richmond,KY,40475,300 Hallie Irvine Street,MADISON COUNTY,37.74676,-84.28685,221210,NN-LDC,,,,,37299.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012745,110070069815,"Rio Energy International, Inc.",Houston,TX,77057,5718 Westheimer Road Suite 1806,,29.7503969,-95.4935119,424720,"MM-IMP,MM-EXP",,,confidential,1107002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007781,110056955460,River Valley Generating Station,PANAMA,OK,74951,3 MILES E. OF JUNCTION 31,LE FLORE COUNTY,35.1929,-94.6469,221112,"D,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008130,110038365426,Robinson Lake Gas Plant,New Town,ND,58763,4498 Hwy 8,MOUNTRAIL COUNTY,48.031634,-102.35364,211130,"C,NN-FRAC,W-PROC",,,,,,951336.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,110070828211,Robinson Refinery,Robinson,IL,62454,400 S. Marathon Avenue,Crawford,39,-87.7222,324110,"C,MM-REF,Y",,32277179.5668416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012435,110070082285,Robstown Fractionator,Robstown,TX,78380,,NUECES COUNTY,27.814964,-97.594281,211130,"C,NN-FRAC,W-PROC",,,,,,2728315.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003576,110004342765,Rochester Gas & Electric Corp,Rochester,NY,14649,89 East Avenue,MONROE COUNTY,43.2689,-77.6294,221122,"NN-LDC,W-LDC",,,,,2961346.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005435,110043784054,Rock Energy Cooperative,Janesville,WI,53547,2815 Kennedy Rd.,ROCK COUNTY,42.71617,-89.00593,221210,"NN-LDC,W-LDC",,,,,78915.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013639,110070716048,Rowdy Jewell Gas Plant,Gillette,WY,82716,404 Frontage Road,CAMPBELL COUNTY,44.29713,-105.48866,211130,NN-FRAC,,,,,,141218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007679,110043972216,Russellville Gas Board,Russellville,AL,35654,1296 Walnut Gate Road,FRANKLIN COUNTY,34.477154,-87.720417,221210,NN-LDC,,,,,35619.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009615,110000434833,S&C Electric Company,Chicago,IL,60626,6601 N. Ridge Blvd.,COOK COUNTY,42.00231,-87.67662,335313,"C,QQ,SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010465,110000308471,SABIC Innovative Plastics US LLC,Houston,TX,77042,"2500 CityWest Blvd, Suite 100",BERKSHIRE COUNTY,42.4625,-73.21369,325211,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007125,110043785570,SAN DIEGO GAS & ELECTRIC (LDC),SAN DIEGO,CA,92123,8316 CENTURY PARK CT  ,SAN DIEGO COUNTY,32.823398,-117.144081,221210,"NN-LDC,W-LDC",,,,,5339663.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006395,110000483487,SAN FRANCISCO REFINERY AT RODEO,RODEO,CA,94572,1380 SAN PABLO AVENUE,CONTRA COSTA COUNTY,38.0436,-122.2532,324110,"C,MM-REF,P,Y",,10772664.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002565,110000481684,SAN JOAQUIN REFINING CO INC,BAKERSFIELD,CA,93308,3500 SHELL STREET,KERN COUNTY,35.39511,-119.04652,324110,"C,MM-REF,P,Y",,2326110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004654,110043808270,SCE&G Gas Operations,Cayce,SC,29033,220 Operations Way,LEXINGTON COUNTY,33.956548,-81.047512,221210,"NN-LDC,W-LDC",,,,,3557639.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003026,110043785623,SEMCO Energy Gas Company,Port Huron,MI,48060,"1411 Third St, Suite A",ST. CLAIR COUNTY,42.972146,-82.422355,221210,"NN-LDC,W-LDC",,,,,3252060.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003589,110012509071,SHELL CHEMICAL COMPANY,SARALAND,AL,36571,400 INDUSTRIAL PARKWAY,MOBILE COUNTY,30.787778,-88.058333,324110,"C,MM-REF,Y",,9542259.5481173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007002,110031267064,SHELL DEER PARK REFINERY,DEER PARK,TX,77536,5900 HIGHWAY 225 EAST,HARRIS COUNTY,29.722222,-95.126944,324110,"C,MM-REF,X,Y",,40527779.7348986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004211,110008214360,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y",,15970370.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005002,110005149507,SHOUP GAS PROCESSING AND FRACTIONATION PLANT,CORPUS CHRISTI,TX,78410,802 MCKINZIE ROAD,NUECES COUNTY,27.79914,-97.57217,211130,"C,NN-FRAC,W-PROC",,,,,,5451718.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005926,110021351026,SIERRA PACIFIC POWER COMPANY d/b/a NV ENERGY Natural Gas Distribution,RENO,NV,89511,6100 NEIL ROAD,WASHOE COUNTY,39.46863,-119.78217,221210,NN-LDC,,,,,1567445.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009291,110000600378,"SILVER EAGLE REFINING, INCORPORATED",EVANSTON,WY,82930,2990 COUNTY ROAD 180,UINTA COUNTY,41.2616,-110.807,324110,"C,MM-REF,Y",,264030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007218,110011942719,SINCLAIR CASPER REFINING COMPANY,CASPER,WY,82609,5700 EAST HIGHWAY 20/26,NATRONA COUNTY,42.5129,-106.1434,324110,"C,MM-REF,Y",,3302522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007217,110000468093,SINCLAIR OIL CORPORATION,SINCLAIR,WY,82334,100 EAST LINCOLN AVENUE,CARBON COUNTY,41.77899,-107.104,324110,"C,MM-REF,P,Y",,9672490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004592,110043783199,SIOUX CENTER MUNICIPAL NATURAL GAS UTILITY,SIOUX CENTER,IA,51250,335 1ST AVE nw,SIOUX COUNTY,43.08056,-96.17704,221210,NN-LDC,,,,,75851.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002625,110007199879,SLAUGHTER GASOLINE PLANT,SUNDOWN,TX,79372,,HOCKLEY COUNTY,33.467778,-102.558889,211130,"C,NN-FRAC,W-PROC",,,,,,271860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005159,110000516399,SNG Plant,Kapolei,HI,96707,91-390 Kauhi Street,HONOLULU COUNTY,21.309264,-158.092533,221210,"C,PP,W-LNGIE",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002925,110013317614,"SOLVAY SPECIALTY POLYMERS USA, LLC",THOROFARE,NJ,08086,10 LEONARDS LN,GLOUCESTER COUNTY,39.845474,-75.209486,325211,"C,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006311,110043810374,SONORA GAS PLANT,SONORA,TX,76950,,SUTTON COUNTY,30.56,-100.5881,211130,"C,NN-FRAC,W-PROC",,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005209,110018967313,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),LOS ANGELES,CA,90013,555 WEST 5TH STREET,LOS ANGELES COUNTY,34.04997,-118.25358,221210,"NN-LDC,W-LDC",,,,,40365537.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002415,110015909935,SPINDLE GAS PROCESSING PLANT,FT LUPTON,CO,80621,9101 WELD COUNTY RD 14,WELD COUNTY,40.088944,-104.884194,211130,"C,NN-FRAC,W-PROC",,,,,,190953.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000137,110043805148,ST. CROIX VALLEY NATURAL GAS CO.,RIVER FALLS,WI,54022,415 S. SECOND ST.,PIERCE COUNTY,44.85485,-92.62534,221210,NN-LDC,,,,,66325.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004970,110043794310,ST. REGIS GAS TREATING FACILITY,JAY,FL,32565,5415 Oil Plant Road,SANTA ROSA COUNTY,30.94845,-87.17817,211120,"C,NN-FRAC,W-PROC",,,,,,77115.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007923,110032913024,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,COMMERCE CITY,CO,80022,5801 BRIGHTON BLVD,ADAMS COUNTY,39.805556,-104.944444,324110,"C,MM-REF,P,Y",,11017764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009492,110013058494,"SUPERIOR WATER, LIGHT and POWER COMPANY",SUPERIOR,WI,54880,2915 HILL AVENUE,DOUGLAS COUNTY,46.70494,-92.07701,221122,NN-LDC,,,,,156576.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005992,110007182360,SWEENY REFINERY,Old Ocean,TX,77463,8189 Old FM 524,BRAZORIA COUNTY,29.070847,-95.750363,324110,"C,MM-REF,Y",,33319211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002366,110020889920,"Samsung Electronics Co., Ltd.",Pine Brook,NJ,07058,19D Chapin Rd,MORRIS COUNTY,40.85407,-74.33362,335220,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011114,,Sandpiper Energy,Salisbury,MD,21804,32145 Beaver Run Dr,,39.114747,-75.750871,221210,"NN-LDC,W-LDC",,,,,35618.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002384,110028014805,Santa Ynez Unit (SYU),GOLETA,CA,93117,12000 CALLE REAL,SANTA BARBARA COUNTY,34.46462,-120.03883,211120,"C,NN-FRAC,W-PROC",,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013769,,Scales N Stuff,Tampa,FL,33634,8101 Anderson Rd,,28.006045,-82.526973,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002592,110043784269,"Scottsboro Water, Sewer and Gas Board",Scottsboro,AL,35768,404 E. Willow St.,JACKSON COUNTY,34.673518,-86.031171,221210,NN-LDC,,,,,37786.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008267,110056961480,Seminole Fractionator,Mont Belvieu,TX,77580,10207 FM 1942,CHAMBERS COUNTY,29.857573,-94.912893,211130,NN-FRAC,,,,,,8311567.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003534,110043805175,Sevier County Utility District,Sevierville,TN,37862,420 Robert Henderson Rd,SEVIER COUNTY,35.86932,-83.540635,221210,NN-LDC,,,,,103684.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010713,110044228608,Shell Chemical LP,Houston,TX,77079,150 North Dairy Ashford Road,HARRIS COUNTY,29.75809,-95.36703,424690,"MM-EXP,MM-IMP",,,confidential,95140.9315725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009501,110010655629,Shell Oil Products US,Houston,TX,77002,1000 Main 14th floor,HARRIS COUNTY,29.75712,-95.363497,324110,"MM-IMP,MM-EXP",,,confidential,661963.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002496,,Shell Trading (US) Company,Houston,TX,77002,1000 Main St.,,29.752554,-95.3704009,424720,"MM-IMP,MM-EXP",,,confidential,32675140.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008829,110054628159,Sherwood Gas Plant,West Union,WV,26456,218 Swisher Lane,DODDRIDGE COUNTY,39.281445,-80.69374,211130,"C,NN-FRAC,W-PROC",,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013894,110070156369,Showa Chemicals of America,Austin,TX,78758,9101 Burnet Road #105,TRAVIS COUNTY,30.37456,-97.726,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002150,110028046629,Shute Creek Facility,KEMMERER,WY,83101,,LINCOLN COUNTY,41.887,-110.09446,211130,"C,PP,RR (RPT),W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010764,110002474901,"Siemens Energy,inc",Richland,MS,39218,444 Highway 49 South,RANKIN COUNTY,32.248078,-90.160578,335311,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004430,110043784296,Siloam Fractionation,South Shore,KY,41175,2 MarkWest Drive,GREENUP COUNTY,38.640316,-82.96091,211130,"C,NN-FRAC,W-PROC",,,,,,1117783.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006448,110000499069,Silver Eagle Refining-Woods Cross,WOODS CROSS,UT,84087,2355 SOUTH 1100 WEST,DAVIS COUNTY,40.86631,-111.91187,324110,"C,MM-REF,Y",,1450363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004652,110027632471,Smyrna Natural Gas,Smyrna,TN,37167,315 S Lowry,RUTHERFORD COUNTY,35.97355,-86.51093,221210,NN-LDC,,,,,128376.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002829,110035814134,Solvay Fluorides LLC,Houston,TX,77098,3737 Buffalo Speedway.,HARRIS COUNTY,29.73391,-95.4283,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000569,110070081761,Somerset Gas Service,Somerset,KY,42501,306 East Mount Vernon,PULASKI COUNTY,37.093515,-84.601535,221210,NN-LDC,,,,,29979.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006974,110043813647,Somerville Natural Gas,Somerville,TN,38068,13085 North Main Street,FAYETTE COUNTY,35.256365,-89.353336,221210,NN-LDC,,,,,34850.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007066,110055511450,South Alabama Gas District,Evergreen,AL,36401,714 West Front Street,CONECUH COUNTY,31.42852,-86.969744,221210,NN-LDC,,,,,256487.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000415,110000399970,"South Bend Ethanol, LLC.",SOUTH BEND,IN,46613,3201 W CALVERT ST,St. Joseph,41.6552,-86.2962,325193,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011333,110032830596,"South Coast Gas Co., Inc.",Raceland,LA,70394,4076 Hwy 1,LAFOURCHE PARISH,29.72469,-90.59368,221210,NN-LDC,,,,,40667.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007602,110043791741,South Jersey Gas Company,Folsom,NJ,08037,One South Jersey Plaza,ATLANTIC COUNTY,39.60441,-74.83855,221210,"NN-LDC,W-LDC",,,,,2728757.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005674,110030333333,Southern Connecticut Gas Company,Orange,CT,06477,60 Marsh Hill Rd,NEW HAVEN COUNTY,41.25052,-72.9996,221210,"NN-LDC,W-LDC",,,,,5220026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004112,110043791830,Southern Indiana Gas & Electric Company,Evansville,IN,47711,One Vectren Square,VANDERBURGH COUNTY,38.005965,-87.549475,221210,"NN-LDC,W-LDC",,,,,1927995.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006640,110041642292,Southwest Gas - Arizona,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12602,-115.21338,221210,"NN-LDC,W-LDC",,,,,3816244.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006638,110041642292,Southwest Gas - California,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12602,-115.21338,221210,"NN-LDC,W-LDC",,,,,750445.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006639,110041642292,Southwest Gas - Nevada,Las vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12602,-115.21338,221210,"NN-LDC,W-LDC",,,,,6556445.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003311,110043796167,Southwestern Virginia Gas Company,Martinsville,VA,24112,208 Lester St,MARTINSVILLE CITY,36.69381,-79.86921,221210,NN-LDC,,,,,91937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005967,110013693538,Spire Alabama,BIRMINGHAM,AL,35203,2101 6th Avenue North,JEFFERSON COUNTY,33.520058,-86.807637,221210,"NN-LDC,W-LDC",,,,,5498349.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003336,110012233485,Spire Gulf Inc.,Mobile,AL,36606,2828 Dauphin St,MOBILE COUNTY,30.68858,-88.10822,221210,"NN-LDC,W-LDC",,,,,2579005.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001688,110054620692,Spire Mississippi,Hattiesburg,MS,39401,1614 West 4th Street,FORREST COUNTY,31.325695,-89.288755,221210,"NN-LDC,W-LDC",,,,,141877.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002544,110001453597,Spire Missouri East,St. Louis,MO,63101,700 Market Street,ST. LOUIS CITY,38.62834,-90.19246,221210,"NN-LDC,W-LDC",,,,,4793828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004482,110070081894,Spire Missouri West,KANSAS CITY,MO,64129,7500 E. 35th Terrace,JACKSON COUNTY,39.06574,-94.59022,221210,"NN-LDC,W-LDC",,,,,4217509.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004739,110040627266,Sprague Operating Resources LLC,Portsmouth,NH,03801,185 International Drive,ROCKINGHAM COUNTY,43.08796,-70.808615,424710,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012334,110069500356,Spray Products Corporation,Plymouth Meeting,PA,19462,1323 Conshohocken Rd,MONTGOMERY COUNTY,40.10413,-75.31877,325998,"C,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005113,110043812434,Springfield Gas System,Springfield,TN,37172,1311 R. W. Gordon Drive,ROBERTSON COUNTY,36.499103,-86.901307,221210,NN-LDC,,,,,70262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000083,110035712262,Springhill,Springhill,FL,32606,3805 NW 97th Blvd,ALACHUA COUNTY,29.68689,-82.44976,221210,NN-LDC,,,,,975082.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000008,110070081749,"St. Lawrence Gas Co., Inc.",Massena,NY,13662,33 Stearns Street,ST. LAWRENCE COUNTY,44.9293,-74.8756,221210,NN-LDC,,,,,378651.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002027,110043813816,"St. Paul Park Refining Company, LLC",St. Paul Park,MN,55071,301 St. Paul Park Road,WASHINGTON COUNTY,44.850583,-93.002139,324110,"C,MM-REF,P,Y",,15109078.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010248,110055520039,"Subaru of America, Inc.",Camden,NJ,08103,One Subaru Drive,CAMDEN COUNTY,39.92326,-75.0439,336111,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004670,110043815173,Suburban Natural Gas Company,Cygnet,OH,43413,211 Front St,WOOD COUNTY,41.24002,-83.64563,221210,NN-LDC,,,,,104392.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011282,110043971903,Summit Natural Gas of Maine,Centennial,CO,80112,10825 E. Geddes Avenue,JEFFERSON COUNTY,39.57429,-105.13314,221210,NN-LDC,,,,,233333.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009519,110043971903,Summit Natural Gas of Missouri,Centennial,CO,80112,10825 E. Geddes Avenue,JEFFERSON COUNTY,39.57429,-105.13314,221210,NN-LDC,,,,,183046.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013746,110070716064,Summit Refrigerants,Humble,TX,77396,8541 E. North Belt Drive,HARRIS COUNTY,29.937105,-95.257748,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010461,110055520734,Superior Plus Energy Services Inc.,Rochester,NY,14618,1870 South Winton Road Suite 200,MONROE COUNTY,43.109573,-77.574882,424710,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003472,110000422962,Superior Refining Company LLC,Superior,WI,54880,2407 Stinson Ave.,DOUGLAS COUNTY,46.6915,-92.072,324110,"C,MM-REF,Y",,7575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006315,110010410331,Superior Terminal,SUPERIOR,WI,54880,2600 East 21st Street,DOUGLAS COUNTY,46.6916,-92.06007,211130,NN-FRAC,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007519,110043972797,Sycamore Gas Company,Lawrenceburg,IN,47025,"370 Industrial Drive, Suite 200",DEARBORN COUNTY,39.122523,-84.848609,221210,NN-LDC,,,,,150250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010614,110003952198,TAMKO Building Products LLC,Galena,KS,66739,198 Four States Drive,JASPER COUNTY,37.0877,-94.51465,324122,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013185,,TARGA OAHU GAS PROCESSING PLANT,Coyanosa,TX,79743,3542 FM 1776,,31.242421,-103.067545,211130,"C,PP,UU,W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013183,,TARGA WILDCAT GAS PROCESSING PLANT,Kermit,TX,79745,8496 W State HWY 302,,31.805233,-103.241229,211130,"C,PP,UU,W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006771,110043973000,TECO Peoples Gas,Tampa,FL,33602,702 North Franklin Street,HILLSBOROUGH COUNTY,27.95029,-82.4591,221210,"NN-LDC,W-LDC",,,,,10551137.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005788,110070081925,TERRA INTERNATIONAL (OKLAHOMA) INC,WOODWARD,OK,73801,1000 TERRA DRIVE,WOODWARD COUNTY,36.43722,-99.47108,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007390,110021341332,TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,MARTINEZ,CA,94553,150 SOLANO WAY,CONTRA COSTA COUNTY,38.0251,-122.0639,324110,"C,P,PP,Y",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007565,110025317146,THE ANDERSONS MARATHON HOLDINGS LLC,DENISON,IA,51442,2404 W HWY 30,CRAWFORD COUNTY,41.994167,-95.39,325193,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
